PM25,PM10,NO2,CO,O3,SO2
1,8,57,0.83,79,4
2,8,57,0.83,79,4
5,17,42,0.789,89,2
5,22,51,0.837,77,2
6,17,48,0.832,85,2
8,20,37,0.8,96,3
11,25,37,0.782,93,3
13,28,40,0.796,88,3
9,21,27,0.761,105,2
7,19.18181818,23,0.742,104,2
6,23,20,0.718,107,2
9,11,18,0.709,112,2
11,19,18,0.716,114,2
7,10,16,0.668,106,2
5,15,15,0.621,107,2
5,8,20,0.613,109,3
6,18,23,0.621,108,3
6,22,26,0.635,109,3
6,25,26,0.7,114,2
7,26,31,0.743,102,3
8,34,29,0.697,102,4
10,28,24,0.715,99,2
7,30,28,0.675,95,3
6,34,29,0.67,81,2
5,25,28,0.671,81,2
7,23,35,0.661,65,2
6,18,50,0.742,54,2
6,20,40,0.683,69,2
8,19,40,0.666,70,2
10,34,46,0.702,74,2
11,35,38,0.668,77,3
8,41,43,0.679,62,2
7,39,47,0.679,46,4
6,32,47,0.711,39,4
7,27,42,0.705,42,4
13,32,48,0.737,35,4
12,32,37,0.74,39,4
9,29,27,0.687,50,4
10,20,19,0.632,62,4
11,31,20,0.621,63,4
11,38,31,0.632,49,4
9,29,37,0.636,45,3
8,28,53,0.695,40,2
8,16,62,0.712,68,1
9,25,64,0.744,62,2
13,27,79,0.833,44,2
17,27,88,0.966,36,3
12,15,73,0.878,44,2
13,15,73,0.9,44,2
7,14,46,0.692,91,2
12,20,75,0.925,61,2
11,32,70,0.79,58,2
14,23,74,0.799,56,1
21,38,109,0.999,28,1
19,26,87,0.947,42,1
14,24,93,0.909,34,2
16,25,108,1.042,21,2
20,34,102,1.135,18,1
21,28,97,1.244,26,2
27,42,89,1.382,24,2
30,43,85,1.362,27,2
29,32,80,1.281,28,2
33,33,71,0.999,27,1
33,35,72,1.02,27,2
36,41,67,0.96,20,2
36,51,69,1.09,25,1
28,71,80,1.2,23,3
8,32,58,0.975,55,4
10,38,40,0.818,75,7
11,36,43,0.75,72,9
11,27,44,0.78,62,10
12,44,64,0.776,63,8
11,23,51,0.738,84,7
14,35,63,0.744,77,10
16,50,83,0.746,61,11
14,37,80,0.731,50,8
16,34,78,0.732,51,6
25,50,100,0.732,27,12
28,49,93,0.731,28,11
25,52,87,0.733,22,14
25,50,88,0.729,15,11
27,51,81,0.735,18,9
32,38,71,0.742,20,7
30,45,61,0.745,21,8
27,29,57,0.753,22,9
30,47,54,0.757,24,7
24,27,69,0.762,22,3
23,29,77,0.77,22,2
28,43,79,0.776,23,1
25,55,74,0.78,25,2
21,46,69,0.791,21,4
19,59,62,0.808,27,3
19,65,62,0.819,30,4
14,30,59,0.823,34,2
15,77,52,0.82,42,2
13,45,44,0.833,44,2
13,49,46,0.845,50,4
13,29,46,0.88,33,4
12,28,33,0.857,61,3
13,31,41,0.851,45,3
14,25,53,0.846,31,3
16,31,57,0.846,25,2
17,35,55,0.851,21,2
13,30,52,0.847,21,2
14,35,52,0.837,21,2
12,21,49,0.834,26,3
14,22,46,0.833,31,3
13,19,37,0.836,33,2
13,24,38,0.836,34,3
14,24,39,0.834,33,2
16,24,41,0.838,31,2
19,43,44,0.841,22,2
27,128,43,0.85,21,2
19,76,43,0.858,22,2
15,17,37,0.869,34,4
15,32,38,0.882,46,3
15,37,29,0.887,61,3
17,41,36,0.891,52,3
15,34,31,0.873,56,3
14,23,25,0.876,64,3
14,25,26,0.879,58,2
13,36,27,1.996,53,2
15,28,33,2.05,48,2
16,34,37,1.978,42,3
15,37,52,1.972,23,4
16,37,54,2.004,20,4
18,40,56,2.058,18,3
18,44,58,2.076,17,4
16,40,54,1.994,19,3
15,34,45,1.936,26,3
15,25,39,1.918,31,3
15,16,33,1.913,38,3
15,17,30,1.884,44,3
15,26,27,1.859,48,4
15,33,29,1.848,46,4
15,34,37,1.827,38,4
16,32,36,1.844,38,3
17,40,44,1.891,37,4
19,46,53,2.06,28,8
21,42,53,2.043,35,8
19,44,32,1.901,65,3
20,49,33,1.901,68,5
21,44,39,1.899,60,10
19,46,48,1.886,46,16
17,41,38,1.838,64,4
17,39,38,1.89,64,4
17,43,40,1.877,61,3
17,37,47,1.842,52,3
19,41,50,1.848,42,3
20,49,59,1.851,24,6
23,41,63,1.927,17,9
21,41,58,1.906,18,4
20,38,52,2.021,22,3
20,37,50,1.952,20,3
21,39,50,1.923,17,3
23,33,48,1.935,17,4
24,41,43,1.956,18,3
25,47,44,2.075,22,3
24,48,42,2.133,24,3
25,38,41,2.1,21,4
29,78,44,2.396,26,4
26,53,42,2.183,23,4
25,30,46,2.107,26,6
25,29,46,2.16,26,6
19,49,23,1.753,69,3
21,52,20,3.103,77,4
20,40,20,0.939,78,2
16,58,30,0.949,68,2
12,43,40,1.025,60,2
14,49,53,1.161,43,2
14,31,51,1.073,48,2
14,51,63,1.184,33,2
17,37,68,1.195,26,2
24,53,70,1.315,19,2
22,41,64,1.224,19,4
21,37,63,1.215,18,5
20,39,61,1.131,17,6
19,36,59,1.148,18,6
21,48,58,1.297,20,5
20,30,46,1.21,36,3
13,18,44,0.957,49,1
13,29,35,1.026,43,1
12,24,48,1.037,30,2
12,13,47,1.08,24,2
18,32,63,1.351,24,1
15,32,57,1.175,22,1
15,43,58,1.261,23,2
15,35,47,1.285,28,3
12,22,26,1.061,38,4
10,30,18,0.969,52,3
10,33,15,0.945,62,3
11,29,18,0.946,67,3
10,28,20,0.951,66,3
11,18,20,1,67,3
10,26,25,1.06,59,3
10,26,25,1.06,59,3
11,23,30,1.03,45,3
11,35,36,1.05,34,3
11,39,42,1.06,25,3
15,34,54,1.065,63,2
16,17,64,1.094,43,1
19,30,77,1.243,22,1
17,31,59,1.285,28,2
12,30,38,1.051,42,2
12,24,42,1.108,28,2
12,23,41,1.13,22,2
11,29,40,1.117,24,2
15,35,44,1.459,25,2
17,53,42,1.685,22,2
20,69,47,1.702,25,2
13,16,37,1.242,23,3
13,59,40,1.077,28,6
13,39,38,1.061,35,9
13,26,39,1.11,35,9
14,43,40,1.054,40,5
15,30,45,1.1,33,3
13,39,42,1.091,31,4
13,32,43,1.131,34,5
10,29,33,1.084,37,4
12,32,37,1.085,30,4
13,29,43,1.117,23,3
13,33,47,1.119,18,3
14,40,48,1.203,16,3
16,38,46,1.294,17,3
15,30,42,1.229,17,4
13,25,42,1.135,17,8
13,28,42,1.092,19,7
14,34,41,1.156,21,5
10,20,31,0.972,30,4
8,18,21,0.949,33,3
9,17,24,0.963,30,3
8,17,26,0.957,26,2
8,34,28,0.992,22,3
8,20,34,1.036,23,3
10,49,38,1.286,23,2
9,39,40,1.185,23,3
8,27,36,1.149,29,4
9,23,37,1.2,29,5
10,50,37,1.111,37,5
8,27,31,1.027,53,5
9,37,25,1.034,76,3
10,31,28,1.051,75,3
10,44,33,1.093,55,3
9,29,32,1.053,48,2
10,29,41,1.07,37,2
11,38,42,1.043,59,2
11,32,43,1.09,59,3
16,26,76,1.24,43,1
15,35,96,1.254,21,1
12,23,99,1.306,19,1
14,33,94,1.531,17,1
19,44,91,1.719,24,1
19,41,80,1.61,25,2
20,46,71,1.599,26,2
22,48,67,1.561,26,1
24,46,65,1.54,24,2
20,49,51,1.399,23,2
13,44,40,1.207,21,4
12,24,38,1.147,21,6
11,37,35,1.146,34,5
11,42,30,1.21,66,5
11,49,32,1.128,81,4
17,42,56,1.133,45,2
22,40,75,1.424,20,3
13,32,64,1.226,47,2
9,55,56,1.148,70,1
10,40.18181818,69,1.216,59,1
13,21,95,1.343,28,1
15,22,93,1.387,30,1
16,26,104,1.402,18,1
23,49,106,1.854,18,1
31,64,102,1.957,20,1
43,86,101,1.963,32,3
42,81,98,1.708,36,2
35,48,91,1.57,27,1
40,57,84,1.682,28,2
41,66,75,1.778,29,2
39,65,68,1.807,29,2
24,26,70,1.407,28,3
17,22,67,1.294,27,2
13,26,70,1.215,30,2
11,43,63,1.238,29,4
11,45,62,1.356,30,2
10,22,59,1.313,37,2
11,33,48,1.201,43,2
11,29,48,1.25,44,3
12,30,41,1.162,49,12
12,43,42,1.162,48,10
10,34,21,1.074,60,3
10,30,22,1.12,61,3
9,32,33,1.094,50,4
10,31,34,1.105,44,2
10,22,39,1.095,34,2
12,28,42,1.102,28,2
12,25,38,1.078,31,2
12,23,42,1.093,27,2
10,22,36,1.05,31,3
9,17,29,1.03,39,3
10,18,22,1.002,48,4
9,14,16,0.99,53,2
8,12,13,0.974,61,3
8,17,15,0.959,64,3
10,28,19,0.962,61,3
9,17,24,0.968,54,2
7,26,27,0.984,52,3
8,40,35,1.059,42,2
8,35,29,1.093,47,2
9,38,29,1.075,50,2
10,34,27,1.075,56,2
10,29,28,1.12,57,3
12,29,27,1.037,59,3
12,27,31,1.027,54,5
12,39,34,1.037,50,3
12,35,34,1.035,47,3
13,28,45,1.052,38,3
17,49,52,1.078,37,5
18,28,54,1.14,62,2
29,56,103,1.286,29,2
38,65,103,1.42,22,2
46,95,103,1.628,28,2
44,97,107,1.695,28,2
38,93,94,1.692,30,2
51,105,86,1.862,36,3
59,123,81,1.845,37,4
47,84,67,1.703,32,2
35,68,62,1.658,34,3
18,29,47,1.21,26,2
12,15,44,1.004,28,2
22,51,61,1.48,24,2
36,81,65,1.984,29,2
18,44,61,1.371,22,1
16,28,60,1.199,22,2
16,29,63,1.144,24,1
17,29,64,1.19,24,2
17,29,64,1.19,24,2
17,25,69,1.19,32,2
15,34,68,1.207,29,2
15,36,73,1.39,24,2
19,47,79,1.568,22,2
29,59,89,1.768,26,3
48,91,115,1.801,39,2
67,126,117,2.057,46,2
72,130,117,1.979,49,2
73,134,105,2.085,44,2
19,33,53,1.103,27,3
12,62.9,22,0.906,56,2
12,13,22,0.901,57,3
12,57.53636364,18,0.908,61,3
11,12,35,0.918,39,2
10,16,23,0.891,48,3
11,15,28,0.896,40,3
13,27,48,1.022,21,2
16,64,52,1.258,21,2
13,22,33,1.006,32,4
13,26,23,0.947,44,3
14,35,19,0.953,51,3
12,30,19,0.981,65,3
13,41,27,1.013,61,3
14,55,25,0.994,71,4
14,52,27,1.017,78,4
17,42,34,1.024,81,6
12,61,27,0.985,72,4
13,47,39,1.044,68,6
13,34,36,1.016,51,4
9,29,30,0.926,37,3
14,40,46,1.01,26,3
17,40,57,1.077,20,7
13,34,56,1.032,17,11
11,29,54,1.019,17,8
12,24,43,0.967,20,5
13,27,32,0.958,29,3
14,26,26,0.942,37,3
13,25,33,0.968,31,3
14,38,43,1.094,24,2
8,16,22,0.827,72,2
9,19,50,0.937,34,1
17,58,71,1.492,27,2
17,82,64,1.485,27,2
11,32,46,1.248,26,2
8,33,26,0.957,34,10
8,31,23,0.931,44,11
10,55,34,0.946,41,13
9,41,33,0.918,50,19
9,41,36,0.909,57,20
8,50,32,0.918,73,10
7,35,31,0.916,77,7
6,53,32,0.951,72,7
8,38,30,0.92,61,4
7,26,31,0.904,48,4
7,27,37,0.921,39,4
8,25,38,0.918,32,3
8,24,41,0.916,28,4
8,17,43,0.912,23,5
8,11,39,0.887,28,4
8,18,29,0.839,35,4
7,13,29,0.818,35,5
8,14,28,0.8,32,5
8,16,32,0.813,23,5
8,18,38,0.868,18,4
10,23,33,0.981,21,3
11,57,30,1.082,21,3
10,27,33,0.965,25,3
10,48,35,0.975,28,4
10,25,27,1.041,44,5
10,32,24,0.936,65,4
10,23,24,0.98,66,5
10,43,32,0.925,88,6
10,44,34,0.933,110,8
11,38,35,0.98,70,6
15,56,40,0.952,138,7
16,49,39,0.969,133,6
13,46,45,0.975,92,4
12,36,57,1.011,49,4
13,40,59,0.996,27,4
13,42,58,0.975,23,3
12,44,58,1,19,4
12,43,56,1.03,19,4
13,45,57,1.08,20,5
11,20,47,0.925,22,8
11,29,44,1.007,21,8
10,29,42,1.018,20,7
9,27,41,1.028,22,6
9,34,38,1.164,22,8
9,32,37,1.023,23,8
10,28,36,0.946,25,8
12,31,37,0.979,30,9
19,57,52,1.033,30,14
30,75,56,1.068,40,19
40,87,36.71428571,1.069,24.42857143,9.571428571
44,86,36.53061224,1.042,24.7755102,9.795918367
42,88,36.46355685,1.064,25.02915452,10.05247813
35,74,41.08855685,1.038,30.77915452,9.927478134
39,73,44.42189018,1.03,35.44582119,9.48303369
40,74,1,1.08,1,1
43,96,51.02189018,1.123,38.74582119,6.88303369
31,96,56.1387733,1.034,38.34322378,6.376540183
24,50,73,0.992,71,7
25,59,67,0.99,72,5
25,51,67,1.04,73,5
29,80,107,1.24,30,2
26,61,93,1.21,20,4
23,60,80,1.09,22,7
17,60.16666667,44,1.24,27,7
15,61.86111111,46,1.171,23,8
14,62.33796296,45,1.143,20,7
14,59.90939153,42,1.076,22,6
13,55.65939153,40,0.979,20,9
14,54.3260582,42,1.027,19,8
15,51.6260582,41,1.035,19,12
17,50.51999759,41,1.087,21,13
19,34,43,1.064,31,11
21,46,52,1.022,38,10
22,49,52,0.996,57,12
22,33,53,1.04,56,12
22,48,43,0.973636364,63.72727273,9.545454545
22,54,24,0.906,153,6
19,57,47,0.939,108,13
14,32,37,0.936,102,7
11,23,35,0.842,74,4
10,34,48,0.843,42,5
13,40,60,0.879,23,12
14,49,63,0.893,18,15
11,28,61,0.885,19,8
10,24,56,0.878,22,5
9,24,52,0.854,23,5
9,26,45,0.853,29,4
9,17,36,0.768,33,4
8,15,37,0.752,31,5
8,23,27,0.728,42,5
8,17,34,0.732,30,6
9,15,38,0.733,32,6
9,22,36,0.743,33,6
10,28,34,0.766,37,6
10,20,39,0.799,41,6
11,25,47,0.828,41,10
13,41,48,0.833,43,13
13,41,49,0.88,44,14
11,53,37,0.808,64,10
10,30,33,0.794,64,11
9,40,37,0.768,55,13
9,24,38,0.81,55,13
8,31,34,0.78,53,9
8,40,25,0.697,53,3
6,49,43,0.71,37,5
5,47,57,0.753,24,9
5,37,59,0.773,21,8
3,24,53,0.807,23,6
2,31,39,0.766,34,4
2,28,29,0.742,43,2
3,29,29,0.79,44,3
3,18,27,0.751,42,3
2,19,21,0.7,46,3
3,18,28,0.7,39,5
4,12,28,0.699,37,5
5,20,29,0.689,34,6
6,25,29,0.713,34,5
6,24,29,0.76,35,5
6,27,25,0.737,42,5
6,34,23,0.75,48,5
8,36,31,0.767,46,6
9,29,40,0.796,46,9
9,47,40,0.784,53,9
8,45,41,0.791,59,10
8,42,32,0.787,77,8
9,25,28,0.774,88,5
8,35,32,0.794,82,4
9,34,27,0.807,83,3
11,25,30,0.783,67,3
12,29,33,0.766,54,3
12,26,34,0.758,49,3
11,27,32,0.744,52,3
9,24,36,0.759,44,4
8,35,43,0.773,34,5
10,31,45,0.814,28,5
10,28,45,0.86,29,6
9,35,50,0.832,19,7
10,35,47,0.874,21,6
11,26,43,0.811,24,5
13,34,45,0.884,19,5
11,29,43,0.842,22,4
12,43,40,0.881,24,4
12,39,40,0.93,25,5
8,24,25,0.755,50,4
9,35,24,0.762,55,4
10,46,31,0.784,54,7
12,50,24,0.755,79,7
10,73,22,0.75,96,5
10,61,22,0.751,107,5
10,52,29,0.761,106,8
10,66,29,0.756,105,7
11,30,29,0.765,88,5
13,37,26,0.732,84,3
14,22,31,0.742,58,3
14,40,34,0.741,43,3
15,37,44,0.778,33,5
13,41,56,0.78,21,14
13,40,56,0.83,21,15
12,36,57,0.85,20,13
12,31,49,0.803,20,8
13,35,49,0.815,19,10
11,21,40,0.734,28,8
10,27,27,0.7,42,5
10,17,30,0.706,36,6
10,23,27,0.698,34,5
10,24,27,0.7,35,5
9,28,26,0.715,40,4
10,29,37,0.73,33,21
11,36,35,0.742,41,18
10,31,30,0.744,49,16
10,42,30,0.736,51,18
10,37,27,0.725,54,16
10,33,24,0.703,62,14
11,43,27,0.693,78,12
9,32,36,0.722,73,14
8,45,33,0.722,74,10
9,44,30,0.714,62,4
10,48,40,0.733,44,5
9,31,40,0.72,34,7
8,40,37,0.719,32,3
7,32,39,0.71,32,4
8,24,33,0.695,34,3
9,21,32,0.672,34,4
6,18,34,0.678,31,6
6,13,27,0.663,35,4
7,13,22,0.638,37,3
7,12,23,0.7,37,3
6,17,26,0.64,33,5
6,20,28,0.64,34,5
6,19,20,0.631,44,4
4,21,21,0.654,46,3
5,31,20,0.693,57,4
6,22,19,0.788,70,4
9,44,20,0.829,87,4
10,47,19,0.776,106,4
9,48,20,0.768,112,4
7,41,19,0.739,124,3
7,48,26,0.747,132,5
8,54,31,0.757,100,12
8,39,53,0.83,63,13
8,30,37,0.745,71,5
11,27,42,0.717,49,3
13,35,46,0.714,37,3
15,45,56,0.733,26,4
13,26,54,0.703,26,4
10,26,45,0.691,34,4
8,41,39,0.687,33,5
6,21,48,0.683,24,6
5,18,30,0.638,38,4
7,18,32,0.631,35,8
8,22,27,0.622,39,6
8,16,22,0.623,40,5
7,25,21,0.621,41,4
8,28,25,0.644,41,5
7,25,29,0.684,41,3
8,36,39,0.727,34,3
9,36,41,0.785,33,4
10,45,38,0.839,40,7
10,42,33,0.818,51,6
13,41,37,0.823,54,10
14,40,56,0.789,48,22
14,55,46,0.769,56,28
13,39,50,0.756,49,13
14,32,41,0.739,49,5
15,78,42,0.71,59,7
20,65,68,0.797,75,2
27,69,92,0.876,48,2
31,71,108,1.082,26,2
28,61,103,1.145,24,2
24,61,95,1.211,45,2
25,66,106,1.343,37,2
23,46,78,1.157,24,2
37,84,87,1.274,34,4
47,94,81,1.308,35,3
46,79,71,1.288,31,3
45,99,71,1.29,37,2
40,65,59,1.261,28,2
41,79,65,1.268,30,2
33,65,66,1.122,32,4
17,39,45,0.835,31,10
15,40,35,0.772,40,10
14,53,26,0.701,57,4
14,39,30,0.665,64,11
14,46,26,0.62,57,16
13,63,27,0.625,64,10
12,36,26,0.653,77,8
13,45,35,0.672,77,12
11,40,46,0.708,66,18
10,39,48,0.693,58,19
11,64,56,0.722,36,19
12,46,47,0.702,29,4
11,39,42,0.693,29,5
9,28,30,0.652,39,4
8,20,30,0.652,37,3
6,18,28,0.636,37,3
5,19,20,0.638,45,3
6,20,24,0.66,37,3
8,26,36,0.691,27,5
8,23,40,0.704,19,8
9,30,39,0.721,19,9
10,34,36,0.722,24,10
10,35,34,0.752,28,10
9,26,25,0.682,40,5
10,50,34,0.727,37,8
10,54,36,0.713,45,13
9,42,36,0.697,49,18
9,41,37,0.694,53,16
8,29,21,0.661,70,3
9,33,34,0.666,59,4
9,26,29,0.671,54,2
9,46,31,0.686,51,2
9,26,37,0.699,43,3
10,29,46,0.714,32,3
12,31,51,0.732,25,4
11,33,52,0.73,22,3
12,28,52,0.744,25,4
11,32,53,0.736,28,5
11,17,44,0.699,37,7
15,24,43,0.764,40,4
18,36,64,0.833,27,4
21,43,64,0.849,27,3
20,38,61,0.853,24,3
19,49,60,0.875,22,3
22,69,60,0.972,25,4
26,81,55,1.033,26,4
19,53,48,0.881,26,6
16,49,37,0.82,37,5
13,35,33,0.733,47,3
13,41,44,0.714,40,6
15,80,47,0.732,37,5
15,56,48,0.78,36,6
14,53,38,0.678,69,2
14,59,47,0.718,66,2
13,85,61,0.778,45,2
13,64,73,0.958,39,2
12,49,93,0.984,25,2
14,42,105,1.039,23,2
19,69,103,1.066,21,2
23,76,91,1.132,21,2
20,51,91,1.131,22,3
17,52,88,0.979,20,8
16,50,84,0.874,20,5
15,47,78,0.912,16,4
14,30,71,0.972,19,4
17,48,89,1.02,20,9
15,40,80,0.941,22,7
16,31,66,0.98,21,4
15,36,66,1.014,19,4
14,40,65,0.977,22,4
14,42,66,1.02,22,5
18,61,74,1.127,24,5
20,52,80,1.166,26,6
26,66,92,1.194,27,6
34,72,106,1.239,38,6
31,62,107,1.178,52,5
21,43,73,0.976,63,5
18,37,53,0.83,89,5
18,27,49,0.819,100,4
17,34,56,0.856,79,4
17,29,70,0.832,57,4
19,29,77,0.831,49,6
20,34,81,0.838,44,7
25,45,95,0.844,32,14
28,49,102,0.864,20,12
28,58,93,0.901,20,9
24,35,87,0.906,20,8
26,48,95,1.034,20,4
33,62,90,1.073,21,3
39,85,86,1.062,24,5
40,86,86,1.11,25,6
37,71,73,1.037,24,4
37,60,67,0.956,25,7
45,87,83,1.014,26,11
46,90,84,1.06,26,12
72,107,89,1.225,86,38
57,72,57,1.198,141,21
59,78,28,1.132,182,11
63,96,23,1.053,180,8
68,94,20,1.003,154.5454545,8
68,100,23,0.953,200,7
65,93,24,0.986,200,7
65,92,25,1.03,84,6
71,145,44,1.227,299,12
69,134,43,1.208,276,10
78,147,60,1.25,282,17
85,141,61,1.188,261,23
52,86,42,0.962,180,16
33,36,40,0.809,108,11
24,92.5,31,0.726,107,9
24,34,31,0.77,108,10
16,65.27777778,27,0.66,96,10
16,53.27777778,18,0.659,104,4
16,44.00505051,18,0.654,102,4
16,17,17,0.652,101,6
14,14,17,0.654,100,5
15,20,17,0.7,101,6
17,27,21,0.683,95,6
18,39,29,0.73,85,6
20,35,41,0.758,74,11
19,44,34,0.767,85,12
16,35,24,0.756,102,7
17,26,25,0.8,103,8
17,39,20,0.756,126,5
15,35,21,0.759,116,4
16,40,20,0.749,115,4
18,39,22,0.754,112,4
20,47,26,0.787,111,5
21,53,30,0.782,124,6
20,45,35,0.79,116,5
22,46,37,0.765,105,7
23,49,29,0.761,113,7
23,43,28,0.751,117,6
20,31,21,0.727,119,4
20,33,18,0.729,124,4
20,41,21,0.729,118,8
18,23,30,0.714,92,14
18,19,29,0.69,90,15
19,19,24,0.68,90,15
17,18,27,0.663,81,14
18,18,32,0.664,71,16
18,30,30,0.67,72,15
17,37,38,0.707,62,20
16,42,31,0.728,68,13
16,37,27,0.746,78,8
16,37,23,0.732,89,5
20,49,24,0.742,102,5
23,37,23,0.763,120,7
25,51,21,0.785,139,7
25,45,17,0.782,143,5
27,75,22,0.813,152,6
29,53,23,0.821,153,5
