PM25,PM10,NO2,CO,O3,SO2
17,21.67499358,22,0.874,60,5
27,28,23,0.939,63,6
31,32,22,0.876,67,5
32,28.02496869,26,0.772,52,10
35,28.85298408,22,0.74,43,7
40,28.35298408,17,0.753,34,3
36,37,20,0.816,18,2
37,41,28,0.948,2,2
39,27.65735789,20,0.848,8,2
27,27,14,0.776,14,2
18,19,18,0.804,10,2
24,25,12,0.772,5,2
10,16,12,0.752,14,2
12,22,11,0.74,16,3
17,27,10,0.724,19,3
20,20.71428571,11,0.732,18,2
23,19.81632653,15,0.751,18,2
38,19.93294461,21,0.803,19,2
18,19.20907955,15,0.783,20,2
9,9,10,0.757,32,1
11,19.27877273,9,0.749,47,1
16,17.99190152,12,0.758,31,2
24,17.53817082,14,0.748,37,2
16,17.99298132,19,0.807,21,1
42,18.75136324,18,0.789,39,2
44,19.28368774,18,0.84,32,2
44,20.42631971,12,0.773,42,3
39,20.55382493,13,0.761,30,4
14,23,10,0.722,29,3
18,26,11,0.74,22,3
19,24,12,0.725,18,3
21,20.28297905,12,0.714,15,3
29,20.40789046,13,0.706,11,3
14,15,15,0.706,12,5
14,20.08635869,9,0.702,7,2
17,20.08635869,12,0.7,11,3
10,14,12,0.699,10,3
19,18.85794836,11,0.699,10,3
25,18.67981952,12,0.701,9,4
11,18,14,0.704,9,5
17,23,15,0.713,6,6
30,18.77068776,16,0.749,13,6
23,18.55140927,12,0.769,24,4
37,18.55140927,11,0.768,30,4
18,18.81916573,9,0.767,37,3
32,19.521408,10,0.748,39,4
27,20.121408,11,0.755,38,4
17,20.93958982,10,0.743,39,3
10,14,8,0.727,40,3
13,21,9,0.728,39,3
22,25,12,0.742,34,3
23,24,13,0.753,32,3
32,32,11,0.716,30,3
21,27,12,0.708,26,3
27,23.33333333,10,0.708,28,3
27,31,11,0.702,25,4
43,24.23333333,14,0.704,23,5
29,24.86969697,21,0.721,19,9
17,21,14,0.73,24,4
6,15,10,0.731,25,2
9,16,11,0.734,29,2
18,28,11,0.732,28,3
27,32,10,0.732,28,3
21,30,16,0.744,23,5
27,31,15,0.766,24,3
22,31,18,0.845,22,2
30,30,19,0.829,22,3
33,37,19,0.815,27,4
32,35,17,0.852,36,3
28,32.55555556,16,0.615,46,3
33,38,14,0.867,55,4
49,30.85555556,13,0.822,49,5
38,30.76464646,12,0.805,49,3
39,32,12,0.86,49,3
17,29,13,0.788,52,4
17,30,13,0.84,52,4
3,14,14,0.77,44,4
20,30,15,0.68,33,4
32,36,20,0.71,8,3
32,36,20,0.71,8,3
22,29,18,0.71,5,2
34,34,15,0.68,6,3
41,29.27272727,18,0.68,6,6
19,24,16,0.66,8,5
19,24,16,0.66,8,5
27,27,8,0.65,19,2
33,34,15,0.65,12,4
33,34,15,0.65,12,4
26,27,15,0.65,11,4
19,31,21,0.67,9,6
38,27.27272727,21,0.72,6,4
22,28,13,0.7,22,3
23,27,10,0.78,30,2
24,33,8,1.17,33,2
20,20,7,0.65,36,2
12,15,8,0.621,32,2
15,25,8,0.604,36,2
28,35,14,0.617,47,1
12,14,17,0.633,33,1
26,25.44444444,23,0.65,18,1
28,34,13,0.707,16,1
19,31,14,0.642,22,2
11,22,13,0.607,32,1
47,23.30555556,16,0.659,13,1
59,21.52777778,12,0.614,19,2
40,22.36419753,11,0.61,14,2
7,22.02194787,8,0.607,15,2
9,11,7,0.65,17,1
6,14,7,0.595,15,1
19,19,7,0.587,18,2
13,18.3189872,8,0.589,13,1
10,17.78418877,7,0.589,13,1
12,17.02085397,12,0.602,12,2
25,16.18733832,10,0.601,12,2
19,16.18733832,9,0.596,13,1
14,16.49981523,9,0.608,17,1
24,17.99981523,8,0.617,18,2
21,17.9643722,11,0.626,25,3
20,17.98595333,10,0.626,29,5
11,11,8,0.621,35,2
22,19.14884494,8,0.606,40,2
22,31,8,0.65,40,2
15,18,11,0.62,29,4
15,18,11,0.62,29,4
16,21,11,0.6,23,3
28,25,11,0.61,19,3
28,40,15,0.63,16,4
15,21.90909091,19,0.58,40,2
8,10,13,0.557,36,1
7,13,16,0.596,13,1
12,18,17,0.622,17,2
14,25,17,0.637,11,2
15,22,16,0.626,10,2
37,18.7012987,15,0.591,6,3
30,18.21266234,16,0.572,6,3
34,18.54599567,16,0.591,5,5
40,18.64599567,22,0.661,6,5
27,18.71059524,25,0.773,4,7
15,21,19,0.756,8,6
15,18,15,0.665,15,6
10,13,15,0.625,24,5
9,14,15,0.67,24,5
13,18.21423554,10,0.607,41,5
12,14,12,0.588,36,4
18,24,17,0.583,31,7
14,17,24,0.648,18,4
10,14,21,0.579,16,2
8,28,24,0.596,13,3
27,35,24,0.671,10,3
33,33,21,0.669,7,4
18,22,20,0.642,4,4
20,24,17,0.646,5,2
22,24,13,0.636,4,1
13,16,12,0.613,5,3
17,20.88888889,13,0.587,9,4
40,19.18888889,15,0.586,20,6
26,18.37070707,20,0.591,18,7
10,11,22,0.586,11,7
9,10,14,0.586,12,6
6,13,17,0.586,11,6
11,18,17,0.625,7,5
19,24,24,0.681,8,5
24,17.17133838,21,0.689,4,2
24,16.90792649,23,0.755,7,3
18,21,22,0.785,10,4
17,22,22,0.84,9,5
48,18.30792649,13,0.622,29,4
26,18.94429012,14,0.67,26,5
16,16,12,0.637,29,4
6,10,10,0.616,32,3
11,17,13,0.64,27,3
14,21,17,0.626,19,5
23,25,16,0.6,21,7
16,22,13,0.619,22,5
17,23,13,0.67,22,5
3,28,20,0.652,48,1
5,14,16,0.664,36,1
7,18,13,0.686,26,2
5,22,13,0.679,22,2
13,27,17,0.685,13,2
18,32,18,0.689,8,2
23,32,19,0.694,8,2
27,35,25,0.705,7,1
21,26.57142857,27,0.697,10,2
22,26.44642857,21,0.694,13,1
21,27.00223214,15,0.713,16,1
60,27.00251116,20,0.778,21,2
24,24.89140005,18,0.867,18,3
19,20,25,0.831,15,4
17,17,18,0.746,34,3
37,21.48250799,18,0.715,28,3
41,20.33786513,19,0.73,37,2
11,13,16,0.731,48,1
22,18.24652483,19,0.765,38,1
17.81818182,29,23,0.725,58,1
6,9,39,0.773,34,1
12,15,22,0.726,35,1
8,11,20,0.724,35,2
10,20,20,0.741,24,1
13,17,16,0.707,15,1
24,24,16,0.713,25,1
21,27,17,0.758,17,2
14,22,16,0.78,7,2
14,21,14,0.759,6,2
20,22,14,0.732,13,1
18,24,16,0.775,8,2
20,20.72727273,17,0.73,20,3
7,10,13,0.667,36,2
21,21,23,0.738,17,2
12,12,24,0.731,39,4
19,20,21,0.739,27,3
22,25,26,0.791,26,2
15,18.53246753,14,0.723,22,2
15,21,14,0.77,20,2
29,19.58874459,16,0.742,21,3
11,19.58874459,12,1.147,34,3
46,20.67285096,12,0.736,43,3
44,21.42285096,12,0.79,43,3
47,20.97570733,12,0.71,43,4
27,21.2811123,13,0.702,31,3
15,21,10,0.677,26,2
27,20.74265827,10,0.664,25,2
21,26,9,0.66,28,2
22,19.92779111,9,0.654,22,2
24,19.32525211,19,0.652,13,7
18,19.42768138,18,0.666,15,6
15,15,11,1.525,25,4
10,20.12939844,12,0.662,29,5
6,13,20,0.66,24,5
11,16,10,0.663,36,3
11,22,14,0.659,29,3
14,21,17,0.65,27,5
26,29,14,0.67,30,3
14,25,14,0.699,28,3
18,27,12,0.694,36,3
22,29,11,0.703,42,4
18,29,11,0.695,41,4
16,30,11,0.75,41,4
22,26,13,0.68,38,4
13,16,12,0.679,38,3
42,28.18181818,16,0.69,30,3
22,22,15,0.682,27,2
16,22,13,0.716,30,3
9,25,14,0.712,28,2
19,37,25,0.759,19,3
36,47,34,0.844,11,2
35,38,22,0.765,6,2
3,20,16,0.767,15,2
8,27,14,0.755,22,1
6,19,12,0.737,26,1
10,24,14,0.736,25,2
45,29.16666667,13,0.693,21,4
27,26.19444444,8,0.675,27,2
63,23.76587302,9,0.679,26,2
40,22.01587302,9,0.685,44,1
53,21.39285714,15,0.698,16,2
36,21.72619048,28,0.758,9,3
20,22.52619048,28,0.748,16,3
14,21,17,0.736,40,1
27.54545455,6,14,0.734,47,1
21,19.07345679,17,0.737,30,2
23,22,17,0.79,29,2
23,32,17,0.79,29,2
2,3,25,0.8,30,1
8,15.70734568,31,0.769,12,1
31,15.61643659,23,0.776,18,1
10,13,28,0.831,30,2
14,15,17,0.74,30,2
2,6,14,0.682,45,4
20,20,20,0.727,24,2
17,20,13,0.713,29,2
22,22,13,0.715,19,2
8,9,9,0.664,17,1
12,16.11111111,9,0.678,21,2
8,9,11,1.511,24,2
18,19.61111111,9,0.674,29,2
17,20.79292929,9,0.685,21,2
20,20,9,0.687,19,2
21,24,10,0.692,7,2
21,27,9,0.695,11,2
24,29,12,0.726,16,2
33,33,20,0.829,26,2
33,25.11327561,16,0.776,19,3
20,22,13,0.739,24,2
33,26.68554594,14,0.73,32,3
28,27.13313692,12,0.743,34,3
37,27.15532641,11,0.738,35,2
28,26.84788081,15,0.719,35,3
12,25.84788081,16,0.695,37,3
13,26.08372136,13,0.699,32,2
19,26.52816581,12,0.708,29,2
24,26.95961121,14,0.717,30,1
28,26.67478058,16,0.736,14,2
20,26,14,0.733,19,1
20,27,15,0.788,18,2
26,26,18,0.827,14,2
18,31,15,0.8,12,2
19,24,16,0.793,12,1
40,26.33407096,12,0.749,6,2
23,23,11,0.74,12,3
14,25,10,0.751,14,1
18,23,10,0.754,8,1
21,29,9,0.754,12,2
20,29,13,0.754,7,2
38,38,22,0.8,9,3
35,26.57142857,23,0.784,25,5
36,27.08163265,22,0.814,27,7
17,27.37900875,18,0.723,23,2
10,19,19,0.77,23,2
44,25.29029571,17,0.782,27,3
28,24.76033795,16,0.76,38,4
14,22.86895766,13,0.686,49,5
10,22.34003325,11,0.632,50,6
10,10,8,0.609,47,4
20,20.70993743,12,0.607,34,5
29,20.99565171,10,0.628,38,4
41,20.38213114,15,0.626,23,5
19,19.75667303,13,0.633,28,4
23,19.31206094,15,0.648,18,4
14,18.39455678,16,0.653,13,4
17,21,22,0.69,8,6
9,19.64900818,18,0.661,8,6
19,20.14944301,18,1.422,14,6
12,21.56924927,16,0.643,14,6
15,15,15,0.661,7,4
6,18,15,0.651,5,2
6,24,14,0.665,2,2
10,26,15,0.68,3,3
28,36,16,0.709,1,3
28,30,24,0.871,3,10
26,33,26,0.881,7,17
22,31.4,18,0.769,10,8
19,32.12727273,19,0.773,16,8
19,20,19,0.82,16,8
5,16,21,0.784,49,7
17,55,19,0.755,63,7
10,56,20,0.79,69,7
11,26,19,0.647,80,10
9,37,24,0.64,61,10
8,30,35,0.684,33,13
7,27,41,0.659,8,14
17,39,50,0.704,5,10
16,35,50,0.726,1,8
10,32,41,0.755,26.375,4
8,26,34,0.705,20.04166667,3
9,27,34,0.76,1,3
9,25,33,0.743,12.49074074,3
8,23,37,0.773,12.98971193,4
9,27,41,0.758,22,5
18,28,27,0.798,23,4
13,37,31,0.832,6,3
10,36,36,0.823,15.81005658,3
9,40,33,0.85,22.81005658,4
9,27,34,0.916,31.06098251,11
5,28,34,0.967,39.24373597,17
5,24,30,0.944,9,12
10,32,25,0.902,40,9
17,42,26,0.882,64,11
20,47,30,0.891,95,15
22,67,28,0.874,103,11
18,47,17,0.844,103,10
19,48,17,0.9,103,10
14,43,22,0.81,78,9
13,41,26,0.786,58,13
16,50,29,0.751,55,10
22,42,55,0.757,38,19
22,44,54,0.81,37,19
27,54,41,0.86,26,9
24,33,37,0.753,4,6
25,35,37,0.8,2,6
17,29,35,1.452,27,5
16,31,33,0.764,22.33333333,5
14,27,33,0.766,19.72222222,4
14,19,39,0.793,15.00793651,6
13,17,36,0.878,12.88293651,5
12,26,32,0.879,15.99404762,6
11,31,28,0.881,18.99404762,6
8,21,22,0.795,18.19345238,7
8,19,21,0.82,4,7
10,21,20,0.772,9,9
14,25,18,0.768,32,9
14,27,18,0.82,32,9
12,33,20,0.743272727,29.10795455,7.727272727
10,25,15,0.742,58,10
9,31,15,0.723,52,8
9,14,17,0.633,43,7
10,17,20,0.535,33,7
10,21,26,0.687,20,6
10,23,33,0.654,8,6
13,33,29,0.672,5,3
15,44,38,0.654,2,6
15,30,35,0.656,13.55555556,8
11,25,27,0.619,6,8
9,19,27,0.617,7.444444444,8
8,17,26,0.618,5.875,8
8,16,25,0.598,2,7
8,17,19,0.601,3,4
9,16,24,0.603,6.234375,5
9,22,20,0.623,6.505979938,3
9,19,17,0.644,7.505979938,3
10,29,16,0.698,9.374666807,3
11,21,24,0.733,5,11
11,31,22,0.766,7,8
11,25,16,0.754,16,5
11,26,16,0.79,16,6
10,21,14,0.89,28,4
10,15,12,1.95,40,5
10,18,9,0.67,49,4
9,18,11,0.63,41,5
8,12,13,0.58,36,6
10,28,22,0.62,18,9
10,28,22,0.62,18,9
9,38,22,0.66,16,6
10,39,30,0.62,2,10
9,25,29,0.56,1,9
9,30,29,0.54,1,9
10,31,17,0.52,4,5
7,22,13,0.54,2,4
8,21,13,0.56,1,5
7,16,12,0.56,1,5
8,12,12,0.54,2,4
9,17,12,0.54,1,5
8,16,11,0.54,1,4
7,21,11,0.55,1,4
7,21,12,0.56,1,4
10,24,18,0.61,1,6
7,30,14,0.569,5,7
7,16,10,0.474,20,5
8,20,10,0.46,27,4
7,18,10,0.593,34,6
5,7,8,0.544,36,4
6,9,8,0.531,39,3
7,17,9,0.528,36,4
7,15,7,0.496,31,3
8,19,12,0.495,23,3
8,23,10,0.485,21,3
7,34,16,0.441,17,6
8,45,15,0.471,11,8
7,21,13,0.461,10,6
8,30,19,0.586,3,5
9,25,15,0.554,4,4
11,16,14,0.565,8,4
11,17,14,0.61,1,4
10,15,12,1.777,6,3
10,18,17,0.51,3.818181818,5
8,16,14,0.498,4,4
6,16,10,0.503,2,3
7,15,14,0.501,2,4
10,31,16,0.574,1,4
11,32,17,0.62,1,4
8,8,12,0.586,12,4
9,23,11,0.577,24,5
11,17,11,0.531,30,5
13,23,10,0.61,44,4
11,15,9,0.54,44,3
10,24,10,0.529,45,4
8,14,9,0.507,39,3
8,24,10,0.472,36,4
8,25,13,0.465,30,7
7,29,13,0.452,25,8
7,29,10,0.451,23,5
9,32,15,0.448,10,6
11,29,17,0.502,9,5
10,25,25,0.546,13.9,4
10,27,25,0.59,1,4
10,26,27,0.63,1,5
9,17,28,0.694,7.1,5
10,16,28,0.681,1,5
9,16,22,0.548,3,5
8,13,16,0.49,2,4
7,11,15,0.482,3.61,4
8,16,20,0.519,5.155454545,4
9,26,20,0.599,2,5
8,32,24,0.657,9,9
6,11,18,0.591,3,11
7,14,16,0.567,7,9
8,13,13,0.544,18,6
10,17,12,0.575,39,4
9,23,13,0.528,47,4
9,15,11,0.51,53,4
7,13,8,0.47,50,5
7,25,17,0.466,42,8
7,22,13,0.446,35,7
7,19,15,0.438,25,7
8,18,11,0.422,22,4
12,27,14,0.398,16,5
14,26,19,0.394,10,5
14,29,21,0.447,3,5
10,11,18,0.421,4,5
9,18.22222222,18,0.419,5,6
9,18.42222222,20,0.449,2,5
9,9,14,1.7,3,4
7,18.33131313,13,0.455,1,3
7,10,14,0.5,1,3
5,15,14,0.552,4,3
6,21,25,0.586,5,3
6,25,24,0.538,8,6
6,19,23,0.608,4,12
6,18,21,0.572,3,13
7,13,15,0.571,8,5
8,12,14,0.542,19,5
11,20.54545455,12,0.516,38,5
13,17,15,0.553,55,5
12,17,19,0.526,68,4
11,32,21,0.495,52,5
9,25,12,0.47,45,4
8,27,16,0.51,36,5
8,18,15,0.454,30,4
10,22,20,0.434,14,6
13,19,31,0.44,6,5
16,32,36,0.468,2,6
16,21,32,0.457,17.5,5
11,25,33,0.403,12.72222222,10
9,20,24,0.408,9.222222222,7
7,8,24,0.428,3,5
6,14,25,0.429,6.382716049,5
6,12,22,0.445,4,4
6,14,13,0.44,2,3
6,9,11,0.45,1,2
5,17,12,0.468,3.511659808,2
7,27,17,0.53,2.889437586,3
8,21,23,0.603,2,10
7,26,29,0.546,8.581917945,16
9,20,28,0.312,3,16
9,21,28,1.54,1,16
10,25,24,0.571727273,3,10
13,18,19,0.52,36,2
13,18,19,0.52,36,2
11,16,17,0.4,22,2
11,16,20,0.43,14,3
11,15,22,0.42,6,3
10,14,18,0.43,1,3
11,14,15,0.45,1,2
11,19,17,0.45,1,2
11,27,17,0.53,1,4
14,23,15,0.437,54,6
12,19,19,1.371,44,9
12,18,15,0.347,68,7
9,10,11,0.28,66,6
9,20,12,0.301,63,6
9,15,11,0.287,57,3
8,11,15,0.279,42,4
8,41,17,0.284,35,4
9,32,15,0.247,31,4
8,38,19,0.213,23,8
8,25,18,0.2,23,7
8,16,12,0.194,23,5
4,13,12,0.197,19,5
3,16,12,0.221,16,6
2,15,15,0.241,6,5
3,10,11,0.246,9,4
3,12,10,0.252,8,3
3,10,11,0.272,5,3
4,13,9,0.285,8,2
6,28,15,0.346,4,4
5,24,17,0.361,9,8
4,19,15,0.385,17,6
5,12,9,0.28,48,4
4,18,10,0.29,45,5
4,53,11,0.37,33,3
5,24,15,0.31,33,5
5,24,15,0.31,24,4
5,24,15,0.31,24,4
5,16,15,0.35,18,4
5,16,15,0.35,18,4
5,14,15,0.35,22,4
5,19,12,0.36,21,4
5,18,11,0.36,14,3
5,33,16,0.38,15,5
5,33,16,0.38,15,5
5,25,12,0.39,37,4
5,26,13,0.401,31,2
5,24,16,0.39,28,3
5,15,19,0.39,27,3
4,17,27,0.464,26,2
3,37,31,0.494,18,2
2,17,27,0.453,21,2
3,24,24,0.487,20,2
3,31,19,0.456,19,2
3,32,25,0.562,8,2
3,25,17,0.481,17,2
4,20,14,0.422,24,2
5,20,13,0.399,23,2
5,22,15,0.459,14,2
4,26,21,0.457,9,3
5,21,14,0.46,24,2
4,32,22,0.485,10,3
7,30,31,0.503,6,4
7,25,29,0.499,9,3
7,23,22,0.464,12,3
7,25,22,0.51,10,3
7,40,50,0.552,10,10
10,38,72,0.633,4,15
8,17,43,0.509,19,5
9,23,45,0.531,29,6
9,19,29,0.547,43,4
8,18,30,0.539,63,6
6,19,34,0.523,63,9
6,10,19,0.487,86,4
8,30,27,0.508,74,3
9,22,33,0.525,66,4
10,26,25,0.475,64,4
9,23,18,0.48,70,4
8,24,28,0.539,44,6
8,30,24,0.558,29,5
8,30,26,0.568,24,7
8,26,20,0.542,26,6
8,24,17,0.566,22,5
11,27,16,0.558,12,4
15,35,20,0.556,6,4
15,37,20,0.6,6,4
39,87,73,0.86,3,7
46,88,64,0.887,7,6
53,85,47,0.879,19,6
53,87,48,0.93,19,6
67,113,49,1.011,80,12
50,77,25,0.893,122,11
50,53,8,0.8,113,7
54,78,8,2.27,111,7
55,78,9,0.733,118,7
71,97,19,0.857,152,10
69,106,15,0.83,170,10
69,107,15,0.88,170,10
58,97,16,0.812,222,16
58,96,12,0.782,207,13
54,97,12,0.725,192,11
28,55,12,0.52,89,5
22,29,7,0.443,85,3
18,23,6,0.423,82,2
16,17,7,0.415,73,2
17,18,7,0.45,73,2
12,33.55555556,5,0.402,66,2
12,26.85555556,5,0.411,67,3
10,23.94646465,5,0.413,67,3
11,20,6,0.419,61,4
12,21,7,0.431,55,5
13,22,7,0.48,57,5
14,30,11,0.514,49,5
14,23,11,0.537,54,5
10,10,7,0.464,63,4
11,13,5,0.454,74,4
13,22,6,0.462,74,3
13,19,6,0.5,75,3
15,26,10,0.502,77,4
13,20,8,0.493,69,4
14,23,6,0.474,71,4
15,35,7,0.477,83,5
15,36,12,0.506,88,5
13,37,14,0.489,78,5
14,37,15,0.477,80,8
15,39,8,0.484,88,5
18,45,7,0.505,86,4
16,41,8,0.522,84,4
14,28,7,0.529,80,3
12,32,9,0.525,76,6
10,16,6,0.501,73,3
12,18,5,0.49,72,3
12,15,5,0.473,67,3
14,16,6,0.469,63,3
14,19,6,0.462,60,4
12,23,6,0.464,57,4
12,30,6,0.478,52,3
11,33,7,0.503,48,2
11,23,7,0.521,53,3
