PM25,PM10,NO2,CO,O3,SO2
12,32.5,97,3.381,15,19
25,35.41666667,74,2.021,49,10
27,38.65277778,60,1.418,48,6
31,40.42824074,65,1.338,47,6
37,39.83294753,46,1.262,50,4
44,39.13843879,47,1.246,48,4
50,34.28129593,50,1.266,48,4
50,35.21879593,50,1.36,47,4
63,34.50583297,45,1.279,50,4
62,36.44055519,45,1.3,50,5
10,38.03798785,44,1.329,53,5
10,14,44,1.42,53,6
32,40,52,1.361,86,25
22,29,21,1.256,101,11
24,58,19,1.205,110,8
31,58,32,1.149,126,15
36,96,29,1.11,119,14
45,63,12,1.09,128,11
50,86,16,1.068,127,10
50,85,16,1.16,128,10
48,95,17,1.01,144,11
49,88,54,1.022,142,20
51,83,72,1.03,135,29
44,95,62,0.978,127,33
23,23,83,0.849,56,40
18,56.44444444,70,0.864,59,28
12,53.27160494,43,0.843,64,18
12,17,44,0.93,65,18
9,13,51,4.162,62,22
9,9,15,0.847,73,6
10,25.47160494,50,0.846,59,22
10,25.01705948,51,0.865,57,25
10,18,40,0.851,63,18
10,18,39,0.94,63,18
12,24,2,0.861,75,7
14,23,41,0.877,64,20
13,18,40,0.89,62,18
11,19.72882359,39,0.849,67,17
11,14,36,0.845,71,15
11,11,37,0.93,72,16
10,18,1,0.726,87,5
11,23,1,0.717,81,6
13,25,2,0.746,85,6
13,26,4,0.753,82,6
32,45,7,0.99,86,7
32,45,7,0.99,86,7
47,49,2,1.06,92,6
48,35.5,16,1.12,83,7
49,37.58333333,6,1.15,90,5
52,39.86904762,5,1.17,90,6
49,41.24404762,1,1.18,95,4
42,39.79960317,7,1.18,87,7
45,38.29960317,31,1.21,79,16
37,36.29960317,58,1.22,59,40
30,41,53,1.17,59,40
27,37,34,1.14,64,27
23,32,37,1.11,60,26
21,30,37,1.11,58,24
19,27,22,1.1,61,19
19,24,45,1.1,53,41
18,27,35,1.11,58,30
16,22,10,1.064,71,9
18,38,9,1.081,75,10
18,25,6,1.076,81,7
22,24,4,1.092,94,7
25,34,11.45454545,1.112,105,6
26,45,4,1.131,106,5
25,59,2,1.133,106,5
26,42,3,1.142,104,5
25,57,5,1.132,102,7
25,52,3,1.111,107,6
28,50,6,1.106,113,5
28,49,7,1.1,107,9
27,44,3,1.078,107,8
25,41,5,1.072,101,7
23,31,1,1.058,92,6
21,33,3,4.374,83,5
22,38,23,1.064,78,11
24,40,53,1.093,66,13
23,39,38,1.09,71,16
18,28,24,1.057,74,8
15,16,21,1.032,74,9
12,47.81818182,28,0.972,62,10
12,15,29,0.982,61,10
13,63,21,0.992,64,9
14,114,11,0.998,70,7
17,62,20,1.003,68,7
18,78,10,1.018,76,4
15,21,3,1.001,84,4
16,30,1,0.998,88,5
15,58,4,0.993,88,4
14,43,3,0.988,90,5
14,43,5,0.992,92,5
14,49,4,0.999,93,5
14,40,16,1.007,82,4
15,36,10,0.998,84,4
16,39,8,0.993,87,5
17,44,8,0.995,85,5
18,40,5,1.006,84,5
18,46,10,1.025,80,8
18,24,24,1.033,75,7
23,25,30,1.033,78,12
24,40,38,1.004,75,16
22,44,55,0.993,64,30
23,45,37,0.996,71,21
26,48,13,1.018,83,12
27,47,20,1.028,77,14
29,54,41,1.052,70,17
31,70,57,1.087,62,34
35,131,24,1.117,83,14
35,130,23,1.2,85,14
35,118,32,1.165,91,16
33,72,4,1.146,118,5
36,65,18,1.191,125,12
31,86,21,1.131,122,7
31,90,11,1.132,123,5
29,77,24,1.124,117,17
26,41,32,1.087,102,10
26,63,27,1.085,91,6
26,82,16,1.061,96,6
27,85,16,1.089,86,5
30,129,16,1.076,85,5
29,79,9,1.044,95,5
30,47,1,1.037,105,5
32,58,16,4.36,91,7
32,58,15,1.359454545,91,7
34,56,36,1.054,77,16
35,54,60,1.049,69,25
38,68,48,1.06,74,20
38,66,26,1.058,80,12
39,94,32,1.066,80,12
43,103,51,1.149,69,20
47,152,86,1.272,69,39
51,99,60,1.187,100,23
54,101.8,8,1.14,132,6
54,104.1636364,14,1.181,144,6
49,99,12,1.15,146,7
49,98,12,1.24,146,7
40,129,16,1.125,120,6
45,110,37,3.394,100,5
40,94,52,1.016,78,9
28,51,19,0.946,88,5
31,52,25,0.961,85,6
34,56,37,0.982,72,7
35,99,67,1.01,55,6
36,65,78,1.027,50,7
41,97,46,1.057,72,6
42,45,22,1.045,94,9
37,45,20,1.031,89,6
30,36,8,0.958,95,5
26,41,2,0.938,83,5
26,41,2,1.03,83,3
35,63.4,11.5,0.965,100,5
35,41,7.590909091,0.956,102,4
33,60,1,0.94,97,4
31,77,3,0.929,98,4
39,151,5,1.004,105,4
45,88.44,6,1.078,116,5
47,93.07636364,3,1.1,121,6
47,148,3,1.107,131,6
43,106,4,1.083,128,5
41,73,7,1.079,130,5
40,124,7,1.068,126,5
37,92,8,1.053,115,5
39,111,14,1.075,116,6
29,82,6,1.014,97,5
27,40,7,0.984,89,4
26,41,3,0.988,89,4
26,57,11,1.011,77,5
28,54,26,1.033,66,3
30,30,24,1.027,65,4
32,45.54545455,7,1.016,81,4
29,31,1,4.122,82,3
25,31,2,0.96,79,4
22,32,3,0.934,78,4
25,36,2,0.965,74,4
30,67,4,1.032,70,5
27,72,12,1.003,65,4
23,52,10,0.989,65,5
24,48,13,0.985,68,4
19,21,20,0.991,66,4
16,27,21,0.964,67,3
21,51.2,8,0.927,71,3
33,49.62,4,0.909,78,3
38,52,5,0.956,83,3
43,49,2,0.981,98,4
47,61,6,0.995,101,4
43,63,27,1.002,78,4
41,53.782,20,0.965,75,3
41,57.85472727,16,0.945,76,4
44,48,24,0.968,66,4
47,52,30,1.038,61,4
50,54,38,1.074,65,3
15,58,26,1.146,88,5
37,96,11,1.239,108,10
47,96,16,1.284,107,10
40,59,6,1.232,113,7
40,78,5,1.182,104,6
36,72,12,1.201,91,7
33,73,5,1.127,88,6
30,31,1,1.16,98,5
29,68,3,1.094,91,4
23,54,17,1.05,79,5
26,54,32,1.116,73,4
26,60,43,1.161,70,5
29,82,41,1.19,69,7
29,81,41,1.28,70,7
37,66,28,1.207,91,8
35,89,71,1.186,68,47
30,63,53,1.173,81,35
31,41,18,1.12,100,7
29,49,10,1.058,95,5
22,47,11,1.025,85,4
18,52,13,0.977,71,4
17,45,13,1.06,71,4
15,36,23,0.976,62,3
15,31,29,0.956,53,4
14,27,26,0.951,52,4
15,23,29,0.952,52,4
13,28.36363636,21,0.936,52,4
14,20,10,4.098,58,4
15,25,24,0.97,56,3
13,14,11,0.923,60,4
13,13,11,1.01,60,3
11,26,1,0.905,63,3
