PM25,PM10,NO2,CO,O3,SO2
16,32,22,0.708,86,8
14,32,23,0.7,86,9
20,40,23,0.71,75,8
23,44,32,0.726,64,7
23,31,38,0.716,57,7
20,26,35,0.713,53,6
16,18,34,0.721,52,7
20,22,42,0.737,39,7
22,32,39,0.756,37,8
12,15,27,0.676,48,7
15,24,27,0.726,42,7
16,25,27,0.717,38,8
13,19,20,0.637,48,7
12,13,17,0.613,49,7
13,13,17,0.626,47,7
11,15,16,0.619,46,9
12,15,16,0.634,43,10
15,17,22,0.657,34,11
10,12,19,0.64,39,11
10,16,24,0.661,38,11
13,20,27,0.704,35,9
17,26,33,0.753,36,8
18,27,36,0.763,36,8
23,32,35,0.769,44,8
27,29,31,0.742,64,9
37,43,39,0.778,66,9
40,52,46,0.796,61,10
33,42,41,0.788,61,8
35,54,49,0.844,45,10
40,54,56,0.894,34,10
47,65,74,0.99,21,9
47,65,76,1,13,10
41,53,65,0.992,16,8
48,54,60,0.98,16,9
39,43,46,0.886,30,10
19,41.27272727,12,0.48,61,9
18,19,18,4.447,36,9
17,17,18,9.634,43.1,10
20,23,19,0.671,47.28181818,20.72727273
22,27,20,0.7,69,149
24,34,21,0.711,67,6
31,38,24,0.713,66,6
33,46,32,0.742,57,6
35,53,34,0.725,59,6
29,55,30,0.708,69,10
25,49,28,0.672,70,9
25,37,29,0.732,66,8
26,36,40,0.788,57,8
27,44,42,0.851,56,9
28,39,40,0.808,64,10
29,41,42,0.803,55,10
25,38,45,0.839,53,9
28,46,50,0.881,48,11
37,60,62,0.939,31,10
54,71,64,0.96,26,12
48,53,50,0.889,32,10
42,50.18181818,39,0.874,37,10
43,49,42,0.865,27,10
40,51,42,0.974,23,9
38,48,35,0.892,24,9
41,44,34,0.899,23,10
44,51,32,0.908,18,9
41,47,34,0.853,19,13
43,49,41,0.878,15,10
43,55,49,0.959,12,10
48,48,44,0.903,24,10
41,54,54,1.006,22,12
37,56,41,0.878,41,15
34,66,46,0.872,59,13
39,74,51,0.891,73,10
44,82,55,0.909,85,11
22,48,46,0.775,59,10
16,33,37,0.711,63,10
18,41,51,0.743,52,10
20,38,49,0.783,49,9
14,33,62,0.859,36,8
16,34,65,0.896,29,9
20,37,59,0.903,29,8
21,37,47,0.907,40,8
6,6,16,0.624,76,7
7,30.83333333,15,0.584,76,7
6,29.63888889,14,0.578,74,8
7,29.0787037,13,0.396,65,8
10,27.0787037,19,4.473,39,8
9,25.9537037,21,9.556,55.6,8
11,24.50925926,27,0.604,54.78181818,20.27272727
13,26.10925926,23,0.618,57,151
22,26.30622896,26,0.646,49,6
18,20,33,0.666,47,6
18,28,53,0.731,33,6
15,24,58,0.728,31,8
13,22,56,0.715,35,9
18,33,75,0.796,21,8
19,28,71,0.826,29,10
11,27,72,0.82,29,11
15,17,49,0.81,49,8
8,17,49,0.8,50,8
8,17,49,0.8,50,8
19,33,56,0.742,42,11
16,31,54,0.783,44,9
17,24,53,0.803,42,10
20,29,44,0.814,48,10
26,36,49,0.831,37,10
23,37,47,0.811,48,8
23,27,31,0.719,62,7
22,25.81818182,35,0.709,54,8
16,19,31,0.687,55,9
13,16,28,0.678,59,8
13,16,21,0.641,61,8
16,22,21,0.673,52,7
21,27,19,0.724,55,9
15,24,21,0.639,60,10
9,13,22,0.593,64,10
12,24,30,0.65,56,12
7,12,19,0.577,77,10
8,25,18,0.582,84,8
8,31,15,0.573,88,8
9,34,15,0.569,81,8
10,27,20,0.567,71,7
13,40,29,0.589,55,8
10,20,23,0.553,55,7
10,24,32,0.564,45,7
12,26,37,0.592,39,7
10,18,39,0.586,42,7
12,21,38,0.583,43,7
17,36,45,0.628,34,8
16,29,51,0.629,38,10
19,59,46,0.645,35,10
16,49,42,0.651,30,9
18,46,38,0.66,17,8
16,33,30,0.655,10,7
18,37,26,0.653,9,8
25,42,25,0.735,7,8
23,52,36,0.797,5,10
29,46,33,0.894,4,10
29,46,32,0.861,5,10
17,41,31,0.662,20,10
16,37,37,0.663,17,10
6,21,17,0.562,69,7
9,34.6,29,0.604,61,7
16,32.86,28,0.656,58,8
17,25,36,0.698,55,8
18,24,59,0.806,32,7
9,27,41,0.737,40,7
5,27,42,0.73,40,7
8,25.046,24,0.579,70,6
17,24.17327273,30,0.654,58,7
10,18,36,0.639,61,7
9,9,32,0.644,58,7
19,28,68,0.857,26,7
25,25,79,0.898,15,7
21,25,80,0.857,16,7
21,22.45332468,57,0.793,23,7
26,28,69,0.893,10,8
31,22.90888745,62,0.885,10,8
49,25.33745887,52,0.854,8,9
41,26.21245887,45,0.848,12,8
31,27.76801443,32,0.764,22,8
22,29.36801443,22,0.697,33,9
22,31.41771219,24,0.699,28,8
26,26,28,0.73,28,9
22,35,24,0.739,34,8
16,39,31,0.789,35,9
13,41,38,0.791,44,11
17,45,47,0.802,50,10
22,54,44,0.795,70,10
25,53,45,0.79,70,10
22,56,53,0.794,78,9
53,113,62,0.916,109,9
61,93,67,0.92,97,10
47,79,72,0.899,94,11
42,95,71,0.922,77,10
40,82,70,0.992,61,9
38,83,80,1.061,29,10
33,86,105,1.106,4,18
35,72,80,0.96,6,16
40,73,65,0.957,4,13
39,72,63,0.959,3,14
34,62,26,0.653,2,11
35,65,49,4.691,8,10
36,62,47,9.855,4.5,10
37,66,46,1.021,5.045454545,23.54545455
43,66,43,1.085,3,161
48,71,43,1.148,3,6
42,72,41,1.175,5,6
37,74,52,1.141,7,6
29,49,58,1.028,10,6
26,56,59,1.005,14,6
21,36,52,0.901,22,6
17,36,47,0.83,29,6
14,48,38,0.796,31,6
13,34,30,0.736,31,8
13,24,17,0.649,115,8
8,24,18,0.64,34,8
14,24,21,0.641,28,7
16,38,29,0.691,23,7
15,38,53,0.711,9,10
14,48,60,0.685,4,11
16,53,58,0.735,4,10
15,53,54,0.728,4,9
14,52,49,0.721,4,8
13,46,43,0.679,5,8
12,33,38,0.659,7,7
12,34,33,0.622,8,7
13,28,32,0.625,9,7
13,32,37,0.733,8,8
15,31,35,0.777,13,9
12,31,24,0.654,14,7
13,42,35,0.69,6,8
12,44,36,0.763,8,7
12,29,27,0.723,17,7
15,32,24,0.681,21,7
15,26,20,0.659,28,7
17,43,21,0.677,28,7
15,29,18,0.646,33,7
14,32,15,0.609,32,7
14,36,16,0.605,29,7
14,33,18,0.605,27,7
14,33,20,0.608,26,7
18,43,23,0.628,22,7
18,45,28,0.669,18,7
16,50,35,0.665,12,7
15,50,38,0.688,8,7
14,51,34,0.661,10,7
14,42,32,0.66,13,7
16,41,21,0.626,18,7
16,39,9,0.439,20,7
17,33,17,4.533,18,7
19,36,21,9.676,14.8,8
20,39,18,0.764,15.52727273,20.45454545
23,42,22,0.856,21,158
19,40,27,0.716,17,6
20,46,34,0.715,12,6
18,54,39,0.769,11,6
19,51,38,0.737,16,6
23,52,33,0.721,26,9
25,62,27,0.704,33,8
27,63,28,0.743,41,8
24,54,25,0.728,52,9
23,52,20,0.671,55,8
21,44,17,0.643,52,7
18,43,18,0.64,52,7
24,54,22,0.646,37,7
24,48,29,0.668,28,8
26,47,33,0.702,23,7
25,57,35,0.698,17,7
24,57,44,0.7,10,8
20,60,43,0.675,9,8
18,48,34,0.652,13,7
18,52,44,0.687,7,8
16,46,44,0.69,7,8
17,52,42,0.687,3,8
19,43,42,0.735,3,8
27,48,41,0.914,5,9
32,53,35,0.901,6,8
34,65,34,0.924,6,12
38,71,35,0.974,8,12
53,86,52,0.954,15,11
34,61,48,0.782,19,10
25,60,48,0.78,19,10
18,46,34,0.733,30,8
16,46,25,0.7,40,7
18,49,26,0.71,36,7
17,24,29,0.689,35,8
14,15,33,0.698,31,8
18,43,36,0.701,30,8
19,39,34,0.711,33,7
24,52,60,0.833,17,8
23,69,70,0.899,7,8
31,71,74,0.962,6,8
37,89,74,1.089,8,11
41,93,70,1.086,7,15
45,80,62,1.01,7,10
36,76,56,0.968,6,13
29,55,23,0.642,5,13
27,63,47,1.767818182,11,12
22,29,31,9.621,10.44444444,9
11,53,15,0.638,11.74444444,11.33333333
9,12,16,0.63,13.01717172,10.83333333
8,16,14,0.62,31,10.65151515
2,34,22.45454545,2.18,1,14
15,29.125,29,0.767,18,8
13,23.90277778,23,0.674,21,8
12,23.10277778,22,0.612,21,10
11,20.83005051,13,0.567,28,8
7,10,14,0.56,28,8
11,16,24,0.56,21,9
11,16,24,0.56,21,9
16,21,27,0.59,18,8
16,28,34,0.62,13,8
13,18,20,0.54,55,7
21,20.14285714,36,0.649,37,7
18,22.76785714,36,0.658,32,7
21,25.54563492,32,0.678,24,7
27,28.14563492,25,0.694,21,180
25,31.3274531,10,1.436,128,9
10,32,43,1.889,129,8
12,31,43,0.738,3,9
15,41,44,0.76,2,10
17,42,48,0.786,2,9
20,56,40,0.851,2,9
25,65,39,0.886,8,10
20,66,52,0.927,17,12
13,64,36,0.74,20,9
8,9,20,0.564,22,8
5,3,20,0.56,22,8
9,17,14,0.538,26,8
10,13,22,0.531,23,7
10,36,29,0.558,14,8
9,21,33,0.574,14,8
12,22,26,0.53,18,8
12,22,26,0.53,18,8
12,39,35,0.67,9,7
19,45,41,0.697,6,7
13,40,37,0.664,4,7
16,37,32,0.642,3,7
27,34,41,0.839,8,8
32,62,46,0.956,7,9
34,76,36,0.992,7,8
26,56,38,0.905,6,8
32,58,39,0.92,7,8
38,58,38,0.895,6,8
35,48,41,0.833,6,9
26,47,34,0.783,6,7
22,44,31,0.836,6,13
22,49,31,0.951,9,16
18,42,35,0.863,14,15
12,30,26,0.62,19,10
17,57,40,0.741,20,10
19,56,40,0.74,21,10
12,26,20,0.627,41,8
11,23,22,0.564,37,9
11,20,21,0.541,41,8
12,19,22,0.528,34,7
13,31,29,0.552,23,7
15,43,47,0.639,12,8
14,46,51,0.678,8,9
20,46,52,0.67,8,9
11,24,31,0.57,25,8
14,32.375,36,0.69,43,10
11,34.046875,30,0.505,50,7
16,22,31,0.5,51,7
20,28,27,0.46,59,7
34,39.71354167,87,0.779,11,12
38,41.01354167,86,0.772,7,8
37,45.10445076,86,0.739,2,11
40,48,79,0.743,2,9
44,61,76,0.785,2,9
40,62,73,0.778,2,12
42,59,69,0.81,2,11
47,69,69,0.87,2,14
46,69,60,0.853,2,14
43,61,56,0.808,2,10
42,60,56,0.84,2,9
38,52,50,0.862,2,12
38,61,48,0.847,4,12
39,74,54,0.935,9,13
33,64,64,0.77,13,13
26,63,73,0.645,16,11
10,13,54,0.367,18,9
4,13,54,0.36,19,10
9,9,24,0.262,47,8
9,31,28,0.251,42,9
3,31,28,0.24,43,9
4,33,29,0.22,35,10
2,27.6,41.18181818,0.86,21,10
11,29.50909091,54,0.511,8,10
11,31,54,0.52,5,10
10,40,44,0.427,6,8
10,39,42,0.424,5,8
9,36,42,0.396,4,8
9,34,40,0.368,5,7
8,26,30,0.313,12,7
7,18,21,0.277,18,7
7,20,20,0.265,19,8
7,16,18,0.295,21,7
9,17,24,0.572,20,8
8,19,27,0.335,19,8
8,17,32,0.297,17,9
8,46,42,0.339,9,8
8,46,38,0.356,13,8
8,37,29,0.313,23,8
7,40,21,0.272,32,7
8,32,20,0.266,33,7
18,31,21,0.26,33,7
7,38,17,0.25,39,7
6,35,18,0.238,35,7
5,36,20,0.232,33,7
7,41,26,0.247,27,7
13,46,33,0.274,20,7
11,25,24,0.259,71,7
11,44,17,0.28,76,6
21,30,30,0.369,54,8
37,50,48,0.455,34,9
39,54,47,0.514,19,8
32,64,60,0.612,9,9
29,65,62,0.642,5,9
43,67,58,0.647,5,9
45,69,59,0.668,2,9
43,71,59,0.641,2,10
45,73,55,0.65,2,10
45,75,51,0.609,2,10
36,73,47,0.596,6,10
20,43,45,0.507,14,8
27,57,48,0.696,3,8
23,46,51,0.622,6,7
29,47.09090909,59,0.581,9.75,60
23,30,55,0.487,11.30555556,5
5,24,56,0.48,12.70555556,5
5,24,56,0.48,13.16010101,5
12,35,54,0.42,22,4
22,38,51,0.46,23,4
26,47,66,0.586,16,5
27,47,67,0.543,16,5
41,70,75,0.628,11,6
49,84,77,0.704,4,6
57,85,76,0.776,1,6
56,90,75,0.77,4,8
51,79,64,0.728,2,7
43,66,54,0.712,1,6
24,48,55,0.52,2,6
10,11,27,0.251,21,5
15,47,31,0.283,11,5
16,23,27,0.336,10,4
16,21,23,0.335,10,4
18,27,18,0.342,11,4
17,24,15,0.346,8,3
18,43,15,0.494,9,3
22,48,27,0.461,18,5
22,54,32,0.461,23,5
19,53,37,0.386,28,6
20,54,38,0.381,42,5
21,56,34,0.388,59,5
13,28,29,0.308,46,4
10,19,22,0.246,45,4
11,18,25,0.242,43,5
11,27,24,0.245,43,5
12,32,24,0.256,42,4
12,38,23,0.256,32,4
14,42,40,0.342,12,4
14,41,44,0.336,2,4
13,44,39,0.309,2,3
17,55,38,0.419,22.16666667,4
23,66,38,0.498,18.69444444,5
22,45,37,0.406,13.26587302,6
21,41,30,0.356,10.51587302,4
21,39,23,0.36,10.62698413,3
26,47,23,0.429,13.72698413,4
33,53,23,0.554,17.45425685,4
28,47,27,0.456,4,4
11,37,20,0.267,10,3
10,21,13,0.353,13,3
15,19,15,0.326,33,5
13,46,13,0.28,43,5
13,29,21,0.287,39,5
11,20,18,0.231,40,4
11,30,18,0.243,54,4
13,31,15,0.248,79,4
11,27,17,0.255,78,5
10,29,15,0.228,84,4
10,23,17,0.213,68,4
9,28,19,0.214,54,4
10,35,23,0.239,40,4
12,33,32,0.272,16,6
12,39,40,0.324,5,9
9,44,32,0.288,11,4
7,41,32,0.277,10,3
8,37,35,0.308,7,4
9,33,29,0.289,9,3
9,27,23,0.27,13,3
8,25,29,0.322,6,4
9,26,27,0.309,5,4
12,24,26,0.299,10.44444444,5
10,27,23,0.263,12.34444444,4
10,26,18,0.267,16.07171717,3
11,36,14,0.298,5,3
11,32,22,0.323,15,4
10,17,16,0.264,24,4
9,19,20,0.239,29,5
11,27,17,0.218,48,4
12,26,18,0.21,48,4
21,49,18,0.303,122,5
21,40,16,0.26,142,5
17,40,17,0.25,142,5
38,77,31,0.367,190,8
35,94,35,0.576,179,8
32,98,45,0.601,137,8
24,95,64,0.71,54,12
26,88,68,0.778,27,12
30,91,72,0.855,6,8
41,82,52,0.745,33,6
47,66,76,0.809,24,6
43,66,73,0.81,25,6
17,55,47,0.809,21.375,8
17,63,43,0.772,15.70833333,7
21,61,40,0.786,14.50833333,5
26,58,40,0.855,16.78106061,6
25,57,41,0.891,1,9
28,46,50,0.86,1,15
36,70,53,0.797,3,18
40,70,51,0.817,15,16
54,92,62,0.826,31,22
40,130,69,0.916,67,24
41.6,135,73,2.4,107,29
44.32727273,116,55,9.211,172,27
60,83,36,0.674,210,23
48,67,23,0.635,219,16
43,72,17,0.61,213,13
42,71,18,0.61,213,13
55,114,27,0.698,256,13
66,146,43,0.79,244,11
39,124,54,0.822,119,8
27,70,47,0.7,67,6
26,58,48,0.7,68,6
26,26,48,0.64,63,5
29,72,51,0.668,30,5
27,72,52,0.66,30,5
23,85,66,0.764,1,8
19,60,53,0.802,27.1,8
21,56,52,0.825,23.00909091,8
19,34,43,0.659,3,8
34,57,45,0.756,2,9
28,49,42,0.689,1,9
22,53,37,0.649,6,9
18,44,26,0.592,22,9
21,44,27,0.58,40,9
25,47,21,0.568,76,8
26,36,19,0.545,121,7
24,36,20,0.54,122,7
22,52.18181818,24.45454545,0.577454545,83.81818182,6.727272727
22,35,13,0.508,144,5
22,92,19,0.576,136,5
19,70,22,0.578,115,5
20,59,28,0.579,85,5
26,58,37,0.637,55,5
24,70,48,0.62,29,5
22,68,52,0.624,10,5
18,60,46,0.592,9,5
14,42,40,0.541,11,5
12,42,38,0.563,11,4
11,41,33,0.55,13,5
11,23,23,0.522,21,4
12,25,14,0.508,30,3
14,29,18,0.569,28,3
17,35,18,0.649,31,4
18,34,18,0.571,37,4
18,37,20,0.561,36,4
18,45,30,0.588,25,4
19,41,25,0.656,35,5
20,39,26,0.773,42,5
23,48,27,0.763,51,5
22,48,28,0.76,51,6
26,55,22,0.684,92,6
20,52,20,0.572,86,5
15,23,17,0.494,69,5
13,23,18,0.49,70,5
11,16,18,0.46,55,5
15,52,23,0.485,43,4
17,54,31,0.547,30,5
17,60,40,0.582,17,4
14,74,40,0.577,14,4
13,50,39,0.575,14,4
12,42,41,0.566,8,4
12,37,39,0.555,10,5
10,37,39,0.55,10,5
16,49,43,0.592,5,5
12,33,36,0.543,8,6
12,31,28,0.598,15,5
15,38,26,0.669,17,4
17,40,25,0.745,18,4
12,31,21,0.542,21,3
10,31,22,0.54,22,4
13,41,25,0.6,21,4
14,41,20,0.57,32,4
16,51,19,0.549,40,4
23,38,17,0.54,55,4
25,46,18,0.566,66,4
19,38,18,0.54,70,5
16,24,13,0.505,73,4
16,17,15,0.496,70,4
16,26,20,0.503,68,4
18,43,33,0.524,51,6
19,68,38,0.554,45,6
19,56,39,0.556,33,5
21,64,46,0.592,16,5
20,65,50,0.618,6,5
18,62,51,0.602,6,4
15,42,37,0.566,16,4
14,31,34,0.536,14,5
12,31,35,0.53,15,5
12,41,33,0.548,7,3
12,39,29,0.544,8,3
14,36,24,0.539,10,3
18,43,26,0.581,7,3
26,55,31,0.705,5,6
29,67,33,0.802,8,8
27,67,34,0.8,8,8
14,18,17,0.523,36,4
17,39,21,0.528,39,4
17,36,19,0.529,55,5
15,15,15,0.498,66,4
14,24,19,0.482,64,6
13,24,21,0.469,62,9
11,24,22,0.47,63,9
11,38,24,0.48,67,9
10,21,8,0.481,71,5
10,41,8,0.485,93,5
11,47,11,0.52,102,4
12,56,15,0.531,89,5
13,53,16,0.537,82,5
14,47,21,0.557,65,4
17,37,27,0.573,42,4
16,48,27,0.555,21,4
16,45,28,0.564,15,4
12,46,28,0.544,12,3
11,30,25,0.531,13,4
9,36,19,0.51,17,3
7,28,21,0.509,14,364
6,20,9,0.493,17,36.54545455
6,18,40,0.495,19,4
5,17,41,0.49,20,4
6,11,13,0.494,24.36363636,4
7,15,13,0.479,21,4
6,22,11,0.486,22,4
6,17,11,0.511,28,4
8,13,9,0.531,40,5
10,11,7,0.508,57,4
11,18,5,0.498,70,4
12,22,5,0.529,85,4
12,26,4,0.5,98,3
12,30,5,0.502,112,4
13,53,7,0.523,118,4
13,57,12,0.54,106,5
13.72727273,61,16,0.57,88,4
15,45,18,0.587,70,4
17,44,30,0.605,38,3
16,41,36,0.573,21,4
17,42,39,0.594,14,4
13,40,30,0.557,20,4
9,42,29,0.532,17,5
8,36,24,0.527,18,5
7,20,15,0.509,25,4
8,20,12,0.494,27,4
9,23,10,0.558,30,4
11,23,12,0.677,29,4
13,26,13,0.666,26,4
10,25,13,0.517,25,4
9,31,22,0.539,17,4
10,41,29,0.602,11,6
14,52,31,0.637,11,5
16,63,32,0.637,13,6
16,56,25,0.648,24,5
22,59,20,0.662,54,4
31,57,32,0.77,63,4
36,72,42,0.816,65,4
34,79,43,0.83,97,5
23,54,30,0.661,87,5
20,56,31,0.64,68,4
18,91,25,0.567,87,3
21,26,29,0.606,82,2
24,45,36,0.68,54,3
32,54,46,0.786,31,3
36,67,48,0.831,26,6
42,79,53,0.876,17,8
46,71,57,0.911,8,6
46,69,50,0.922,6,8
39,60,39,0.912,11,7
38,56,40,0.921,8,5
39,60,35,0.934,4,4
44,65,38,0.944,4,5
42,60,34,0.941,4,4
40,68,30,1.013,11,5
58,111,55,1.202,30,8
73,140,68,1.258,68,9
73,62,79,1.411,123,7
18,32,28,0.703,66,5
15,61,17,0.649,93,5
14,32,18,0.424,100,5
12,35,13,6.709,86,5
24.63636364,17,14,1.5975,88,5
13,59,21,1.525954545,105,8
13,55,26,3.304,89,6
13,56,46,0.513,70,6
14,50,11,0.509,52,5
13,45,9,0.495,21,5
12,38,37,0.471,8,5
11,36,42,0.459,4,9
11,36,42,0.483,3,14
11,41,40,0.488,3,12
10,40,38,0.491,3,10
4,47,29,0.512,3,7
7,47,26,0.512,3,6
10,35,22,0.504,4,4
11,34,20,0.533,4,4
18,60,22,0.691,6,7
23,82,39,0.76,10,17
16,58,35,0.605,16,30
12,29,21,0.483,27,15
12,23,16,0.465,39,7
12,23,14,0.441,51,6
11,31,13,0.421,49,7
10,36,15,0.409,50,6
10,38,21,0.424,37,5
10,40,22,0.438,34,5
11,35,29,0.45,26,5
15,43,36,0.476,18,7
14,38,29,0.456,22,6
15,52,31,0.494,20,4
13,46,35,0.515,20,4
12,51,36,0.52,19,4
19,38,34,0.562,26,5
17,24,19,0.489,43,4
20,23,18,0.505,34,4
24,28,19,0.529,23,3
27,33,22,0.572,19,4
24,39,23,0.606,13,4
25,33,32,0.63,7,6
27,37,28,0.615,6,6
31,51,26,0.683,10,6
39,76,36,0.762,23,10
46,105,54,0.849,32,11
38,70,63,0.727,29,7
21,47,46,0.639,25,5
23,59,41,0.598,25,4
21,59,42,0.6,25,4
10,55.09090909,17,0.435,68,3
11,11,21,0.494,65,4
13,14,24,0.53,65,4
17,42,44,0.567,44,5
22,59,50,0.669,32,5
22,64,57,0.665,19,5
24,64,55,0.7,11,5
31,67,57,0.764,6,5
50,104,66,0.942,3,8
47,104,59,0.981,3,9
52,113,58,1.043,3,10
56,111,53,1.051,3,9
57,105,54,1.055,4,8
46,104,59,0.98,4,9
60,106,55,1.096,5,8
58,108,54,1.11,4,9
54,102,49,1.1,5,9
50,94,53,1.087,7,9
49,94,54,1.08,7,9
66,127,80,1.249,9,10
40,60,82,0.873,19,10
33,51,81,0.779,26,10
58,88,100,0.951,55,13
62,95,88,0.914,131,8
50,69,76,0.832,135,6
66,91,71,0.875,167,7
20,22,45,0.594,82,6
28,63,56,0.643,72,6
31,63,63,0.686,74,6
27,75,78,0.751,35,6
26,63,92,0.803,13,6
38,73,88,0.852,16,5
34,43,81,0.802,14,4
32,48,82,0.86,9,4
35,48,86,0.954,4,4
42,61,67,0.905,4,4
44,49,53,0.859,5,4
43,51,48,0.837,6,4
42,51,49,0.83,6,4
47,60,52,0.89,6,5
63,70,60,0.946,8,8
65,81,62,1.124,14,9
64,81,63,1.12,15,9
63,82,49,1.011,93,19
48,53,20,0.865,137,11
48,71.45454545,8,0.785,141,7
63,72,7,0.811,162,7
59,76,5,0.749,150,5
59,67,6,0.74,159,5
52,72,5,0.714,157,4
50,72,6,0.71,157,5
50,70,7,0.712,164,4
56,102,9,0.754,168,5
56,108,12,0.795,152,4
71,146,47,0.983,196,6
73,140,29,0.906,229,7
44.63636364,124,47,0.945,134,4
45,48,25,0.758,101,4
44,48,25,0.76,102,5
17,78,8,0.524,88,451
14,70.3,35,0.493,83,45.72727273
15,60.75454545,16,5.909,75,4
17,21,10,5.736,108,5
16,34,13,0.512,79,6
14,33,14,0.51,82.36363636,6
12,31,16,0.554,56,5
16,41,20,0.607,47,5
16,20,22,0.552,55,5
18,38,35,0.583,75,5
25,56,21,0.615,138,6
23,56,21,0.61,138,6
32,51,12,0.603,175,5
31,62,13,0.615,172,5
24,49,26,0.585,134,6
24,42,20,0.567,130,7
28,52,23,0.563,109,6
24,45,26,0.566,86,7
22,38,22,0.559,84,5
23,53,27,0.563,77,6
23,59,27,0.574,72,7
22,58,27,0.57,73,7
24,56,30,0.56,73,9
16,26,13,0.528,60,5
15,43.45454545,14,0.51,52,5
15,23,16,0.57,50,5
15,33,20,0.579,46,6
15,43,18,0.558,56,6
17,44,15,0.525,74,5
20,45,12,0.519,91,4
18,35,13,0.526,102,4
17,35,13,0.52,102,4
27,51,18,0.556,129,6
30,65,25,0.582,145,6
34,69,28,0.599,177,7
38,91,40,0.656,162,6
37,85,37,0.653,144,5
37,101,63,0.731,87,4
39,116,81,0.794,51,5
39,102,60,0.755,55,6
48,106,59,0.734,59,9
53,106,42,0.722,74,9
52,97,41,0.737,73,8
49,97,35,0.719,73,11
50,87,31,0.702,62,8
41,61,31,0.657,56,8
43,58,24,0.655,61,7
46,65,24,0.678,60,7
44,60,22,0.666,60,6
27,58.2,14,0.595,80,5
21,55.65454545,14,0.549,79,6
20,28,14,0.55,80,6
17,24,13,0.5,73,6
26,44,21,0.546,89,5
29,58,28,0.56,76,7
31,69,27,0.583,97,6
36,87,29,0.627,103,5
36,87,31,0.665,97,5
53,120,44,0.813,73,8
47.90909091,146,48,0.95,56,10
75,129,50,0.964,40,9
70,115,46,0.956,31,8
68,111,45,0.977,23,7
59,93,41,0.94,14,6
44,75,42,0.778,17,6
44,72,41,0.73,24,7
39,45,19,0.642,66,6
38,52,11,0.617,73,6
41,75,27,0.724,44,6
43,83,32,0.751,35,6
47,74,28,0.72,49,6
44,68.8,20,0.695,78,4
49,67,29,0.801,82,6
