PM25,PM10,NO2,CO,O3,SO2
8,11,40,0.54,80,6
4,11,27,0.466,44,4
6,19,38,0.508,50,6
11,28,29,0.511,50,6
8,25,23,0.482,44,6
9,28,24,0.431,56,5
6,7,18,0.688,38,5
5,15,17,0.374,54,6
5,16.45454545,24,0.351,52,6
6,19,27,0.399,44,7
5,9,27,0.402,51,5
6,9,8,0.367,47,6
7,11,13,0.337,46,5
5,11,5,0.329,54,6
5,5,5,0.329,55,6
5,13,10,0.314,59,7
5,23,17,0.339,61,8
4,19,16,0.364,26,4
5,23,11,0.367,57,4
5,21,18,0.388,38,4
6,21,13,0.368,45,3
9,33,18,0.343,57,5
8,18,19,0.348,41,6
7,15,15,0.333,38,8
7,14,19,0.344,39,6
9,13,17,0.353,37,4
10,13,14,0.369,54,4
18,38,39,0.391,34,8
20,36,49,0.43,38,15
22,50,58,0.48,35,10
19,53,53,0.489,42,10
12,33,25,0.396,46,7
12,26,13,0.377,58,7
12,24,8,0.372,43,4
12,22,11,0.345,51,5
12,21,9,0.346,52,6
10,24,5,0.343,34,4
9,19,8,0.329,34,7
10,23,12,0.362,36,4
10,20,12,0.375,46,6
10,32,24,0.419,32,5
7,25,32,0.416,48,8
8,10,30,0.441,52,7
13,14,38,0.5,50,7
17,22.18181818,39,0.5,51,10
15,28,42,0.624,36,5
15,28,41,0.661,34,8
15,29,58,0.71,67,7
9,13,25,0.382,56,6
12,22,28,0.424,37,3
12,25.2892562,23,0.409,47,13
22,44,36,0.534,52,9
18,29,41,0.532,33,12
11,21,21,0.465,63,6
9,23,35,0.517,47,8
11,19,36,0.574,35,8
16,29,46,0.657,36,7
16,25,51,0.672,40,8
12,14,28,0.563,41,6
12,23.9,13,0.453,40,6
14,24.80909091,23,0.505,38,4
13,16,15,0.509,35,6
16,23,24,0.582,49,6
19,32,28,0.64,40,7
18,37,30,0.934,38,6
17,31,46,0.833,32,7
12,20,25,0.666,41,3
10,14,37,0.563,32,3
10,23,21,0.477,34,5
10,11,27,0.51,79,6
21,40,50,0.522,40,17
22,51,40,0.525,34,18
16,20,33,0.47,43,8
17,38,30,0.474,61,9
19,46,34,0.525,42,18
18,54,37,0.571,39,12
22,61,76,0.618,27,21
24,62,77,0.656,29,17
25,58,50,0.632,34,12
32,62,40,0.712,36,13
30,62,41,0.646,29,8
27,36,48,0.65,32,6
26,44,51,0.687,29,9
16,35,24,0.481,25,14
11,19,16,0.407,39,9
10,12,17,0.402,38,15
10,18,19,0.456,39,11
11,31,25,0.473,26,9
11,29,21,0.445,34,7
12,41,24,0.475,32,14
11,19,21,0.453,46,15
11,26,25,0.442,37,12
10,40,19,0.438,29,11
12,18,13,0.416,33,14
10,26,11,0.396,39,5
10,15,9,0.397,52,7
10,15,12,0.44,72,7
11,26,9,0.394,36,5
11,17,13,0.421,38,5
14,22,21,0.446,34,6
15,25,26,0.446,38,9
11,23,17,0.412,25,8
10,21,17,0.414,29,5
11,20,15,0.407,28,6
14,21,9,0.394,41,6
13,21.8,9,0.41,40,7
11,21.98181818,6,0.379,33,6
10,18,6,0.375,36,5
9,19,9,0.369,40,10
9,24,14,0.374,45,16
8,25,8,0.379,36,8
9,24,18,0.402,26,16
11,25,16,0.435,34,19
11,22,13,0.438,31,17
11,37,14,0.433,35,14
12,54,14,0.43,30,19
13,32,13,0.435,36,14
19,32,8,0.404,47,7
16,20,6,0.382,44,4
14,28,6,0.387,31,7
13,17,6,0.389,41,4
11,23,7,0.396,26,4
10,31,13,0.416,31,7
17,28,23,0.428,25,17
16,29,18,0.43,32,5
12,28,20,0.433,22,7
10,28,15,0.419,32,9
10,27,9,0.415,29,9
9,31,12,0.41,34,13
9,24,16,0.411,30,22
9,22,18,0.409,27,20
12,16,9,0.401,43,11
13,28,17,0.404,22,16
12,32,23,0.401,36,15
10,31,21,0.412,41,19
10,31,29,0.46,31,23
11,41,24,0.496,33,24
12,37,22,0.485,35,15
13,38,12,0.489,34,14
14,31,15,0.499,25,17
15,41,17,0.481,29,16
15,28,11,0.473,43,13
14,33,12,0.443,38,9
13,41,7,0.44,39,9
14,34,10,0.48,72,10
14,29,11,0.424,43,9
14,25,14,0.439,38,8
15,35,31,0.468,28,22
15,38,27,0.481,28,21
15,41,27,0.484,31,33
13,37,21,0.478,26,10
14,30,30,0.476,32,9
17,32,33,0.53,31,22
21,41,23,0.559,35,7
23,28,25,0.53,26,6
21,32,24,0.555,36,5
23,37,25,0.514,41,6
16,29,29,0.577,29,9
19,38,22,1.358,32,7
16,37,24,1.759,33,6
17,53,15,0.678,32,9
17,35,18,0.565,34,5
18,22,26,0.61,63,7
14,37,16,0.496,49,7
15,42,11,0.467,47,10
14,49,7,0.455,43,8
14,37,7,0.461,43,8
12,21,6,0.47,43,5
12,44,7,0.466,41,6
13,28,8,0.476,54,3
12,30,17,0.511,46,4
14,36,20,0.514,40,7
16,45,36,0.54,33,6
15,31,26,0.53,26,7
17,35,36,0.605,33,7
13,34,22,0.545,32,4
10,24,9,0.49,36,7
10,11,7,0.478,30,6
10,13,20,0.5,62,15
9,20,25,0.455,27,20
8,17,12,0.444,40,16
9,15,10,0.448,25,12
8,10,16,0.463,48,8
9,20,22,0.498,36,7
11,27,25,0.538,35,21
10,18,11,0.515,33,10
12,35,16,0.587,47,4
11,19,15,0.535,32,4
10,21,5,0.461,36,4
12,19,6,0.448,36,4
11,21,5,0.439,41,2
10,24,3,0.423,46,4
11,21,4,0.46,77,5
11,28,8,0.47,75,7
11,28,8,0.47,75,7
13,22,12,0.49,69,12
13,27,17,0.51,60,17
13,31,28,0.52,55,19
28,31,34,0.619,27,7
21,27.9,39,0.646,24,6
21,26.9,37,0.706,38,5
19,25,34,0.738,37,5
14,31,20,0.648,42,7
19,34,25,0.64,34,6
15,22,20,0.59,43,6
8,17,8,0.472,38,9
8,18,17,0.483,27,13
7,20,14,0.501,34,14
5,34,12,0.512,27,10
6,32,12,0.495,37,7
6,20,19,0.525,35,11
6,39,16,0.525,36,17
7,22,22,0.56,59,24
7,11,9,0.492,29,7
9,32,20,0.524,31,12
8,20,19,0.516,38,13
12,20,21,0.519,30,20
14,37,12,0.477,38,7
11,29,16,0.49,33,9
9,29,12,0.511,36,9
9,27,20,0.527,35,5
8,19,13,0.542,39,8
10,26,22,0.607,30,7
8,17,26,0.622,36,7
6,13,20,0.554,30,9
6,16,18,0.52,34,8
7,15,20,0.52,26,26
6,20,18,0.488,26,21
6,21,14,0.478,36,29
6,22,16,0.479,23,30
6,17,18,0.482,25,28
5,15,13,0.492,27,17
5,16,18,0.525,26,16
6,15,14,0.535,30,15
6,44,14,0.565,36,12
7,28,13,0.543,37,17
7,11,17,0.58,58,21
8,28,8,0.501,33,9
7,19,7,0.481,38,9
7,19,5,0.489,36,6
8,17,5,0.489,35,4
9,22,8,0.501,36,4
8,27,15,0.526,42,4
10,27,15,0.535,39,6
9,29,23,0.587,43,7
10,14,28,0.63,77,8
10,16,24,0.622,41,5
14,17,35,0.701,39,6
12,24,35,0.707,42,5
13,25,33,0.71,37,7
11,32,28,0.712,36,12
10,34,40,0.67,32,19
7,25,19,0.523,29,16
7,17,6,0.499,37,7
6,13,12,0.523,27,9
7,21,16,0.555,33,9
8,31,27,0.601,28,17
10,36,25,0.621,33,16
13,21,10,0.562,33,13
12,28,16,0.58,31,12
11,49,14,0.542,28,4
11,11,21,0.571,38,8
9,12,16,0.529,36,7
8,20,16,0.552,41,6
7,7,26,0.603,48,4
9,19,32,0.664,43,4
10,12,32,0.677,45,5
14,28,48,0.712,33,8
17,22,42,0.703,35,7
18,31,52,0.811,33,6
24,53,55,1.101,44,8
24,71,52,1.247,35,8
26,63,49,1.345,35,5
39,72,45,1.463,34,7
34,61,49,1.272,31,7
37,60,49,1.183,37,6
23,46,33,0.884,45,6
12,12,21,0.668,42,9
11,39.09090909,14,0.926636364,44,8
10,16,30,0.694,45,9
9,20,30,0.685,40,5
9,27,26,0.665,35,5
9,25,30,0.685,37,9
10,28,39,0.649,38,14
10,28,44,0.69,65,15
10,19,22,0.604,37,6
9,20,14,0.575,38,4
11,35,8,0.535,37,3
12,22,10,0.58,69,4
10,39,11,0.535,39,4
8,26,21,0.56,22,12
9,16,21,0.597,37,6
12,24,26,0.598,29,6
14,36,25,0.563,37,9
10,12,17,0.575,29,3
9,20,17,0.612,26,5
9,16,11,0.571,36,7
8,14,11,0.551,39,7
7,15,6,0.54,34,5
6,12,7,0.531,48,6
7,14,5,0.527,36,5
7,20,20,0.524,33,7
7,17,11,0.532,31,7
6,28,11,0.55,38,9
6,27,9,0.567,38,7
7,24,10,0.566,42,6
8,33,8,0.58,33,8
14,21,7,0.575,34,5
15,19,13,0.62,70,7
11,24,10,0.549,39,10
10,51,14,0.737,45,21
11,23,12,0.509,30,15
12,27,23,0.533,36,22
12,50,27,0.555,30,21
13,40,31,0.578,33,17
18,28,47,0.74,45,9
31,67,61,1.006,30,9
29,72,56,0.932,33,5
31,66,64,1.04,31,5
29,82,42,1.096,33,7
23,67,38,0.877,35,7
19,41,26,0.732,35,9
12,26,17,0.584,35,7
10,14,25,0.503,36,16
10,27,24,0.509,32,17
9,24,21,0.506,29,17
9,25,26,0.513,37,18
10,28,27,0.528,36,16
12,30,22,0.569,28,21
15,23,29,0.582,38,12
13,29,21,0.582,41,10
11,15,25,0.596,30,9
12,15,37,0.64,60,13
12,15,37,0.64,60,13
21,30,47,0.68,65,6
18,21,22,0.61,39,7
16,21,31,0.66,34,7
16,33,39,0.748,46,6
16,42,41,0.773,27,7
23,66,39,1.017,38,6
26,72,39,1.416,33,5
34,85,39,1.517,37,6
25,48,39,1.016,29,9
28,46,41,0.92,38,9
20,20,23,0.635,35,4
15,43.77777778,9,0.566,46,5
15,39.77777778,8,0.569,29,5
12,36.50505051,6,0.553,42,6
14,15,11,0.567,39,6
14,19,11,0.57,38,6
14,23,11,0.57,37,5
11,26,10,0.57,42,6
12,36,18,0.616,44,5
15,31,9,0.618,40,6
11,27,12,0.576,27,7
10,20,11,0.531,36,8
10,28,11,0.513,37,13
11,29,11,0.493,32,13
9,29,6,0.462,38,6
8,70,4,0.448,51,7
8,16,2,0.406,44,5
10,29,2,0.418,49,4
10,23,2,0.44,34,3
14,37,8,0.485,30,3
14,30,19,0.531,31,7
10,15,14,0.565,26,7
8,28,19,0.601,29,5
6,20,12,0.575,33,6
7,15,15,0.568,41,10
9,25,27,0.667,35,10
10,28,25,0.648,38,10
7,9,8,0.549,33,9
8,12,8,0.527,26,7
6,20.36363636,10,0.503,34,4
6,8,7,0.532,43,3
6,13,11,0.55,37,7
6,32,10,0.598,29,4
5,38,18,0.601,28,8
4,24,9,0.538,32,12
4,21,2,0.498,42,3
6,18,6,0.488,38,15
8,33,8,0.492,38,11
7,17,2,0.456,38,4
7,18,2,0.457,37,6
6,17,2,0.462,36,5
6,28,5,0.48,48,10
5,44,5,0.495,32,5
6,25,12,0.514,38,6
8,33,24,0.552,28,20
7,24,14,0.562,35,13
6,26,22,0.559,26,19
6,16,20,0.561,32,14
6,23.9,11,0.537,32,10
12,20.80909091,20,0.533,30,24
11,16,20,0.547,26,34
7,16,15,0.544,22,18
6,21,20,0.548,28,35
6,18,17,0.556,38,17
6,10,14,0.558,36,9
5,23,8,0.582,31,6
6,15,16,0.631,18,10
10,20,20,0.774,26,19
13,23,17,0.705,38,16
11,29,17,0.611,38,20
12,28,22,0.65,66,24
10,22,8,0.621,41,11
9,19,14,0.579,45,14
10,13,19,0.62,78,18
8,37,8,0.572,44,10
15,32,13,0.573,43,14
12,33,16,0.578,35,12
8,29,18,0.586,29,10
9,29,27,0.624,31,9
8,30,27,0.743,35,17
7,27,24,0.623,31,22
6,20,27,0.6,28,14
7,20,33,0.64,53,21
6,13,29,0.628,29,12
7,19,25,0.658,30,13
8,20,28,0.693,36,23
8,24,22,0.807,33,28
8,18,21,0.696,29,25
9,28,26,0.697,21,24
10,31,27,0.762,29,28
14,49,20,0.765,29,28
25,69,34,0.82,35,42
27,62,29,0.784,32,17
26,44,22,0.744,42,16
26,42,11,0.669,60,4
43,57,9,0.76,70,6
39,55,15,0.731,67,7
36,65,21,0.762,88,13
36,65,29,0.8,128,17
25,63,20,0.689,43,16
21,67,17,0.662,46,6
19,51,29,0.649,45,13
20,51,45,0.69,76,25
21,24,69,0.73,70,16
22,41,82,0.77,57,29
15,29,35,0.655,39,33
16,29,45,0.7,57,44
15,22,26,0.644,26,30
14,14,25,0.739,33,27
13,15,27,0.783,29,17
12,17,17,0.717,38,23
11,25,19,0.701,32,19
11,19,19,0.642,33,22
12,32,28,0.656,30,26
12,45,23,0.737,29,21
13,53,24,0.705,26,27
14,28,21,0.668,34,38
14,30,16,0.626,40,24
15,27,23,0.67,68,30
12,32,14.09090909,0.621090909,38.36363636,18.63636364
10,20,2,0.549,47,5
16,22,5,0.549,38,11
11,19,3,0.547,29,6
11,22,3,0.551,41,7
10,36,7,0.574,40,10
10,30,18,0.602,39,11
10,33,23,0.615,30,14
13,30,24,0.613,34,13
14,17,9,0.601,37,7
13,21,10,0.601,27,12
11,18,19,0.597,33,18
9,10,5,0.587,35,8
9,18,7,0.583,41,9
8,19,10,0.593,42,13
8,21,13,0.6,37,13
9,19,27,0.615,34,15
10,24,16,0.621,33,15
9,31,17,0.659,42,17
11,14,14,0.675,28,14
16,18,16,0.681,45,15
15,33,13,0.649,43,17
16,31,17,0.69,68,23
11,18,4,0.594,45,10
9,21,3,0.571,43,11
8,24,3,0.552,39,7
9,16,3,0.59,71,8
10,27,5,0.61,67,8
9,36,5,0.577,47,4
9,28,12,0.627,35,16
10,31,22,0.669,40,15
15,31,28,0.641,24,11
13,22,11,0.629,35,7
10,14,9,0.627,35,4
9,16,17,0.631,39,12
9,14,23,0.67,61,12
8,16,16,0.637,32,11
7,22,13,0.616,39,14
7,19,12,0.608,41,14
7,15,13,0.613,37,18
7,22,21,0.624,38,24
7,18,5,0.627,28,13
7,18,12,0.67,59,12
10,21,16,0.662,32,15
13,20,7,0.647,42,8
10,15,3,0.607,33,6
10,30,7,0.621,35,4
10,12,2,0.596,50,8
10,22,3,0.595,46,9
9,14,2,0.576,34,8
9,37,2,0.555,40,11
10,30,1,0.527,40,14
11,36,3,0.554,42,15
12,38,7,0.573,44,11
11,49,15,0.617,38,18
10,28,13,0.624,27,11
8,14,14,0.644,39,8
9,26,11,0.651,30,10
10,15,11,0.649,41,9
11,11,14,0.654,41,13
11,16,23,0.7,64,14
9,14,11,0.647,32,12
9,13,9,0.632,34,11
10,21,7,0.625,33,9
10,22,6,0.627,36,11
9,16,9,0.626,41,15
9,24,7,0.633,34,12
10,24,10,0.68,73,17
8,16,2,0.675,44,7
10,27,5,0.619,47,9
11,18,3,0.611,35,11
12,46,7,0.589,37,8
13,32,7,0.67,34,5
13,31,6,0.656,55,4
12,19,1,0.665,45,7
13,42,2,0.531,48,9
12,39,4,0.571,55,11
11,42,4,0.577,53,7
11,39,8,0.607,39,11
11,29,13,0.631,30,7
11,22,8,0.633,43,5
12,27,7,0.653,29,7
12,27,11,0.7,60,10
11,22,6,0.69,69,10
9,10,22,0.656,32,9
9,18,11,0.655,33,8
9,15,7,0.647,33,13
8,16,7,0.637,36,8
8,9,2,0.631,37,9
8,13,11,0.638,31,20
8,33,14,0.643,37,23
7,21,9,0.649,43,14
8,19,5,0.65,36,11
8,29,7,0.651,35,7
9,18,7,0.626,37,9
9,25,2,0.606,33,8
9,19,2,0.595,45,10
8,32,2,0.584,53,10
8,20,2,0.577,49,10
8,20,1,0.589,64,6
8,28,1,0.588,44,6
8,29,2,0.601,52,13
8,34,6,0.614,29,16
9,41,21,0.636,23,21
8,25,8,0.642,25,11
6,26,9,0.65,38,11
7,21,7,0.655,36,12
8,15,18,0.659,30,27
8,17,13,0.659,30,46
7,17,6,0.65,39,9
7,17.44444444,11,0.647,33,22
7,10,15,0.69,50,30
7,15.84444444,6,0.64,25,22
7,17.11717172,10,0.639,30,22
8,14,10,0.647,39,24
10,12,8,0.662,35,22
11,13,7,0.728,47,17
12,22,10,0.712,53,14
11,35,10,0.681,53,16
11,31,10,0.688,53,13
12,28,2,0.629,46,10
12,37,1,0.615,47,7
11,33,2,0.606,29,6
10,28,2,0.606,45,9
12,45,2,0.65,78,10
11,20,2,0.62,49,6
10,29,4,0.629,41,8
10,26,4,0.639,42,5
9,31,11,0.658,37,15
8,25,21,0.667,28,22
8,28,17,0.674,34,24
7,15,11,0.664,38,23
7,20.54545455,9,0.662,37,21
7,11,9,0.659,31,12
7,14,4,0.653,40,12
7,11,7,0.653,43,21
8,11,9,0.659,27,22
9,25,4,0.659,46,13
15,23,11,0.688,35,15
15,27,23,0.742,25,22
13,21,16,0.766,37,21
12,31,15,0.794,35,14
12,42,13,0.838,39,17
12,24,8,0.778,34,7
12,23,11,0.704,50,9
12,22,4,0.677,43,11
12,25,4,0.668,40,13
10,23,5,0.664,41,10
11,22,5,0.665,43,6
12,32,22,0.71,47,12
14,21,42,0.856,34,5
21,64,56,1.042,45,9
20,72,70,1.032,26,7
20,62,54,1.051,33,9
19,68,47,1.021,29,6
21,69,56,1.055,49,6
16,59,42,0.92,30,12
15,41,38,0.897,36,15
12,29,15,0.728,36,15
14,18,33,0.873,31,9
16,29,31,0.935,44,7
20,38,30,1.033,38,10
21,47,29,1.038,30,10
14,42,15,0.878,44,12
12,27,12,0.782,36,14
12,22,7,0.758,33,5
12,27,7,0.755,31,11
11,28,4,0.689,41,5
11,52,4,0.678,32,5
10,24,1,0.666,49,4
10,24,1,0.653,56,7
9,16,2,0.666,48,11
8,20,3,0.661,49,10
9,37,5,0.673,43,12
9,48,4,0.683,49,12
9,36,9,0.702,24,11
13,22,5,0.706,36,6
11,22.8,9,0.712,50,10
10,15,15,0.712,43,16
8,10,5,0.715,45,8
9,21.34545455,12,0.729,37,10
11,11,11,0.745,36,8
9,13,12,0.734,32,12
6,20,8,0.713,40,18
6,24,7,0.707,32,19
6,13,5,0.728,33,10
6,21,9,0.762,30,8
6,26,4,0.736,45,8
6,19,3,0.731,43,14
6,26,1,0.714,52,9
7,34,2,0.724,44,12
7,32,3,0.703,43,9
7,32,4,0.689,52,12
7,46,3,0.709,43,5
7,17,2,0.705,41,6
7,23,2,0.717,38,9
8,18,6,0.734,39,11
8,36,10,0.766,28,11
8,30,11,0.782,36,12
9,26,12,0.792,42,6
9,19,31,0.806,30,21
10,44,34,0.814,33,29
9,29,14,0.798,33,14
9,12,23,0.793,28,23
10,18,30,0.801,29,20
11,18,40,0.814,25,25
15,25,34,0.819,27,23
16,24,37,0.806,27,26
13,20,34,0.804,30,15
12,25,11,0.807,44,10
12,23,10,0.827,35,6
12,28,9,0.801,45,6
12,33,19,0.833,36,13
11,41,25,0.891,39,16
12,27,12,0.837,41,17
12,20,21,0.87,69,23
12,21,18,0.816,41,4
10,15,22,0.854,49,8
10,24,29,0.91,51,7
10,23,32,0.878,50,8
12,52,42,0.962,40,10
12,33,56,0.973,43,20
12,49,66,1.044,33,15
16,54,64,1.052,21,19
20,53,56,1.092,23,23
16,45,69,1.037,32,18
14,44,55,1.037,34,25
14,30,37,1.062,35,19
14,21,62,1.057,36,17
16,45,89,1.07,61,33
16,33,58,0.967,34,44
13,28,61,0.924,31,31
13,31,47,1.014,37,18
14,27,46,0.969,29,16
14,27,58,1.01,62,21
14,27,53,0.931,44,28
14,27,37,1.004,42,12
14,28,43,0.988,35,11
16,37,36,0.956,30,10
17,37,34,0.97,41,10
14,22,10,0.87,57,5
14,28,15,0.896,66,14
13,30,21,0.92,53,16
12,33,34,0.934,51,13
12,40,44,0.948,43,16
12,31,33,0.94,47,12
15,32,40,0.965,51,9
18,32,36,0.978,48,9
18,36,32,0.949,47,10
17,30,22,0.959,57,8
24,32,26,1.016,61,8
23,54,58,1.118,35,10
23,47,43,1.121,30,10
25,66,55,1.163,37,12
25,67,75,1.2,58,13
20,65,53,1.022,30,38
21,69,49,1.011,37,23
36,80,45,1.172,33,20
37,80,63,1.21,65,34
63,76,43,1.322,58,26
64,68,27,1.311,70,18
70,110,37,1.364,70,17
60.63636364,92.18181818,72,1.547,71,29
84,130,32,1.477,116,27
69,95,13,1.328,130,17
69,90,11,1.272,124,11
69,90,17,1.32,199,19
85,126,15,1.265,113,13
93,153,45,1.296,96,21
94,110.7272727,56,1.325,126,27
89,175,39,1.347,92,24
90,132,10,1.307,106,19
53,100,8,1.235,80,19
32,68,5,1.061,85,7
32,59,9,1.1,121,8
21,95.1038961,2,0.916,57,6
18,83.01298701,2,0.876,62,9
15,66.9018759,1,0.851,53,6
15,56.8018759,1,0.853,61,9
15,50.8018759,2,0.852,51,9
15,21,3,0.89,99,9
14,14,5,0.884,49,9
17,30,10,0.932,42,9
22,31,7,0.943,36,8
22,34,8,0.981,54,7
19,26,4,0.923,51,6
20,28,8,0.96,94,8
18,33,5,0.896,68,4
18,34,3,0.903,60,6
18,37,5,0.901,66,4
20,30,5,0.904,60,5
22,42,7,0.92,69,6
29,48,6,0.945,47,5
31,57,13,0.978,55,5
25,51,13,0.964,55,6
25,46,25,0.97,51,7
22,37,9,0.956,46,7
22,37,10,0.945,37,7
21,36,6,0.948,51,7
21,31,6,0.94,57,6
20,26,4,0.939,53,8
17,22,5,0.919,53,8
16,16,4,0.899,60,7
16,18,3,0.886,52,8
17,21,2,0.895,62,7
15,22,4,0.905,55,11
14,26,10,0.995,50,10
16,36,8,0.952,46,7
16,32,10,0.934,46,4
16,32,7,0.933,56,5
18,31,7,0.917,50,4
23,33,3,0.927,74,6
24,37,5,0.926,73,6
25,26,4,0.933,59,6
24,27,5,0.935,72,4
26,61,8,0.969,57,5
29,72,24,0.988,74,10
30,71,30,1.019,76,10
34,66,36,1.034,56,12
35,70,30,1.062,60,15
34,67,42,1.075,39,13
33,69,40,1.095,42,17
36,67,21,1.081,62,14
34,60,10,1.041,59,9
32,44,10,1.037,43,11
