PM25,PM10,NO2,CO,O3,SO2
32,31.20122757,7,1.401,53,1
31,31.15162829,6,1.396,58,1
31,31.1632396,6,1.396,61,1
31,31.5809955,7,1.412,62,2
32,32.18842504,12,1.422,55,2
32,32.27762989,19,1.438,46,2
32,31.85631459,22,1.457,44,1
32,31.65620299,25,1.475,49,1
33,34,24,1.466,62,1
29,36,21,1.461,70,2
28,32,17,1.478,76,2
27,27,15,1.441,88,1
28,29,15,1.416,89,2
31,32.09374328,22,1.419,74,4
33,32.15624904,27,1.424,69,3
34,35,40,1.46,58,5
32,31.20833205,31,1.451,51,2
32,31.0763874,40,1.467,35,1
31,31.7557853,30,1.464,42,2
28,32.21508285,16,1.462,70,2
28,32.0588338,4,1.414,95,1
29,32.66430267,1,1.414,96,2
30,33.55319156,1,1.403,103,1
30,34.63235836,1,1.384,109,2
29,35.17086859,1,1.377,107,2
28,31,3,1.368,105,2
29,37,7,1.369,97,2
31,43,18,1.389,81,5
31,42,38,1.414,51,4
31,37,19,1.404,67,2
31,36,23,1.445,63,1
30,30,30,1.496,51,2
27,35.125,20,1.433,63,2
26,34.34722222,15,1.408,72,1
27,33.38580247,33,1.449,58,2
28,29,41,1.545,54,1
28,31.85725309,36,1.587,52,1
27,27,38,1.539,51,1
27,30,26,1.489,48,2
25,30.93171296,22,1.448,54,2
25,30.36246142,26,1.436,45,1
25,29.85857124,15,1.399,60,5
25,30.00166645,33,1.405,44,6
24,29.69240201,15,1.42,60,4
24,30.14113568,20,1.451,50,3
24,30.1646583,15,1.421,52,3
23,30.03681585,13,1.421,60,2
23,29.98254159,15,1.411,53,1
23,30.00320331,10,1.418,54,1
22,30.00345946,7,1.426,58,1
22,30.05530237,41,1.468,14,1
22,28.74942584,61,1.592,8,1
21,28.54724977,32,1.47,31,5
22,27.16764779,37,1.477,30,5
22,26.81578607,34,1.462,36,4
22,26.41735891,26,1.456,50,3
21,21,23,1.481,54,5
21,24.1886076,27,1.445,47,4
19,19,28,1.477,51,4
17,22.55894004,31,1.548,48,3
16,21.63460842,28,1.536,51,3
14,18,27,1.504,54,5
15,22,33,1.529,53,4
15,23,17,1.507,74,4
14,18,21,1.468,64,2
15,17,14,1.425,70,3
13,20,16,1.406,56,4
12,19.66666667,8,1.326,65,2
13,19.0952381,4,1.312,72,2
13,17.9702381,13,1.334,57,2
13,16.85912698,5,1.339,65,2
13,16.73236332,19,1.334,48,2
13,16.63236332,30,1.346,37,5
13,14,58,1.392,15,18
12,13,30,1.381,49,2
12,13,45,1.442,40,2
12,15.24709485,37,1.409,41,2
13,16,28,1.435,44,2
12,13,20,1.501,58,2
12,14.47189943,27,1.439,60,2
13,18,27,1.74,59,1
12,15.47189943,21,1.417,58,1
13,10,21,1.6,59,1
13,18,21,1.6,59,1
12,17.54034535,22,0.719,59,2
12,22,16,1.323,63,1
12,15,18,0.989,65,1
13,18,14,1.073,71,1
13,19,8,1.3,78,2
14,30,18,1.445,65,2
14,36,22,1.484,62,4
14,18,9,1.5,73,4
13,17,8,1.488,72,5
13,13,1,1.433,81,2
13,19,1,1.508,82,3
14,21,4,1.497,76,5
14,27,2,1.478,82,4
11,20.63636364,17,1.339,64,7
13,22,15,1.434,64,2
13,26,21,1.465,54,4
12,18,20,1.437,30,7
13,22,18,1.419,43.9,7
14,24,15,1.434,36,8
13,22,18,1.424,36.1,6
12,21,32,1.393,5,12
12,19,20,1.417,24,8
12,28,26,1.42,4,8
11,24,27,1.43,28.22222222,8
12,19,24,1.395,26.93222222,11
12,24,39,1.424,25.65949495,13
11,18,20,1.362,33,9
10,22,9,1.313,43,4
11,25,36,1.364,29,3
10,24,9,1.317,31,3
10,20,14,1.327,22,3
10,19,10,1.311,27,4
10,16,16,1.321,24,9
10,19,16,1.317,20,7
10,19,10,1.334,27,5
10,22,18,1.352,20,5
10,22,21,1.368,19,5
10,23,22,1.366,24,8
10,23,21,1.38,27,7
10,22,31,1.407,18,8
9,14,23,1.357,35,5
8,8,18,1.361,55,4
8,9,22,1.379,53,3
9,14.88888889,35,1.434,47,4
9,13.48888889,47,1.43,24,4
9,13.12525253,20,1.367,44,4
10,14,21,1.42,37,2
8,8,17,1.371,43,6
8,13,30,1.406,48,3
8,9,25,1.37,47,5
10,19,94,1.46,14,15
10,52,57,1.421,24,6
9,11,55,1.439,22,5
9,16.75,49,1.421,21,4
9,14,20,1.405,44,3
9,17.21875,26,1.423,33,3
8,18.24609375,20,1.389,35,3
8,17.13498264,12,1.376,47,2
8,8,10,1.399,41,2
9,13.43498264,22,1.406,32,2
8,8,11,1.359,32,2
8,13.27589173,12,1.373,35,2
8,9,25,1.396,27,2
8,14,23,1.329,33,3
8,12,23,1.428,28,2
8,12,24,1.416,29,3
9,17,27,1.429,32,5
9,22,27,1.392,34,9
10,23,27,1.45,32,9
9,21,21,1.315,43,19
9,25,44,1.375545455,31,31
9,27,33,1.155,43,18
8,26,22,1.344,63,12
8,26,33,1.416,62,12
8,28,37,1.386,46,11
8,26,23,1.4,45,4
8,29,22,1.38,39,5
8,29,18,1.371,37,3
10,30,22,1.375,24,4
10,21,20,1.369,14,2
12,20,22,1.4,10,2
14,33,25,1.459,4,1
13,21,27,1.327,9,10
15,26,38,1.433,4,11
15,31,49,1.412,6,24
14,15,50,1.451,5,5
13,21,45,1.4,12,6
13,17,41,1.41,20,3
12,17,28,1.404,33,2
11,17,22,1.425,34,2
10,11,18,1.41,40,3
10,10,22,1.384,41,3
9,16.45454545,23,1.378,36,2
7,11,14,1.364,35,2
7,13,21,1.408,32,3
8,8,21,1.47,27,1
9,29,22,1.393,23,6
10,27,32,1.222,28,5
10,27,29,1.403,32,6
10,28,32,1.347,31,9
11,22,30,1.307,22,12
11,26,40,1.199,22,15
11,24,37,1.256818182,11,16
12,22,36,0.801,21,13
12,20,34,1.214,16,9
12,18,34,1.319,23,7
12,20,32,1.305,14,7
12,19,29,1.315,23,6
12,21,28,1.3,30,7
12,21,26,1.35,13,5
12,22,21,1.366,10,4
12,22,27,1.39,15,4
13,28,25,1.533,18,6
13,19,20,1.408454545,23,7
13,22,16,0.843,29,8
13,24,19,1.309,34,7
36,22.83333333,23,2.393,25,8
71,22.97222222,21,1.347,26,12
69,23.13425926,24,1.347,22,13
70,22.32330247,24,1.347,29,21
70,22.87718621,24,1.353,24,15
71,23.02338392,29,1.372,25,19
70,22.86061457,34,1.34,14,22
75,22.86516144,39,1.422,21,17
75,22.72627255,39,1.412,19,7
70,22.95949015,36,1.356,11,10
69,24.03467876,33,1.332,13,7
68,24.84696014,30,1.33,14,5
49,25.93574342,27,1.335,6,6
19,22,32,1.403,15,7
18,25,27,1.377,13,6
18,32,31,1.361,14,9
17,31,25,1.349,14,8
16,35,25,1.427,13,6
16,31,27,1.378,17,5
17,36,31,1.418,17,9
17,35,23,1.378,18,14
17,32,22,1.408,18,12
17,33,24,1.397,18,14
16,36,27,1.417,20,7
16,32,32,1.447,21,7
15,29,22,1.369,44,4
17,41,25,1.411,40,4
16.54545455,42,25,1.47,40,4
16,32,20,1.395,31,3
17,29,33,1.428,15,9
17,30,37,1.394,24,7
17,36,49,1.408,13,6
17,38,47,1.405,16,7
16,37,45,1.422,17,6
16,34,37,1.376,19,7
16,28,35,1.366,11,9
17,25,33,1.359,13,6
17,30,26,1.376,16,4
17,30,27,1.354,20,6
17,31,18,1.349,14,3
16,33,17,1.346,15,4
15,32,17,1.429,18,4
16,39,20,1.515,22,5
18,41,27,1.454,14,5
18,30,24,1.389,16,21
19,30,24,1.45,9,21
15,23,19,1.342,21,11
14,23,11,1.332,38,5
13,24,15,1.381,34,4
12,30,14,1.347,38,5
12,18,27,1.411,22,3
12,36,20,1.364,38,1
11,21,26,1.425,33,2
10,15,24,1.47,34,2
9,21,31,1.487,21,2
8,22,23,1.381,22,2
8,23,32,1.455,18,2
9,22,34,1.393,12,5
9,23,18,1.352,19,5
8,22,32,1.378,13,6
9,14,18,1.346,14,5
10,16,26,1.41,4,8
10,10,12,1.355,21,2
10,20,11,1.353,18,2
10,14,15,1.348,19,3
9,10,24,1.321,10,4
9,13,23,1.33,20,3
9,13,28,1.437,12,3
8,18,22,1.488,14,3
9,15,14,1.374,22,9
9,18,8,1.377,24,5
10,21,12,1.386,28,16
10,20,7,1.381,27,5
11,23,8,1.349,28,3
11,28,11,1.357,31,3
12,29,11,1.42,32,3
12,24,16,1.51,26,2
12,24,16,1.51,26,2
11,25,28,1.46,14,5
11,20,33,1.39,3,13
12,25,31,1.42,2,7
10,17,16,1.36,47,1
9,11,19,1.361,25,2
8,9,35,1.376,17,2
8,10,13,1.351,25,1
7,16,17,1.343,16,1
8,11,17,1.334,15,3
9,14,17,1.355,9,3
9,18,13,1.345,11,3
7,21,13,1.343,11,3
7,18,13,1.377,9,3
7,21,13,1.373,8,3
9,23,17,1.488,10,5
9,25,14,1.37,23,8
10,51,29,1.436,33,1
11,51,30,1.5,32,1
10,22,20,1.381,29,18
11,17,21,1.35,20,7
12,17,15,1.341,23,2
12,15,20,1.38,19,3
10,24,25,1.441,14,4
10,20,22,1.376,19,3
9,19,26,1.362,13,4
10,28,30,1.46,9,5
11,21,29,1.415,6,4
12,23,28,1.398,8,4
12,20,26,1.384,6,4
12,19,24,1.354,7,6
11,19,28,1.368,7,18
12,19,21,1.354,7,7
11,19,9,1.344,7,3
11,22,9,1.351,8,2
10,21,13,1.355,7,3
8,24,17,1.406,10,6
9,30,19,1.409,11,12
10,19,23,1.456,10,17
11,23,21,1.426,9,4
10,24,22,1.521,10,5
10,27,24,1.546,13,11
11,28,24,1.6,6,11
11,20,22,1.44,26,6
9,17,14,1.379,22,6
10,18,16,1.358,27,5
10,20,17,1.359,31,5
10,27,26,1.41,22,13
10,25,24,1.369,20,3
10,22,27,1.375,13,7
10,28,37,1.38,8,15
11,27,37,1.44,5,15
11,27,43,1.394,30,4
10,15,61,1.442,14,6
9,16,73,1.424,6,10
9,17,53,0.842,17,13
9,17,43,0.496,12,16
9,22,45,0.623,10,20
10,22,51,0.482,7,28
9,28,43,0.873142857,5,16
10,15,33,0.791877551,13,2
10,25,59,0.701574344,5,13
12,32,56,0.681513536,8,17
12,35,49,0.803,11,11
14,16,35,0.970263536,22,6
14,21,25,1.080041314,27,7
13,19,30,1.135027028,30,13
14,17,32,1.195947251,26,6
14,21,32,1.68,29,2
15,20.625,21,1.749,44,2
13,20,16,1.47,44,1
11,18.40277778,20,1.423,55,2
10,18.30277778,44,1.462,33,1
10,16,25,1.368,53,2
10,18.48459596,36,1.314,35,2
10,15,32,1.33,27,2
10,16,33,1.28,20,3
11,20,32,1.281,22,3
11,21,34,1.263,15,3
11,17,36,1.258,13,3
11,20,30,1.273,10,3
11,20,22,1.235,11,2
11,16,19,1.211,19,2
12,25,58,1.314,12,15
11,25,59,1.315,15,7
11,21,47,1.229,14,4
11,21,40,1.183,18,4
11,20,31,1.14,24,5
11,15,22,1.114,52,8
11,16,24,1.098,36,7
12,15,25,1.12,31,7
11,15,15,1.135,43,6
12,15,13,1.122,36,7
12,14,12,1.143,48,7
13,14,12,1.17,48,5
11,31,27,1.086,31,11
12,27,33,1.103,23,13
15,26,40,1.154,25,16
15,29,46,1.101,19,11
15,28,34,1.104,15,6
15,22,24,1.121,24,4
15,22,23,1.067,20,5
15,22,22,1.095,17,5
15,22.44444444,12,1.396,26,5
15,22.44444444,6,1.006,24,4
15,21.71717172,8,1.004,22,4
15,18,18,1.01,16,6
16,17,13,1.009,24,7
16,18,9,0.983,23,5
15,26,21,1.001,20,7
14,21,24,1.017,18,3
15,23,18,1.004,26,7
16,25,18,1.005,22,4
16,27,23,1.026,15,7
16,24,23,1.05,15,6
18,19,15,1.059,31,5
19,27,20,1.014,29,3
19,26,23,1.012,31,4
20,28,27,1.061,24,4
20,29,31,1.075,22,4
22,33,37,1.104,16,4
24,43,32,1.066,38,2
25,35,46,1.083,14,2
24,31,38,1.048,15,3
23,31,34,0.994,19,2
23,29,25,0.972,15,4
24,30,27,1.015,10,3
25,26,22,0.975,18,5
24,30.33333333,25,0.964,14,7
25,29.55555556,27,0.945,16,7
25,29.31481481,19,0.936,20,4
25,29.03395062,3,0.911,54,4
24,29.03960905,12,0.909,38,3
25,27.1824662,24,0.931,26,8
25,28.3074662,28,0.953,28,5
26,29.04820694,22,0.974,35,3
25,28.99183487,28,0.989,38,3
24,28.95594821,35,1.048,25,2
25,17,35,1.08,22,1
25,35,35,1.08,22,1
27,37,32,0.99,17,2
26,28.85657,44,1.035,20,2
26,28.8291933,17,0.899,41,2
26,28.70521394,41,1.051,26,3
26,28.67387215,47,1.674,10,3
27,30.13310617,49,1.208,17,2
26,26,45,1.133,13,3
26,28.4568508,42,1.02,12,4
27,28,37,1.018,21,4
26,28.32817384,14,0.884,29,2
26,28.26533383,12,0.874,32,3
26,28.19724411,8,1.199,45,3
26,27.87460043,8,0.877,35,3
26,28.18703383,12,0.867,26,2
26,28.14206434,3,0.839,35,3
26,28.16574173,6,0.836,29,2
26,27.97600261,6,0.848,24,3
26,28.44283588,6,0.851,25,2
26,28.30980876,18,0.899,24,2
26,28.32234872,13,0.889,33,4
26,28.3358802,13,0.901,28,3
26,27,16,0.899,28,5
26,32,15,0.917,31,8
26,27,9,0.892,52,7
26,28,8,0.911,54,5
25,28.23688985,10,0.867,46,8
24,28.22468144,13,0.849,38,6
24,27.80769641,19,0.849,32,10
24,27.6965853,18,0.862,28,4
24,27.21842811,13,0.832,31,3
25,27,19,0.864,29,3
25,26.91842811,28,0.851,23,8
25,25,19,0.857,16,3
25,26,17,0.857,28,3
25,26.47918019,10,0.845,25,3
25,25,16,0.865,27,8
25,27,17,0.856,21,7
25,27.59973426,15,0.793,18,3
25,28.00789144,14,0.775,14,3
25,28.30868059,19,0.776,12,6
25,26,28,0.813,11,4
24,37,23,0.916,12,3
25,29,21,0.877,13,6
25,31,20,0.797,19,11
24,29.59073023,12,0.768,23,9
23,29.68994108,9,0.74,32,5
24,29.7527883,9,0.709,36,4
24,26,11,0.677,37,3
24,28,14,0.633,40,8
24,33,16,0.644,46,11
24,29,14,0.624,48,8
24,29,19,0.619,50,4
23,28.70479894,23,0.518,26,8
24,31,31,0.563,10,16
24,24,40,0.511,3,22
24,26,42,0.504,6,28
25,27,37,0.517,5,11
25,33,32,0.61,6,9
25,28.28413316,33,0.561,5,13
25,28.21402219,32,0.797,3,14
24,27.21402219,28,0.524,6,14
24,28.58902219,27,0.545,3,12
24,30.25568886,26,0.569,5,10
24,30.45568886,23,0.579,5,6
24,29.91023431,18,0.634,3,3
24,24,20,0.564,4,5
24,35,26,0.59,3,13
24,41,33,0.607,4,47
22,29,27,0.619,7,30
20,27,27,0.572,13,17
21,27,27,1.46,13,17
18,29,12,0.311,61,2
18,29,13,0.344,76,3
18,29,14,0.688727273,76,3
19,45,12,0.186,116,3
21,51,32,1.509,106,8
22,53,33,0.647,104,4
22,54,29,0.641,85,5
22,43,41,0.68,48,4
22,42,62,0.722,15,4
21,36,66,0.775,6,3
21,37,64,0.797,8,8
22,38,64,0.82,5,8
21,50,56,1.038,5,8
21,36,51,0.885,4,9
21,30,49,0.874,4,12
20,31,42,0.833,4,12
20,33,39,0.808,4,17
20,34,35,0.917,4,29
20,34,35,0.858,3,24
20,41,36,0.938,6,33
20,45,34,0.941,7,37
21,42,36,0.866,35,24
23,72,30,0.924,80,14
27,76,30,0.903,119,16
30,80,18,0.843,154,13
30,62,13,0.776,153,8
30,77,24,0.754,136,9
31,76,25,0.78,136,10
27,40,29,0.695,96,6
26,43,22,0.641,97,5
26,38,31,0.635,84,6
27,38,31,0.67,84,6
30,54,66,0.74,48,6
28,46,53,0.71,37,4
24,45,73,0.74,4,9
24,46,73,0.77,1,9
21,36,60,0.792,4,8
21,34,55,0.8,5,7
20,23,45,0.784,4,5
20,22,42,0.854,6,6
19,29,37,0.877,5,5
18,20,31,0.816,6,4
16,30,30,0.856,6,4
16,30,30,0.773,5,12
16,27,21,0.732,24,9
17,45,31,0.733,24,9
16,38,29,0.668,33,12
17,39,29,2.31,34,12
13,18,28.54545455,0.776636364,34.18181818,9.181818182
14,26,23,0.589,63,8
15,40,25,0.561,69,7
16,53,30,0.465,49,8
16,41,30,0.51,42,7
16,38,36,0.346,27,13
15,40,37,0.526163636,16,6
15,35,52,0.500105785,5,26
15,28,51,0.419,6,24
14,22,47,0.527,3,16
13,26,45,0.5,5,13
13,21,42,0.568,5,12
13,18,41,0.49,4,15
14,19,40,0.581,3,15
15,23,40,0.57,5,11
16,26,37,0.53,4,4
16,34,36,0.529,3,2
14,33,37,0.376,3,4
14,37,37,0.415,6,11
14,35,35,0.438,6,17
15,29,23,0.432,13,14
14,27,20,0.7011,20,14
15,28,20,0.798372727,21,14
15,26,18,0.49,43,4
16,35,23,0.508,41,2
16,50,25,1.613,37,2
17,29,26,1.68,38,2
16,20,27,1.6,29,8
14,35,26,1.43,30,15
14,37,35,1.478,16,11
14,30,42,1.492,9,19
15,25,45,1.485,3,17
14,24,44,1.484,4,15
14,27,40,1.491,5,11
13,19,38,1.522,5,9
13,20,38,1.58,3,9
11,16,31,1.617,5,5
11,16,29,1.673,6,13
11,21,34,1.73,8,23
11,19,32,1.739,4,16
11,24,33,1.768,6,26
11,23,31,1.772,3,21
11,24,31,1.83,1,21
11,27,22,1.847,9,13
11,27,14,1.859,13,16
10,24,13,1.815,19,16
10,15,12,1.796,25,11
10,25,16,1.784,29,10
11,31,16,1.776,43,5
11,26,25,1.78,50,12
12,31,22,1.775,53,8
12,13,26,1.734,30,11
13,50,31,1.753,19,17
15,45,40,1.754,9,16
14,28,35,1.739,13,8
14,35,36,1.746,11,9
12,27,27,1.763,13,3
11,19,15,1.767,20,4
11,18,22,1.776,11,8
11,15,22,1.792,9,5
11,16,22,1.85,7,5
11,14,22,1.752,9,10
12,19,31,1.757,5,18
12,18,30,1.755,5,16
11,17,30,1.722,5,10
11,21,28,1.783,3,8
11,32,26,1.824,4,9
12,29,27,1.88,3,10
12,23,19,1.753,12,18
13,28,17,1.738,20,23
13,24,15,1.699,29,11
13,25,13,1.656,37,7
12,38,12,1.585,55,10
12,30,10,1.531,53,6
13,35,12,1.497,52,8
13,29,12,1.472,51,5
14,31,24,1.458,42,6
14,29,25,1.417,32,5
14,47,37,1.381,8,9
14,25,35,1.383,3,8
14,38,36,1.404,8,4
14,23,14,1.554,15,1
14,24,14,1.61,15,1
15,25,15,1.55,14,1
12,24.72727273,18,1.432,9,2
11,13,27,1.468,7,11
11,17,33,1.506,4,21
11,22,32,1.56,5,21
11,21,29,1.597,4,13
10,17,26,1.604,5,9
10,21,24,1.642,6,12
11,29,26,1.678,8,21
11,29,27,1.684,8,28
11,37,22,1.727,12,25
11,25,16,1.772,25,13
11,31,21,1.746,29,16
11,30,16,1.723,44,9
11,22,15,1.688,61,9
11,38,22,1.675,69,13
12,26,24,1.677,66,9
13,64,25,1.64,38,9
13,50,26,1.602,25,5
12,50,32,1.618,14,8
12,23,40,1.675,6,16
12,23,38,1.654,6,17
11,23,39,1.702,3,24
12,42,39,1.864,4,31
12,26,36,1.81,5,18
12,17,34,1.82,4,17
12,16,32,1.9,2,8
11,11,30,1.863,4,4
11,12,29,1.92,3,4
11,14,26,1.847,5,3
10,18,24,1.944,6,2
9,19,21,1.953,7,5
9,21,18,1.905,8,16
9,12,14,1.864,15,9
9,20,12,1.822,29,4
10,30,18,1.846,30,9
10,29,22,1.864,36,8
10,26,17,1.848,60,6
10,24,14,1.767,75,3
11,29,12,1.743,84,2
11,76,32,1.754,53,10
12,58,40,1.78,32,16
11,27,39,1.714,21,19
12,27,46,1.695,10,41
13,28,49,1.701,6,26
12,99,47,1.738,4,17
10,82,42,1.768,8,10
11,81,41,1.769,5,25
11,24,41,1.796,4,26
11,25,40,1.816,3,16
11,58,38,1.852,8,18
11,27,32,1.768,6,14
11,12,19,1.792,10,2
12,39,26,1.834,6,3
11,36,30,1.872,5,8
11,30,29,1.911,6,12
11,33,33,1.92,5,23
12,28,29,1.945,4,11
12,24,28,1.987,6,7
11,30,32,2.026,6,12
12,47,37,2.053,7,21
12,31,31,2.018,15,17
11,22,21,1.949,23,6
10,21,21,1.938,27,11
10,30,31,1.959,23,20
12,36,35,1.971,21,9
13,41,38,1.944,17,7
13,32,19,1.94,83,3
12,31,26,1.919,71,1
14,20,38,1.983,37,1
15,19,39,1.977,26,1
14,17,32,1.988,15,2
13,18,36,1.978,11,9
13,19,38,1.98,8,9
14,19,34,1.989,9,7
13,23,28,1.975,10,6
13,26,32,1.99,5,4
11,22,30,1.999,6,4
10,22,27,2.065,4,4
11,27,27,2.096,5,5
11,27,28,2.111,8,6
13,33,31,2.02,10,12
14,34,24,2.004,20,11
13,26,19,2.028,32,12
12,31,22,2.025,44,9
11,26,32,1.984,53,20
13,52,44,1.958,86,24
14,29,18,1.902,60,8
15,22,17,1.894,63,8
14,63,16,1.847,30,6
14,49,30,1.86,23,9
14,30,38,1.836,10,11
15,28,44,1.844,5,18
14,29,45,1.858,4,24
12,22,44,1.862,4,28
11,14,36,1.864,5,11
11,28,35,1.902,5,15
11,25,32,1.864,4,12
12,17,31,1.86,4,9
12,14,28,1.819,4,9
11,21.18181818,13,1.8,8,2
11,18,13,1.74,6,3
11,18,12,1.747,7,3
11,26,16,1.741,8,12
11,27,12,1.694,10,10
12,24,12,1.688,21,10
12,26,10,1.696,22,8
11,20,13,1.658,22,9
11,26,17,1.623,38,8
11,37,19,1.598,26,5
11,48,17,1.61,16,5
11,29,20,1.643,13,3
10,18,25,1.657,18,6
9,21,35,1.676,11,8
10,27,36,1.685,11,4
10,25,39,1.746,6,3
9,15,31,1.74,8,3
10,22,30,1.782,13,4
9,26,27,1.834,8,2
8,19,31,1.876,7,5
8,15,27,1.899,10,4
10,28,33,1.982,9,15
11,27,35,1.969,7,18
11,26,30,1.971,8,11
11,23,31,2.024,5,10
11,24,28,2.062,7,6
11,29,22,2.061,9,5
11,27,26,2.03,10,6
12,28,16,1.966,19,5
11,20,16,1.968,19,8
11,21,20,1.916,25,9
40,23.77777778,20,1.918,24,2
54,23.77777778,20,1.97,24,1
75,22.95959596,19,1.989,38,5
33.83333333,16,22,0.937,42,1
43.54761905,25,24,0.989,37,2
52.17261905,24,38,1.045,21,4
59.7281746,24,48,1.022,17,8
59.7281746,20,45,1.007,16,6
55.54635642,27,55,0.988,14,9
80,20.875,50,0.994,12,7
80,21.484375,45,0.987,13,5
79,21.15104167,47,0.984,9,6
40,20.75104167,26,0.919,19,3
8,11,29,1.534,21,3
9,20,64,0.99,7,13
80,20.3874053,47,1.03,6,7
9,22,60,1.028,6,8
9,20,67,1.071,7,8
9,20,66,1.076,8,8
10,23,58,1.106,12,6
10,24,58,1.16,3,6
10,25,55,1.204,18,6
12,38,65,1.247,29,17
12,29,77,1.288,17,13
12,27,75,1.214,23,8
14,30,48,1.194,78,12
19,39,35,1.231,180,12
16,20,38,1.107,72,5
15,25.45454545,37,1.114,72,7
14,14,34,1.099,69,6
14,21,41,1.111,62,7
12,20,35,1.116,65,6
12,21,42,1.099,48,7
12,21,45,1.717,29,12
12,17,33,1.054,27,9
14,19,29,1.048,23,6
15,29,42,1.141,12,4
16,32,44,1.138,9,3
18,35,44,1.181,9,2
19,39,48,1.201,10,3
20,40,48,1.25,4,3
20,46,52,1.211,9,8
22,42,51,1.322,11,7
30,59,50,1.354,13,8
30,60,50,1.41,9,8
40,77,21,1.518,92,19
41,65,24,1.487,108,13
47,81,14,1.498,133,9
54,98,13,1.505,138,7
58,101,24,1.538,149,8
62,93,20,1.502,155,9
64,95,25,1.456,142,6
65,96,25,1.51,142,7
62,98,25,1.45,219,11
62,87,22,1.412,227,12
68,116,39,1.466,225,22
50,57,25,1.208,135,10
36,84,14,1.044,84,2
33,82.42857143,9,1.036,83,2
27,80.48979592,3,1,80,2
28,39,3,1.05,81,2
22,69.41690962,1,1.61,79,4
22,58.66690962,2,1.019,74,8
20,55.22246518,1,1.019,76,5
