PM25,PM10,NO2,CO,O3,SO2
6,8,14,0.314,83,2
5,7,11,0.274,92,2
4,7,11,0.18,87,2
4,7,12,0.151,78,2
4,17,14,0.21,85,3
4,10,30,0.217,70,3
5,22,34,0.297,72,4
6,34,31,0.379,73,2
9,40,24,0.374,83,1
13,35,30,0.397,78,1
12,28,37,0.346,64,4
10,32,39,0.323,45,5
9,11,40,0.31,43,3
9,23,44,0.287,39,5
8,29.18181818,35,0.277,45,3
9,19,31,0.284,62,3
10,16,56,0.318,51,6
14,38,75,0.366,32,4
16,34,70,0.379,27,1
13,45,59,0.392,32,2
10,39,47,0.348,31,6
9,31,39,0.311,31,11
9,29,37,0.297,25,9
9,22,31,0.187,25,9
10,25,28,0.179,29,8
11,31,31,0.192,22,9
9,23,26,0.148,25,7
8,22,28,0.175,25,3
11,34,21,0.218,34,2
11,29,34,0.228,23,1
7,21,36,0.229,43,1
6,6,29,0.233,60,1
8,17,46,0.355,47,1
14,24,67,0.59,28,1
10,28,54,0.365,30,2
11,14,50,0.378,33,3
9,11,50,0.43,33,1
8,14,23,0.255,69,2
11,22,65,0.332,26,2
8,19.7,40,0.234,59,3
16,19,45,0.314,65,2
18,19.07,52,0.366,45,1
17,20,74,0.545,30,1
15,23,61,0.548,34,2
16,22,65,0.543,30,2
17,26,58,0.612,38,1
17,20.75875,49,0.784,38,2
15,21.86986111,51,0.453,38,2
18,23.86286111,40,0.368,33,3
17,24.49922475,43,0.405,37,2
14,18,28,0.34,45,3
17,19,31,0.376,45,2
22,29,42,0.432,35,3
18,39,44,0.488,38,4
15,27,54,0.662,33,3
12,43,54,0.715,40,3
8,23,48,0.498,46,3
8,28,45,0.461,47,8
7,24,45,0.52,47,9
9,23,47,0.408,56,11
13,43,60,0.443,53,13
13,29,57,0.422,63,15
13,24,29,0.404,88,6
17,36,47,0.393,68,12
20,49,80,0.53,34,14
20,48,94,0.523,19,13
20,43,87,0.484,17,12
22,45,76,0.419,22,12
26,48,69,0.418,19,7
26,50,65,0.436,17,6
29,58,69,0.751,16,4
32,60,63,0.929,24,3
28,47,55,0.744,19,3
18,27,35,0.404,33,2
11,21,25,0.229,41,5
14,19,36,0.252,25,3
19,38,41,0.324,23,2
18,40,38,0.374,20,6
16,46,35,0.407,20,5
12,37,27,0.334,31,4
11,28,19,0.35,46,6
11,34,23,0.351,40,4
13,24,19,0.306,50,3
10,12,14,0.316,57,2
10,18,11,0.292,58,2
9,12,11,0.35,58,2
11,14,13,1.018,50,2
11,14,31,0.999,36,6
13,17.18181818,51,0.969,14,15
12,12,46,0.952,21,7
10,13,35,0.908,26,6
10,18,33,0.916,27,3
11,33,34,0.91,23,3
10,19,29,1.054,28,2
10,15,22,1.174,30,2
10,12,23,0.88,30,3
11,17,24,0.891,31,4
11,12,31,0.875,24,6
10,22,30,0.887,28,7
8,21,16,0.89,43,3
9,22,17,0.938,35,3
9,23,20,0.968,38,3
10,22,18,1.008,39,2
10,31,16,1.05,45,2
10,17,15,1.046,46,2
11,37,15,1.042,49,3
12,21,15,1.042,49,3
10,17,11,0.999,51,2
10,16,12,0.99,47,2
11,15,12,0.965,46,2
10,16,13,0.961,53,2
10,17,14,0.951,45,2
10,23,21,0.919,31,3
11,20,32,0.922,24,5
11,29,42,0.929,20,7
13,35,43,0.94,18,7
12,26,31,0.931,31,6
11,27,14,0.914,42,2
10,28,15,0.919,43,2
10,24,17,0.877,35,3
10,18,11,0.874,40,2
11,22,7,0.875,48,2
10,28,12,0.876,45,4
10,29,10,0.882,47,3
11,27,20,0.921,35,3
12,33,26,0.967,29,7
13,33,20,1.038,38,4
14,32,19,1.033,47,3
14,33,19,1.035,49,6
14,25,19,1.068,50,7
14,26,15,1.07,46,3
12,19,13,1.02,44,3
11,20,13,0.998,42,2
10,20,13,1.05,41,2
11,17,18,0.999,39,2
12,18,25,1.026,33,2
13,27,23,0.964,34,2
13,35,26,0.962,31,3
14,31,28,0.95,25,3
13,30,38,0.968,18,4
15,25,42,1.007,8,5
16,24,41,1.073,7,4
21,35,38,1.472,9,3
18,31,38,1.019,10,4
18,25,33,0.969,11,2
17,21,33,0.988,7,3
17,30,34,0.998,11,4
18,35,34,1.062,15,3
20,51,32,1.081,15,2
17,33,33,1.053,12,3
18,37,31,1.108,16,2
16,36,30,1.17,16,2
15,23,27,1.105,43,2
16,48,26,1.165,39,2
17,22,19,1.177,55,3
12,13,22,1.134,62,2
11,18,25,1.109,47,3
13,28,20,1.105,49,4
13,22,22,1.145,46,3
14,24,43,1.17,26,2
15,30,46,1.16,27,2
16,36,54,1.164,17,5
16,34,53,1.123,13,5
15,26,44,1.075,17,4
16,35,42,1.051,20,8
14,28,37,0.991,23,9
12,24.81818182,23,0.982,35,4
9,17,18,1.01,38,2
11,17,24,0.959,29,4
10,21,22,0.922,25,4
11,16,23,0.953,29,2
10,13,17,0.974,33,1
10,21,31,0.975,22,3
10,26,31,0.997,28,2
11,37,37,1.002,18,10
11,36,30,1.115,23,3
11,21,25,1.076,29,2
11,17,26,1.055,30,4
11,16,28,1.059,29,10
9,13,17,1.033,42,4
8,25,10,0.997,50,3
6,24,11,1.05,50,3
6,17,16,1.1,41,3
6,17,16,1.1,41,3
8,23,24,1.14,36,3
9,31,33,1.21,22,2
8,24,37,1.18,19,1
16,26.4,47,1.128,36,1
15,25.30909091,51,1.126,35,1
18,25,55,1.269,27,1
20,21,55,1.352,21,1
17,40,45,1.208,22,4
12,42,33,1.112,19,4
8,12,20,0.99,26,2
7,8,15,0.94,28,3
6,23,12,0.959,31,2
9,35,18,1.022,25,2
14,45,24,1.082,24,2
8,22,13,1.034,36,2
8,28,19,1.082,32,3
8,22,17,1.123,42,3
6,17,17,1.18,42,3
8,11,14,1.083,41,4
13,16,29,1.119,35,7
9,59,25,1.09,39,8
7,20,24,1.068,38,4
7,39,17,1.083,37,2
6,12,17,1.06,29,2
8,23,21,1.064,32,3
8,25,24,1.056,28,2
9,14,34,1.11,22,7
11,22,37,1.181,21,4
10,19,34,1.118,22,4
10,23,31,1.078,24,6
9,18,26,1.015,24,6
8,13,21,0.989,30,3
8,8,27,0.979,22,6
7,11,11,0.927,35,2
6,23,11,0.93,32,3
6,18,12,1.018,34,3
5,22,15,1.056,32,3
6,21,23,1.072,24,6
6,24,20,1.111,26,5
7,23,21,1.158,29,11
6,13,14,1.114,39,4
5,6,14,1.13,39,4
9,26,14,1.277,42,6
9,12,11,1.164,45,3
9,9,12,1.139,54,3
10,10,12,1.18,50,2
10,24,20,1.207,44,6
11,19,23,1.168,40,3
12,12,31,1.128,31,7
12,21,24,1.156,60,1
10,14,24,1.21,60,1
7,7,40,1.169,52,1
10,12,51,1.239,33,1
11,20,63,1.351,21,1
15,40,73,1.7,15,1
12,40,60,1.212,14,2
16,65,55,1.224,10,3
10,38,46,1.185,13,2
7,49,23,1.09,15,5
8,24,29,1.112,10,8
8,23,24,1.112,15,6
8,23,24,1.189,15,4
8,29,21,1.241,19,3
8,22,14,1.245,32,4
8,15,16,1.295,35,5
8,18,21,1.269,36,2
8,16,20,1.225,29,3
7,12,21,1.183,30,2
7,18,20,1.173,36,2
6,25,28,1.173,62,1
7,9,64,1.258,33,1
10,13,82,1.383,18,1
11,15,78,1.224,21,2
24,33,94,1.595,11,1
28,43,89,1.749,15,2
26,52,83,1.8,16,1
26,67,77,1.817,20,1
26,50,70,1.858,22,1
32,58,66,1.947,27,1
39,47,67,1.896,21,2
37,57,64,1.732,18,2
32,49,61,1.652,18,2
13,27,39,1.194,41,1
6,6,14,1.042,60,1
7,9,25,1.076,48,2
9,20,42,1.125,37,4
8,11,37,1.195,38,2
8,16,42,1.23,32,1
8,26,44,1.255,32,2
6,26,43,1.31,32,2
9,19,32,1.171,41,8
8,19,23,1.153,51,5
9,20,17,1.109,49,2
7,19,17,1.17,50,2
8,28,22,1.128,40,4
8,29,32,1.16,30,5
10,21,39,1.201,20,3
10,23,34,1.165,18,2
12,28,38,1.18,16,3
9,20,35,1.114,18,3
9,18,30,1.11,21,2
8,16,23,1.133,22,2
8,10,14,1.114,33,2
8,9,11,1.021,34,2
8,9,8,0.976,43,2
7,14,9,0.97,47,2
8,15,19,0.992,41,6
7,10,23,0.992,40,8
8,21,26,1.026,37,8
9,30,29,1.066,31,9
8,24,22,1.131,41,6
8,30,17,1.167,43,2
8,21,15,1.157,49,2
7,21,14,1.2,48,2
9,29,16,1.149,50,2
9,29,17,1.169,48,3
9,22,17,1.188,44,3
10,25,18,1.166,45,2
10,34,23,1.165,38,3
11,31,31,1.168,36,4
11,41.81818182,37,1.139,68,2
21,44,74,1.278,29,2
27,53,81,1.469,26,2
27,64,73,1.548,27,2
27,67,66,1.598,27,5
19,62,52,1.362,22,8
13,38,38,1.136,21,7
11,27,28,1.053,27,4
10,19,18,1.011,38,2
9,22,14,0.995,45,3
8,22,9,0.985,53,2
8,19,9,0.995,50,2
8,31,19,1.018,40,5
8,19,25,1.02,38,2
8,26,31,1.113,31,4
8,23,29,1.112,29,5
8,25,27,1.17,36,2
7,24,27,1.23,35,2
7,24,27,1.23,35,2
9,12,57,1.22,27,1
13,20,60,1.302,23,1
15,34,52,1.437,26,1
13,34,55,1.407,19,2
20,56,57,1.648,17,2
27,52,59,1.79,13,2
40,64,62,1.988,15,2
54,83,77,2.095,21,5
50,75,70,1.912,19,6
32,46,58,1.54,17,3
13,45.77777778,31,1.127,18,2
11,41.77777778,17,1.507,27,2
11,39.14141414,16,1.046,36,1
10,11,19,1.054,32,1
9,11,17,1.05,32,1
9,14,16,1.019,29,1
9,16,17,1.032,26,2
9,23,22,1.045,23,2
11,35,24,1.126,22,1
13,38,30,1.182,12,2
10,31,26,1.057,20,4
11,16,25,0.829,23,6
9,18,21,0.934,35,5
9,13,17,1.029,38,3
9,20,22,1.178,36,13
8,23,22,1.334,35,8
8,28,18,1.138,41,4
9,20,19,1.06,38,3
9,23.18181818,23,1.184,35,3
9,38,33,1.229,21,3
9,33,36,1.287,22,2
7,18,36,1.178,19,5
7,22,34,1.107,13,5
8,22,36,1.111,13,10
11,14,39,1.187,13,6
14,25,37,1.227,17,5
11,23,34,1.058,13,7
11,18,29,1.015,16,6
11,31,20,0.992,33,4
8,25,11,0.811,55,1
9,14,22,0.882,36,1
11,30,32,0.936,27,1
9,50,28,0.938,28,2
7,35,23,0.95,31,3
5,13,14,1.02,44,5
5,15,12,1.186,43,2
5,9,11,1.137,44,2
6,20,9,1.008,46,2
5,16,12,0.619,45,3
3,11,10,0.626,46,4
3,17,8,1.301,49,2
3,23,12,0.98,43,2
4,24,21,0.797,36,6
6,23,24,0.893,29,6
7,35,33,0.785,23,5
5,11,30,0.919,20,5
4,19,24,1.336,25,2
5,13,26,0.648,22,4
4,5,26,0.797,18,7
5,11,23,1.441,23,7
5,12,21,0.843,30,6
5,11,12,0.608,32,3
5,12,7,0.731,35,2
5,15,8,0.958,41,2
5,15,12,1.434,31,4
5,19,19,1.461,27,6
5,19,22,1.555,25,5
6,25,24,1.587,22,12
6,17,23,1.241,33,9
6,10,19,1.221,49,8
5,7,17,1.07,44,8
10,14,18,2.115,70,5
10,12,14,3.1,84,4
8,8,14,1.207909091,83,4
8,12,12,1.11,65,5
7,18,13,0.282,49,4
7,19,17,0.311,44,3
8,11,29,0.656,33,5
9,16,27,0.594,28,3
9,16,27,0.63,28,3
10,14,29,0.327,23,5
8.625,15.57142857,21,0.121,25,5.75
9,15,21,0.05,25,5
9.513888889,15.94642857,24,0.202,15,9.083333333
9.913888889,17.2797619,27,0.11,12,10.58333333
10.73207071,18.4797619,31,0.102,12,11.85606061
10,21.66158009,33,0.247,11,18
10,10,31,0.249,15,13
12,30,33,0.443,13,24
12,23,31,0.498,21,20
18,28,33,0.418,23,17
31,51,48,0.49,25,23
35,55,52,0.7,39,17
36,50,39,1.103,67,13
37,44,31,1.466,99,11
30,43,32,1.365,105,14
38,64,32,0.978,129,14
38,56,29,0.559,156,12
36,55,29,0.46,156,12
25,53,22,1.036,123,6
20,27,26,0.991,87,5
17,24,23,0.619,87,3
15,42,44,0.775,51,7
14,41,45,0.84,51,7
14,23,59,1.56,37,9
10,26.4,26,1.515,34,4
8,12,26,1.58,35,4
9,22.58181818,27,2.156,29,7
9,9,37,1.471,24,15
9,9,38,1.457,20,21
10,24,38,1.298,18,32
10,16,37,1.518,19,27
10,22,36,1.136,17,26
11,29,31,1.317,18,15
11,19,32,1.423,23,22
13,26,37,2.504,25,26
13,17,33,2.163,41,21
13,22,20,1.257,67,8
12,16,20,1.23,67,8
14,35,21.90909091,1.980727273,44.09090909,10.54545455
10,15,10,2.002,59,3
9,10,10,2.334,58,3
10,20.81818182,12,2.483,52,3
10,21,16,2.53,41,4
8,20,20,2.545,34,3
8,28,23,2.827,28,3
10,25,30,2.802,25,3
10,20,29,2.149,26,3
10,12,30,1.491,23,5
9,19,18,1.537,33,2
10,15,29,1.305,21,9
10,19.45454545,26,1.416,26,7
9,19,13,1.384,36,3
9,21,15,1.239,35,4
9,25,6,0.92,45,2
11,16,7,1.197,37,4
13,14,10,0.96,42,2
12,28,14,0.891,40,2
12,13,17,0.992,35,4
12,13,23,1.142,32,8
12,20,13,1.454,43,5
10,18,13,1.43,43,6
10,14,9,1.156,51,2
10,17,9,1.411,46,3
8,18.72727273,10,1.769,45,2
7,9,10,1.81,46,3
7,19,10,2.48,43,3
9,30,15,1.082,41,3
8,31,14,0.229,40,2
10,22,19,0.451,38,3
10,17,29,0.735,34,3
9,11,29,0.73,32,5
9,18,38,1.841,26,8
11,20,38,2.283,26,5
10,20,38,2.33,25,5
10,17,24,2.697,28,3
10,16.1,27,1.983,25,4
11,16.37272727,24,2.077,28,5
10,19,14,2.027,37,3
8,17,12,2.326,35,4
9,12,25,2.389,23,4
7,10,25,2.45,23,5
9,20,19,2.405,34,4
8,16,13,1.574,43,4
8,18,12,1.202,47,3
8,21,8,0.871,49,2
8,24,10,1.364,51,3
9,14,9,1.999,54,4
9,19,8,6.114,53,2
9,22.54545455,8,3.791,63,2
9,26,10,1.575,67,2
9,20,15,0.465,60,3
9,32,21,0.792,45,5
11,28,28,0.755,34,5
13,30,32,0.782,36,3
11,16,38,0.738,28,3
12,22,35,0.733,33,4
12,13,24,0.697,31,3
12,17,27,0.706,24,3
11,16,28,0.74,23,3
11,16,34,0.665,20,10
11,16,23,0.651,28,4
10,15,23,0.68,28,5
11,16,26,0.69,20,5
11,14,27,0.69,19,5
11,18,28,0.68,16,6
12,17,25,0.68,17,5
12,21,23,0.68,19,6
11,14,21,0.7,27,10
10,14,14,0.72,47,4
9,9,10,0.68,48,3
10,18,23,0.71,72,10
10,22,26,0.71,66,15
9,13,26,0.7,80,16
8,17,11,0.67,81,3
10,42,16,0.71,82,6
10,42,16,0.71,82,6
9,19,18,0.74,57,5
10,18,28,0.73,33,5
10,19,33,0.7,19,4
12,33,36,0.71,22,6
9,24,35,0.7,12,9
9,20,33,0.67,20,9
9,16,31,0.68,20,8
8,10,15,0.674545455,34,3
9,13,23,0.66,32,4
9,24,31,0.67,18,6
10,12,27,0.65,26,5
9,12,30,0.63,23,8
8,12,16,0.62,34,4
7,20,12,0.63,40,3
7,18,16,0.63,33,6
6,16,11,0.66,45,3
6,7,11,0.68,46,3
6,11,10,0.7,48,4
6,8,10,0.69,42,3
6,8,8,0.69,50,3
6,22,10,0.69,55,4
4,7,11,0.68,61,3
5,6,10,0.68,55,2
5,6,10,0.68,55,2
5,12,15,0.68,45,4
5,24,19,0.67,34,4
6,41,20,0.68,32,3
5,11,23,0.67,28,7
5,10,26,0.65,23,11
5,31,18,0.64,28,6
4,29,16,0.62,35,4
4,16,19,0.65,31,6
4,6,18,0.61,30,10
4,14,16,0.59,28,8
5,29,14,0.59,39,6
5,3,14,0.59,36,10
5,15,12,0.6,35,10
5,15,18,0.61,31,15
5,15,20,0.65,33,17
6,13,21,0.69,37,14
7,14,17,0.7,43,8
8,18,14,0.66,60,5
10,18,15,0.72,73,4
11,30,11,0.63,70,3
10,26,13,0.65,67,7
8,25,11,0.65,66,3
8,8,15,0.62,59,2
8,13,15,0.63,53,2
8,16,27,0.63,40,3
6,32,23,0.66,41,3
5,32,18,0.67,40,4
5,22,11,0.67,44,3
5,17,13,0.685454545,37,4
4,16,9,0.68,39,3
4,16,9,0.68,39,3
5,21,13,0.72,31,5
6,26,29,0.76,17,11
7,21,26,0.82,23,8
7,28,30,0.81,21,13
8,20,25,0.75,31,7
21,23.1,15,0.721,35,4
12,23.91818182,12,0.669,35,4
12,23,13,0.679,34,5
11,21,14,0.673,30,3
9,22,19,0.709,29,2
9,33,22,0.695,53,2
11,25,45,0.713,58,1
19,66,83,0.897,18,1
25,48,87,1.053,13,2
26,58,85,1.068,13,1
28,68,84,1.249,17,1
29,70,76,1.179,16,1
37,112,67,1.143,12,3
33,104,60,1.124,13,3
32,93,52,1.122,20,4
41,121,50,1.136,19,2
35,82,50,1.152,17,2
33,63,50,1.167,24,2
35,62,49,1.142,22,2
27,68,43,0.971,19,4
14,30,23,0.727,30,5
11,19,14,0.683,37,4
11,20,14,0.688,50,4
10,16,10,0.654,61,2
10,34,9,0.643,47,4
9,17,7,0.639,56,2
8,22,8,0.675,54,2
8,23,13,0.683,53,3
7,14,12,0.717,59,2
7,22,15,0.692,40,2
8,29,19,0.7,38,3
8,33,22,0.674,31,2
7,15,29,0.674,20,6
8,44,37,0.694,17,7
8,20,31,0.702,18,3
8,21,31,0.695,27,3
9,25,30,1.252,19,5
10,32,31,0.662,23,7
10,19,28,0.651,23,6
9,30,16,0.606,38,4
9,26,17,0.625,31,5
10,21,25,0.642,22,8
10,20,24,0.682,30,8
10,25,18,0.702,34,7
9,24,10,0.699,45,2
8,28,8,0.675,51,2
8,28,8,0.677,56,2
8,15,7,0.732,54,2
6,58,14,0.75,55,4
7,41,12,0.71,57,2
7,31,16,0.76,54,2
8,21,23,0.73,46,3
8,21,23,0.73,46,3
9,10,30,0.72,32,8
9,10,30,0.72,32,8
8,16,20,0.72,45,5
8,16,29,0.68,32,11
9,24,52,0.69,10,19
9,36,33,0.76,14,4
9,36,33,0.76,14,4
10,29,37,0.82,22,8
9,26,34,0.69,26,15
7,14,20,0.79,45,4
2,2,23,0.75,57,1
4,32,47,0.788,38,1
6,36,64,0.868,31,2
7,18,65,0.87,30,2
7,34,80,0.878,15,6
7,49,97,0.951,9,14
6,42,94,0.909,10,15
6,36,86,0.916,11,11
9,42,76,0.993,11,3
11,33,78,0.967,7,10
11,28,84,0.924,11,17
11,25,78,0.926,13,18
8,41,75,1.02,9,3
13,46,72,0.952,19,14
12,38,67,0.869,16,11
10,33,65,0.767,18,9
12,33,60,0.798,20,7
10,32,59,0.83,19,7
10,35,55,0.766,34,6
9,20,44,0.791,44,4
11,31,62,0.839,29,5
11,26,51,0.832,42,4
13,24,43,0.838,51,2
14,20,44,0.97,50,2
14,20,44,0.97,50,2
8,11,16,0.82,107,2
10,27,54,0.83,62,8
10,27,54,0.83,62,8
12,27,53,0.86,64,8
11,24,60,0.88,48,5
9,26,57,0.86,50,4
9,20,46,0.83,50,2
10,26,42,0.84,50,2
12,29,40,0.85,43,2
14,39,75,0.95,12,1
18,37,59,0.93,22,2
24,49,62,0.98,21,3
23,49,57,0.95,23,6
22,53,59,0.96,22,5
21,60,62,1,21,7
9,48,75,0.95,17,14
9,47,63,0.95,29,13
20,74,58,1.1,37,20
34,92,67,1.23,79,36
32,44,34,1.18,121,18
36,61,19,1.18,156,10
38,64,14,1.16,160,5
56,151,60,1.44,187,24
59,111,37,1.36,240,21
73,144,37,1.36,290,29
82,152,69,1.38,261,31
82,152,69,1.38,261,31
89,125,83,1.36,258,42
88,132,84,1.34,266,35
90,128,42,1.32,306,22
89,138,41,1.35,256,21
55,84,38,1.2,145,11
29,58,24,0.95,89,3
24,33,32,0.92,69,1
18,26,17,0.86,70,1
14,20,8,0.81,82,1
11,15,7,0.76,80,1
12,17,6,0.76,78,2
11,15,5,0.76,77,2
9,13,6,0.75,77,2
11,14,12,0.79,77,2
14,25,25,0.87,67,3
17,31,21,0.912,77,4
15,22,24,0.936,85,5
14,21,24,0.9,85,5
15,24,25,0.932,93,3
14,28,21,0.907,99,2
15,21,26,0.916,98,2
17,32,28,1.475,95,2
19,39,44,0.954,72,3
20,45,42,0.98,72,2
22,42,47,1.001,75,2
23,36,53,0.926,56,3
21,43,47,0.873,65,3
20,37,52,0.887,57,4
20,38,29,0.857,74,4
21,37,15,0.863,85,2
20,34,13,0.848,86,2
20,28,11,0.843,88,2
16,17,10,0.806,77,3
16,17,11,0.785,73,4
16,19,10,0.779,77,4
14,20,8,0.77,67,4
15,21,15,0.798,63,4
15,32,20,0.844,53,3
16,38,27,0.902,44,2
16,37,27,0.956,40,2
15,25,30,0.92,44,2
17,18,34,0.93,51,2
19,25,35,0.928,64,3
20,33,27,0.932,73,3
22,34,21,0.937,91,3
22,31,19,0.958,105,2
24,48,22,0.988,121,2
25,70,35,1.012,114,4
29,64,72,1.058,74,8
33,69,87,1.035,56,15
42,74,91,1.059,46,15
44,78,94,1.048,23,14
40,55,59,1.014,57,5
33,49,32,0.956,79,4
33,58,28,0.964,64,3
29,43,22,0.941,66,3
26,28,13,0.895,74,3
27,34,11,0.877,83,4
27,30,13,0.861,70,4
23,38,10,0.842,72,3
21,36,16,0.877,75,2
18,39,25,0.921,54,2
18,24,22,0.894,57,2
19,27,20,0.934,59,2
19,26,20,0.94,66,2
20,28,29,0.894,62,2
19,25,30,0.919,61,2
18,24,32,0.918,58,2
18,30,35,0.943,59,3
18,27,29,1.437,66,2
19,36,24,0.975,74,2
20,51,38,0.967,67,2
19,34,49,0.99,55,2
20,38,54,0.966,52,2
23,48,68,0.999,35,2
23,48,64,1.017,34,3
24,40,59,0.992,49,3
27,45,35,0.955,71,4
30,58,34,0.949,72,4
27,30,16,0.907,91,5
31,38,10,0.898,97,4
35,52,11,0.893,89,4
34,52,12,0.879,88,4
31,47,13,0.884,78,3
31,50,17,0.895,79,2
38,65,31,0.973,65,2
43,90,58,1.1,35,3
46,83,73,1.171,28,3
44,83,73,1.19,29,3
42,52,48,1.162,111,4
52,64.18181818,47,1.207,162,4
54,72,29,1.18,199,5
41,44,18,1.046,192,4
31,38,19,0.985,169,4
32,49,21,1.003,164,4
36,80,36,1.053,162,4
39,84,80,1.083,108,7
40,62,99,1.109,71,5
39,80,58,1.065,99,4
38,98,71,1.089,81,4
37,92,60,1.062,87,5
37,67,37,1.031,112,6
40,90,39,1,118,6
38,90,40,1.03,117,6
41,101,113,1.103,30,3
48,123,110,1.203,21,4
58,132,108,1.179,20,5
59,139,98,1.228,20,4
56,110,66,1.266,42,6
62,104,83,1.347,39,7
62,92,78,1.322,80,7
66,73,51,1.213,148,7
67,94,32,1.199,200,8
66,94,21,1.202,227,7
61,71,20,1.134,223,6
59,66,20,1.16,222,5
53,106,23,1.13,203,5
48,97,29,1.582,182,5
45,71,32,1.143,148,5
44,94,40,1.054,120,3
38,103,32,1.1,99,2
39,64,54,1.107,75,2
39,65,86,1.303,46,3
39,57,96,1.456,34,4
38,60,89,1.131,45,5
42,79,36,1.076,101,6
45,68,21,1.065,118,6
47,91,30,1.063,94,5
46,97,53,1.098,66,5
44,97,54,1.13,66,4
37,47,34,0.963,80,3
