PM25,PM10,NO2,CO,O3,SO2
8,11,11,1.324,26,3
10,16,19,1.341,27,3
11,16,24,1.389,21,3
10,19,27,1.428,18,3
11,21,48,1.501,11,3
12,20,26,1.528,17,2
15,24,30,1.548,23,3
23,34,38,1.569,29,3
21,35,29,1.542,32,4
18,32,34,1.477,43,4
16,33,39,1.472,40,4
20,41,51,1.55,42,3
22,43,50,1.631,26,4
21,51,50,1.653,15,3
19,42,48,1.651,13,4
21,43,48,1.648,14,9
19,35,37,1.547,23,7
14,20,31,1.471,22,4
13,16,19,1.435,26,4
12,12,10,1.38,45,3
12,26.54545455,11,1.365,40,4
14,15,18,1.381,31,5
13,22,14,1.393,42,4
15,22,15,1.403,45,3
19,29,17,1.437,37,3
21,36,25,1.448,37,4
28,42,35,1.483,31,4
24,42,31,1.496,38,4
23,46,36,1.501,24,4
17,38,41,1.527,32,2
18,32,39,1.584,32,3
16,23,28,1.588,29,4
16,24,40,1.577,29,2
16,24,48,1.578,26,2
20,31,39,1.563,39,2
19,34,43,1.632,27,3
22,52,69,1.63,25,4
29,66,73,1.771,15,5
32,65,74,1.847,15,6
33,62,57,1.796,14,6
35,60,49,1.818,20,5
32,55,47,1.745,16,5
28,47,37,1.667,17,5
27,41,29,1.638,19,4
25,38,26,1.587,18,5
25,35,21,1.572,17,6
27,48,27,1.596,20,6
26,52,39,1.639,17,8
22,51,37,1.629,16,5
33,44,47,1.717,15,5
32,48,35,1.708,19,5
32,62,46,1.697,20,7
30,57,36,1.683,38,6
31,66,39,1.658,47,4
30,73,47,1.646,29,5
14,40.63636364,30,1.434,35,3
13,17,23,1.385,40,3
10,18,24,1.355,40,2
8,16,39,1.42,58,4
8,16,39,1.42,58,4
9,30,69,1.55,37,4
9,30,72,1.63,36,5
9,25,74,1.55,32,4
9,22,57,1.55,49,4
7,18,47,1.48,57,4
3,5,17,1.31,79,4
4,3,18,1.23,76,5
4,6,17,1.24,77,4
5,7,23,1.25,70,6
6,9,31,1.27,62,5
6,7,25,1.29,64,5
7,7,28,1.31,64,6
7,9,28,1.32,61,7
7,14,42,1.36,45,5
5,9,47,1.34,48,4
5,8,62,1.36,39,4
7,15,52,1.69,16,3
6,10,29,1.497,33,2
6,8,52,1.51,53,4
7,8,53,1.493,16,3
7,8,69,1.5,33,5
7,8,69,1.5,33,5
5,16,44,1.409,25,3
5,12,30,1.44,44,2
7,14,43,1.445,26,3
10,23,42,1.515,17,5
8,26,27,1.458,27,3
8,10,19,1.324,42,3
10,19,18,1.331,32,4
7,8,12,1.323,33,3
5,11,14,1.3,43,3
6,6,11,1.269,50,3
8,10,13,1.28,42,3
10,15,11,1.301,43,5
12,22,11,1.344,28,4
12,26,15,1.37,35,4
10,16,20,1.329,32,5
9,15,24,1.308,38,3
6,11,18,1.259,38,2
5,22,15,1.221,54,3
5,33,9,1.209,46,3
5,24,11,1.195,40,3
5,47,12,1.18,48,4
4,29,19,1.168,48,4
4,14,13,1.16,48,3
4,20,16,1.146,36,4
4,23,17,1.143,41,3
4,40,16,1.151,34,2
5,34,14,1.161,35,3
6,24,23,1.174,30,3
5,47,16,1.175,36,2
4,28,20,1.166,30,3
4,26,19,1.195,27,3
4,22,14,1.186,23,3
6,29,21,1.229,19,2
6,26,16,1.206,22,3
6,24,16,1.192,22,4
6,25,15,1.182,19,3
6,24,15,1.168,23,3
7,29,15,1.182,21,5
7,25,24,1.177,22,5
7,34,33,1.186,20,5
6,37,31,1.207,27,4
4,12,33,1.19,44,3
6,15,37,1.258,35,3
9,20,37,1.343,29,3
11,24,49,1.437,19,2
8,23,40,1.394,28,3
8,23,54,1.41,44,4
5,16.18181818,21,1.208,37,2
6,7,21,1.223,35,3
8,13,52,1.314,25,3
8,14,41,1.325,22,2
8,15,42,1.383,23,2
8,12,64,1.43,14,2
12,28,49,1.526,11,3
11,22,45,1.555,17,3
13,19,37,1.484,21,3
10,13,22,1.423,21,3
9,17.72727273,19,1.325,37,3
9,12,13,1.289,35,3
8,11,21,1.286,23,3
8,15,13,1.299,29,4
6,18,16,1.313,27,4
8,30,25,1.374,18,3
6,32,35,1.465,13,3
9,111,44,1.542,18,2
15,30,39,1.565,23,4
13,34,43,1.522,26,5
10,20,30,1.368,43,3
10,18,40,1.38,63,6
11,31,22,1.317,47,4
12,42,27,1.29,40,4
17,68,42,1.345,30,5
21,66,45,1.41,44,5
23,79,66,1.526,21,4
21,67,56,1.517,24,4
20,42,61,1.429,10,6
21,44,52,1.398,11,5
20,48,40,1.398,11,4
18,48,51,1.442,6,5
19,53,42,1.515,6,4
23,47,39,1.512,8,4
21,55,47,1.504,7,4
29,68,39,1.644,13,6
24,68,41,1.701,10,5
21,60,51,1.603,11,6
22,46,43,1.601,8,4
20,38,43,1.605,12,5
21,42,38,1.713,12,3
17,29,48,1.682,8,3
10,48,43,1.555,10,3
9,49,33,1.503,18,3
8,12,29,1.368,23,3
8,39,20,1.283,25,3
9,72,24,1.298,21,3
9,47,34,1.364,23,3
10,42,53,1.38,42,4
11,22,31,1.332,34,3
11,31,20,1.205,17,2
12,17,24,1.207,15,3
12,24,35,1.201,13,3
11,21,31,1.184,10,3
14,37,34,1.269,7,5
17,47,36,1.381,6,3
18,31,32,1.352,3,4
16,31,32,1.33,3,3
14,27,26,1.268,15,3
17,28,32,1.341,5,6
16,29,27,1.307,4,5
16,29,41,1.32,6,7
15,23,39,1.34,7,6
14,42,38,1.35,7,5
12,31,39,1.51,10,5
12,33,42,1.58,13,4
12,12,37,1.38,27,4
10,21,31,1.23,32,4
10,40,35,1.23,38,4
10,35,32,1.22,37,6
9,55,33,1.19,34,9
10,26,30,1.18,41,4
9,41,29,1.18,40,4
8,43,29,1.13,31,5
8,43,29,1.13,31,5
8,32,30,1.15,30,4
8,40,43,1.17,18,4
9,28,51,1.19,8,5
10,30,42,1.18,14,4
12,27,41,1.18,13,4
11,29,35,1.16,19,5
11,29,35,1.16,19,4
12,26,45,1.18,11,4
11,22,46,1.2,8,4
11,16,37,1.2,16,5
10,20,35,1.18,22,5
10,23,29,1.17,27,4
10,28,30,1.17,25,5
11,29,40,1.22,16,6
11,18,45,1.24,16,6
12,44,19,1.31,26,3
11,33,18,1.294,23,3
11,58,17,1.289,29,2
11,35,16,1.257,32,3
12,35,23,1.239,30,4
12,44,20,1.233,30,7
12,42,35,1.24,47,8
13,50,22,1.23,28,3
13,40,41,1.243,14,7
14,40,44,1.265,10,6
13,31,43,1.265,8,3
15,34,47,1.299,3,5
13,34,36,1.286,3,7
15,36,43,1.352,5,3
14,24,37,1.306,4,4
17,43,37,1.296,3,6
18,39,35,1.283,3,4
20,39,26,1.307,4,4
21,48,29,1.317,7,8
21,50,31,1.391,7,5
24,50,25,1.447,6,5
35,85,31,1.633,14,7
29,56,33,1.577,14,9
25,34,30,1.381,29,4
25,31,41,1.39,52,6
12,64,24,1.203,26,3
12,41,23,1.191,26,4
11,47,18,1.183,32,3
11,39,27,1.183,25,4
6,89,14,1.14,32,4
9,75,48,1.327,21,3
12,42,26,1.406,24,3
14,61,42,1.506,29,4
17,35,54,1.586,15,3
18,43,68,1.633,10,4
19,43,39,1.551,6,5
19,47,52,1.524,8,5
13,20,37,1.342,7,9
16,34,36,1.416,9,5
24,52,48,1.565,11,6
25,40,49,1.48,15,9
12,25,27,1.25,25,5
7,25,16,1.185,29,3
6,6,16,1.192,20,3
7,8,16,1.236,19,3
8,17,22,1.28,21,2
8,31,27,1.331,10,3
5,33.27272727,30,1.357,9,5
5,97,28,1.314,10,2
6,65,26,1.219,8,2
7,37,14,1.129,22,3
8,24,13,1.107,22,3
7,31,10,1.094,20,2
8,114,10,1.1,32,2
8,53,18,1.11,48,4
8,17,21,1.13,43,3
8,17,21,1.13,43,3
8,27,27,1.15,30,4
9,18,35,1.16,20,4
7,31,34,1.15,58,4
7,28,27,1.213,31,3
8,21.81818182,23,1.244,39,2
7,15,24,1.252,31,3
9,14,30,1.348,19,3
11,26,41,1.428,12,3
15,22,43,1.464,8,3
16,25,26,1.449,11,2
18,38,37,1.471,8,3
17,38,30,1.469,9,3
18,43,23,1.486,8,2
16,56,25,1.527,8,2
16,47,40,1.649,9,4
15,80,37,1.518,16,3
7,28,22,1.174,17,5
7,11,27,1.19,29,7
6,47,21,1.147,20,2
6,90,18,1.132,24,3
7,33,24,1.174,10,9
8,28,32,1.196,10,9
8,27,32,1.24,10,4
7,17,23,1.248,8,3
7,15,27,1.223,7,2
7,17,34,1.232,5,3
9,23,43,1.33,3,3
10,30,38,1.401,6,3
15,54,40,1.647,7,5
14,33,34,1.471,6,6
12,26,25,1.352,14,5
15,31,40,1.415,7,7
18,37,35,1.478,10,8
18,36,29,1.475,7,5
17,42,27,1.515,7,6
17,51,22,1.531,8,4
18,45,20,1.761,9,3
7,31,26,1.343,8,2
7,21,31,1.284,9,2
8,37,37,1.536,4,2
6,120,24,1.483,11,3
6,86,37,1.49,18,4
5,119,16,1.177,22,3
8,53.72727273,23,1.225,18,3
8,30,27,1.224,21,5
8,41,18,1.165,26,3
8,45,30,1.203,24,2
9,34,26,1.214,19,3
10,27,28,1.236,9,3
9,29,24,1.199,13,3
9,22,37,1.21,26,4
7,15,42,1.262,17,3
6,26.18181818,31,1.268,24,3
8,23,47,1.325,12,2
10,15,43,1.414,6,2
10,23,40,1.487,5,3
11,21,61,1.491,5,3
15,34,45,1.577,5,3
8,26,21,1.294,28,4
5,8,14,1.253,27,3
6,37,22,1.517,23,2
7,66,32,1.572,14,3
8,72,35,1.554,14,3
7,63,31,1.447,9,3
9,37,23,1.307,19,4
11,31,25,1.334,22,4
10,44,16,1.282,33,4
8,25,28,1.306,30,3
7,16,20,1.262,31,3
7,7,23,1.288,38,3
5,5,23,1.26,40,3
7,16,56,1.651,16,3
8,17,72,1.611,15,2
12,23,78,1.648,8,3
19,38,84,1.767,6,3
35,65,75,1.926,17,4
33,59,76,1.793,14,5
25,40,49,1.629,19,4
21,40.09090909,40,1.568,15,3
19,31,26,1.551,18,2
23,39,47,1.646,12,3
26,36,35,1.689,13,4
33,43,39,1.735,11,5
34,50,44,1.805,9,4
43,75,54,2.184,15,5
39,65,52,1.931,15,7
33,69,64,1.845,16,6
26,73,61,1.741,18,5
25,43,62,1.747,29,3
26,42,85,1.75,45,6
25,36,43,1.473,79,5
13,40,21,1.295,71,8
7,27,28,1.236,24,6
8,24,32,1.24,39,8
9,60,24,1.229,25,5
10,20,35,1.297,15,4
11,31,52,1.33,9,5
12,31,56,1.363,6,8
12,31,52,1.31,5,16
13,29,42,1.375,6,11
12,24,42,1.323,6,7
10,18,35,1.293,4,7
8,13,34,1.253,5,5
7,19,26,1.236,7,5
7,9,25,1.228,6,4
6,9,16,1.186,19,3
6,17,12,1.184,21,2
6,22,14,1.194,24,3
6,12,13,1.211,19,3
6,14,16,1.219,16,2
6,32,15,1.242,16,3
6,36,21,1.246,19,3
6,15,14,1.244,22,3
6,11,23,1.25,39,4
7,30,20,1.234,25,2
6,27,20,1.235,17,3
7,27,21,1.241,22,4
8,24,26,1.23,21,3
9,27,37,1.272,10,2
8,39,27,1.253,25,4
7,33,20,1.285,48,3
9,27,32,1.404,31,3
16,29,72,1.589,11,3
16,39,43,1.578,18,4
27,63,47,1.732,19,6
26,55,37,1.703,22,5
24,50,31,1.637,22,6
29,57,34,1.627,16,8
30,67,44,1.641,9,6
22,38,38,1.564,16,5
20,42,41,1.563,10,4
15,28,31,1.48,18,3
13,21,33,1.494,16,3
14,23,24,1.531,18,4
12,37,57,1.668,9,3
10,26,51,1.59,12,3
10,23,44,1.591,19,2
10,19,64,1.6,25,4
10,19,64,1.6,25,4
11,30,62,1.55,31,4
13,41,53,1.701,16,4
18,39,54,1.675,25,3
23,46,50,1.616,27,3
33,56,58,1.828,23,4
43,85,60,2.023,25,5
36,81,51,1.928,27,6
22,41,50,1.652,14,5
21,52,44,1.849,12,4
21,61,50,1.88,9,4
8,17,22,1.363,16,3
7,38.81818182,16,1.293,18,2
8,9,15,1.345,21,3
13,26,28,1.545,17,3
10,17,16,1.448,19,2
9,15,19,1.445,16,3
10,23,18,1.498,15,3
12,35,28,1.567,10,4
15,35,35,1.572,11,3
17,48,43,1.592,15,3
9,21,22,1.384,22,3
9,24,13,1.321,26,2
10,26,14,1.284,30,4
8,21,13,1.248,29,3
8,30,14,1.243,37,4
10,43,15,1.235,42,4
10,26,14,1.235,39,4
9,44,17,1.23,32,3
10,26,23,1.243,28,4
10,27,22,1.239,19,4
12,32,27,1.28,17,4
14,35,31,1.317,12,4
12,16,30,1.294,6,4
13,31,39,1.272,6,6
13,20,31,1.282,9,5
12,17,23,1.261,15,3
13,17,18,1.26,19,4
14,34,34,1.395,6,4
18,42,25,1.492,8,3
19,52,22,1.456,8,4
8,17,21,1.239,16,3
7,9,17,1.232,14,2
7,21,27,1.323,15,2
8,46,33,1.382,16,3
8,30,27,1.278,24,7
8,21,17,1.267,20,3
7,15,22,1.173,39,4
8,26,18,1.087,54,3
8,31,20,1.046,43,9
8,30,23,0.99,42,8
8,23,26,1,61,11
8,13,31,0.956,17,11
8,69,27,0.993,21,6
8,22,28,1.057,18,3
9,17,23,1.132,13,3
8,21,23,1.175,11,3
9,19,32,1.249,5,5
9,18,51,1.306,4,5
8,11,44,1.289,3,5
7,11,26,1.267,3,5
7,10,34,1.281,3,4
7,17,26,1.257,5,3
8,22,34,1.296,5,4
9,20,37,1.337,5,7
9,25,31,1.306,5,5
8,30,31,1.297,6,6
9,29,26,1.422,8,5
8,43,27,1.325,12,4
7,33,26,1.241,21,4
6,25,22,1.172,28,3
6,16,28,1.18,45,4
9,59,20,1.075,47,4
12,36,17,1.068,72,5
13,26,24,1.08,127,6
22,61,15,1.1417,86,5
29,103,19,1.146972727,96,5
21,88,41,1.06,41,6
17,54,52,1.11,31,6
16,46,47,1.175,28,5
15,46,53,1.256,11,6
13,39,49,1.299,7,5
12,49,52,1.342,5,5
12,49,72,1.35,7,7
10,27,49,1.432,2,11
11,35,38,1.379,6,7
22,32,17,1.319,50,3
20,39,24,1.353,31,3
19,53,57,1.391,14,3
15,59,36,1.437,5,5
15,45,31,1.481,4,5
19,40,38,1.512,8,7
32,59,54,1.516,17,30
46,77,53,1.609,47,21
64,120,40,1.652,91,23
60,74,26,1.541,92,23
46,80,16,1.368,111,16
37,61,18,1.234,124,14
33,53,13,1.151,102,9
33,46,21,1.16,177,11
33,97,24,1.128,92,7
43,117,26,1.225,90,8
32,109,46,1.293,63,8
25,67,46,1.284,29,6
25,62,72,1.29,63,9
21,33,71,1.3,34,7
22,66,62,1.446,7,8
22,66,84,1.46,14,11
20,46,55,1.462,6,7
14,27,49,1.454,5,8
13,24,40,1.414,5,8
12,21,51,1.426,4,11
10,31,41,1.455,3,11
10,34,38,1.441,3,8
10,32,41,1.412,5,7
11,34,37,1.396,9,7
12,26,30,1.352,24,5
14,38,37,1.354,37,6
17,32,28,1.32,60,5
17,29,37,1.33,100,8
16,74,30.72727273,1.237454545,46.09090909,6.090909091
17,58,21,1.08,64,6
18,41,20,1.08,67,4
19,57,18,1.038,74,4
18,39,23,1.096,47,6
19,26,46,1.154,20,9
13,35,40,1.116,9,7
12,56,31,1.195,7,5
13,36,40,1.276,4,8
12,34,50,1.298,3,7
11,16,37,1.33,3,5
11,22,49,1.328,3,4
12,35,45,1.335,4,10
11,13,48,1.332,2,7
10,23,44,1.301,3,5
10,24,41,1.303,3,5
10,28,37,1.289,5,6
10,23,37,1.281,6,5
11,33,33,1.343,8,4
10,29,27,1.307,13,5
10,20,28,1.333,17,5
10,21,25,1.312,33,6
10,15,34,1.32,48,7
10,34,16,1.149,37,3
10,27,12,1.114,34,5
9,16,22,1.086,32,6
9,10,30,1.1,50,8
8,11,30,1.06,42,11
7,33,22,1.057,17,6
7,36,33,1.109,10,9
8,28,49,1.187,7,11
9,51,56,1.261,5,15
9,28,53,1.315,3,9
9,22,49,1.307,4,5
9,19,37,1.3,5,4
10,19,54,1.31,10,6
12,45,41,1.371,3,12
11,39,35,1.345,3,14
10,16,32,1.302,3,4
9,19,36,1.303,3,3
10,18,33,1.295,6,2
12,19,39,1.324,5,4
13,18,45,1.33,9,6
10,26,22,1.342,11,5
8,22,19,1.282,20,3
8,26,20,1.274,26,3
10,45,27,1.263,27,3
11,36,28,1.208,22,6
12,38,27,1.121,33,6
14,58,21,1.095,40,4
14,44,26,1.071,29,5
17,42,19,1.098,42,3
12,25,21,1.068,36,3
12,19,28,1.113,24,3
11,28,27,1.141,21,3
11,29,30,1.213,16,3
12,20,38,1.28,8,5
18,41,49,1.331,7,20
14,42,49,1.333,4,12
11,25,50,1.326,4,15
12,25,64,1.34,7,19
14,24,46,1.383,8,12
14,35,45,1.444,7,11
18,60,32,1.536,10,8
21,61,33,1.648,12,5
19,70,37,1.62,14,4
17,51,37,1.498,8,6
18,51,45,1.51,17,7
17,28,44,1.46,24,7
20,25,20,1.02,90,5
16,96,32,1.32,63,9
16,96,32,1.32,63,9
2,50,32,1.39,61,6
2,14,33,1.39,49,5
2,18,40,1.41,25,5
2,34,55,1.45,6,8
2,72,55,1.5,8,12
2,11,46,1.5,11,7
2,28,43,1.49,10,8
2,32,49,1.5,4,15
2,20,50,1.52,3,15
2,27,48,1.55,3,12
2,28,45,1.59,6,8
2,27,49,1.57,5,8
3,33,46,1.6,6,7
4,63,39,1.67,10,5
3,25,31,1.56,19,7
3,27,31,1.5,25,13
4,11,22,1.46,38,8
4,44,17,1.398,27,4
5,29,13,1.386,26,4
5,27,13,1.371,30,3
5,52,13,1.372,40,4
6,49,13,1.402,39,3
7,27,17,1.422,36,5
9,39,18,1.435,24,11
12,46,35,1.477,18,6
8,51,33,1.493,12,5
7,15,38,1.523,8,4
7,22,29,1.527,7,3
6,16,25,1.518,5,3
6,16,41,1.53,9,5
5,11,42,1.54,7,4
5,19,36,1.54,9,4
5,24,37,1.56,8,5
4,19,27,1.53,13,4
4,11,27,1.52,13,4
5,16,38,1.56,5,5
4,11,36,1.54,7,5
2,10,12,1.488,21,5
3,16,13,1.499,13,4
4,15,13,1.554,20,4
5,35,19,1.571,25,6
8,59,18,1.57,36,5
9,44,16,1.501,45,3
9,57,14,1.502,48,3
11,48,12,1.526,66,3
12,40,15,1.533,59,3
11,53,21,1.54,91,5
9,60,27,1.546,37,10
10,22,38,1.567,18,8
9,21,34,1.56,13,4
9,28,35,1.559,7,4
7,27,38,1.551,2,6
6,36,34,1.569,3,11
6,36,46,1.564,4,11
5,37,48,1.559,4,13
6,37,54,1.57,5,16
4,12,39,1.56,13,7
4,12,39,1.56,13,7
4,32,28,1.59,17,5
4,33,34,1.62,11,4
10,72,38.90909091,1.771,13.72727273,6.818181818
11,63,30,1.778,10,7
12,87,38,1.767,7,4
15,46,39,1.803,15,3
17,57,38,1.821,19,3
15,62,41,1.726,37,6
13,47,32,1.647,27,10
13,61,34,1.645,29,12
11,53,30,1.635,26,14
11,27,29,1.659,54,4
12,34,42,1.75,37,3
13,40,60,1.805,23,3
13,43,67,1.902,9,3
15,51,68,1.995,5,2
18,36,54,2.013,6,3
23,60,66,2.098,9,3
28,57,63,2.152,10,4
39,83,66,2.185,13,7
47,98,57,2.261,15,7
40,74,48,2.19,10,5
35,81,40,2.198,15,5
38,87,42,2.442,22,6
40,58,37,2.266,23,6
37,86,62,2.214,28,6
30,61,40,2.021,54,5
16,51,21,1.842,49,4
9,63,10,1.609,40,3
9,50,11,1.585,25,4
8,68,13,1.548,34,6
7,11,11,1.514,22,3
8,54,12,1.585,33,3
9,45,15,1.636,47,4
9,62,19,1.624,37,4
10,42,28,1.695,37,6
10,25,50,1.686,7,10
9,28,39,1.662,4,4
8,30,32,1.647,4,4
8,18,34,1.68,2,4
9,30,37,1.684,2,3
9,18,37,1.707,2,3
9,20,25,1.701,3,3
11,28,26,1.775,4,4
14,53,27,1.914,7,3
17,59,32,1.966,9,6
19,74,30,2.292,10,5
23,80,49,2.192,19,6
17,42,43,1.839,19,5
10,32,19,1.662,15,3
11,39,18,1.171,15,6
17,45,24,0.73,20,7
16,60,18,1.049,22,6
14,65,14,0.889,28,4
15,58,20,0.934,22,3
15,58,30,0.95,47,5
16,22,42,1.04,22,4
15,17,51,1.08,9,4
15,17,51,1.08,9,4
14,36,43,1.13,31,6
14,36,43,1.13,31,6
10,28,42,1.12,24,4
11,17,50,1.16,12,3
14,19,42,1.19,18,3
48,94,55,1.49,25,10
48,94,55,1.49,25,10
29,68,60,1.29,63,6
32,61,79,1.32,48,8
12,59,24,1.04,35,4
11,22,30,1.08,52,4
12,29,35,1.171,24,4
12,39,32,1.178,27,4
13,46,48,1.313,26,3
20,52,89,1.403,14,4
25,49,75,1.423,13,5
44,112,79,1.664,12,4
69,134,99,1.821,30,6
52,95,83,1.68,23,4
55,103,68,1.713,21,5
65,110,61,1.755,20,6
61,102,63,1.766,17,5
52,95,98,1.69,31,7
56,105,52,1.674,17,5
34,48,43,1.491,10,5
35,44,55,1.52,9,4
35,57,57,1.506,10,4
35,53,73,1.52,20,6
38,60,63,1.577,12,6
36,76,68,1.543,16,6
39,62,82,1.5,18,6
36,45,47,1.486,18,5
36,36,56,1.462,41,6
31,59.4,43,1.352,67,3
31,107,47,1.347,58,4
42,72,49,1.339,42,4
37,42,51,1.302,49,3
36,50.30909091,34,1.309,42,4
38,41,53,1.371,37,4
31,31,55,1.335,19,4
34,40,60,1.347,11,4
32,43,42,1.331,18,5
32,37,46,1.339,13,4
34,57,53,1.436,10,4
43,73,40,1.654,16,18
48,88,56,1.643,12,16
56,81,55,1.611,13,13
57,81,84,1.62,15,21
67,81,36,1.722,12,7
67,75,51,1.605,13,11
74,86,45,1.663,13,13
74,86,67,1.67,22,17
55,80.3,25,1.571,59,19
44,70,18,1.466,59,7
49,81,16,1.472,65,7
59,84.39090909,10,1.443,61,5
65,81,13,1.444,69,4
64,81,11,1.426,66,5
65,132,13,1.422,84,5
65,96,16,1.44,150,7
53,60,15,1.355,78,4
62,141,17,1.423,92,5
68,90,18,1.456,93,6
75,112,17,1.482,87,13
51,63,31,1.37,61,5
36,87,24,1.258,57,3
33,77.375,19,1.253,40,2
33,47,25,1.26,75,4
19,64.546875,11,1.189,37,3
15,57.21354167,13,1.174,47,4
16,47.81354167,12,1.178,45,4
16,19,13,1.182,40,3
14,41.77210648,13,1.187,37,4
15,21,17,1.2,64,5
15,24,17,1.317,28,3
18,18,19,1.353,26,3
20,34.85856481,18,1.269,40,3
19,33.96642466,26,1.282,50,4
24,40,25,1.32,67,5
24,37,31,1.33,110,6
21,34,16,1.238,71,3
19,66,13,1.208,64,4
20,38,13,1.19,39,5
22,39,19,1.207,58,5
22,28,20,1.233,57,4
21,40,15,1.229,49,4
22,38,14,1.206,39,4
23,29,22,1.194,52,7
24,41,17,1.216,53,5
22,26,14,1.225,48,3
21,25,15,1.233,45,3
20,33,16,1.238,37,4
21,29,7,1.247,36,4
19,27.5,14,1.234,32,3
16,26.27777778,10,1.213,32,4
14,24.87777778,14,1.199,41,4
13,25.78686869,12,1.186,38,4
14,17,18,1.205,47,4
14,20,18,1.309,37,4
15,18,24,1.263,30,4
15,27,20,1.243,32,3
15,36,19,1.242,29,3
14,18,16,1.235,43,3
16,36,12,1.223,49,3
19,38,13,1.217,53,5
21,40,14,1.222,55,4
24,52,16,1.237,73,6
30,55,26,1.276,69,6
31,58,27,1.283,52,5
34,78,36,1.347,64,6
37,67,31,1.331,48,5
41,65,26,1.32,49,6
45,64,32,1.316,72,6
46,72,31,1.357,64,11
42,65,22,1.33,63,10
36,53,11,1.301,46,5
32,46,17,1.282,41,6
27,38,14,1.274,49,5
33,50,13,1.312,54,5
39,54,19,1.358,43,6
41,55,21,1.39,34,5
22,39.7,17,1.28,43,4
22,38.51818182,21,1.361,35,5
17,17,16,1.232,35,4
16,21,16,1.215,29,3
16,28,12,1.232,38,3
19,35,21,1.308,41,2
20,40,14,1.268,43,3
19,32,10,1.238,33,4
19,26,14,1.229,45,4
18,43,16,1.23,32,3
21,52,16,1.239,57,4
24,59,19,1.298,57,5
30,58,27,1.445,59,5
32,44,28,1.35,50,4
36,58,28,1.345,34,4
36,100,33,1.388,40,4
32,60,30,1.363,26,4
32,54,24,1.35,38,5
