PM25,PM10,NO2,CO,O3,SO2
15,26 ,18,0.54,27,3
15,24 ,23,0.576,18,4
15,38 ,26,0.6,22,3
5,23 ,5,0.378,40,2
5,22 ,10,0.412,33,3
5,65 ,18,0.484,26,3
7,64 ,36,0.643,24,2
7,76 ,35,0.715,21,2
5,41 ,16,0.474,21,10
5,37 ,19,0.464,20,14
6,62 ,20,0.468,24,7
6,55 ,25,0.432,19,23
6,56 ,23,0.408,29,14
6,91 ,20,0.38,42,6
5,44 ,20,0.362,43,5
5,42 ,19,0.339,40,5
7,17 ,19,0.355,37,4
9,32 ,23,0.4,32,4
15,34 ,25,0.465,27,4
11,39 ,28,0.483,26,3
9,27 ,29,0.495,24,4
10,21 ,34,0.555,18,4
8,18 ,33,0.549,20,3
8,22 ,26,0.498,20,5
7,10 ,25,0.46,20,5
7,15 ,27,0.453,17,6
7,22 ,25,0.453,16,5
9,12 ,29,0.476,15,5
7,18 ,25,0.483,15,5
8,25 ,23,0.541,16,4
7,42 ,21,0.504,17,4
7,38 ,20,0.554,22,4
9,26 ,19,0.633,26,4
9,52 ,14,0.549,36,3
9,18 ,14,0.61,36,3
14,52 ,20,0.496,47,6
13,31 ,16,0.436,63,6
14,17 ,16,0.49,63,6
16,59 ,25,0.397,72,6
16,33 ,24,0.366,73,6
13,58 ,26,0.365,57,4
14,56 ,40,0.445,35,6
15,45 ,54,0.505,16,7
12,47 ,49,0.486,14,6
10,54 ,45,0.522,15,4
11,41 ,49,0.616,17,5
12,38 ,49,0.68,17,6
10,29 ,42,0.642,14,10
9,24 ,38,0.576,14,8
10,19 ,36,0.608,13,7
9,11 ,29,0.706,17,6
8,26 ,27,0.827,20,6
8,29 ,20,0.671,22,6
9,23 ,19,0.597,23,6
13,33 ,25,0.605,23,7
17,53 ,36,0.65,22,10
37,65 ,49,0.737,27,17
45,64 ,36,0.718,52,16
50,82 ,33,0.73,71,17
44,81 ,34,0.685,84,11
37,63 ,26,0.61,100,9
39,77 ,24,0.56,117,7
39,61 ,25,0.62,116,8
35,68 ,27,0.497,111,7
31,143 ,37,0.454,81,5
26,55 ,54,0.473,48,7
24,69 ,54,0.465,41,6
24,53 ,54,0.52,41,6
20,33 ,54,0.56,33,6
16,21 ,61,0.603,14,10
16,18 ,61,0.66,14,11
10,20 ,41,0.576,15,8
9,24 ,35,0.819,16,8
8,11 ,30,0.805,19,7
7,23 ,29,0.664,18,7
7,25 ,30,0.628,15,7
7,33 ,31,0.591,16,7
7,37 ,28,0.582,13,10
7,32 ,27,0.561,17,11
10,32 ,32,0.598,19,9
13,46 ,44,0.63,21,10
14,26 ,42,0.588,28,12
14,15 ,42,0.64,28,12
15,53 ,29.72727273,0.458909091,33,8.090909091
16,101 ,12,0.419,81,5
13,81 ,31,0.388,57,10
10,54 ,17,0.267,48,4
8,16 ,22,0.197,32,3
7,61 ,30,0.178,19,3
8,103 ,44,0.243,7,8
10,66 ,51,0.325,7,12
11,25 ,45,0.387,12,5
10,45 ,46,0.435,11,4
12,27 ,45,0.469,13,5
10,46 ,34,0.481,16,3
10,27 ,34,0.52,15,3
10,16 ,27,0.496,21,4
9,47 ,20,0.466,19,5
10,14 ,30,0.472,17,6
9,12 ,28,0.471,19,6
9,13 ,32,0.506,18,7
10,39 ,26,0.515,25,5
10,40 ,28,0.514,25,4
12,29 ,38,0.535,23,11
13,37 ,38,0.526,25,13
13,37 ,38,0.58,25,13
12,59 ,27,0.435,31,10
11,20 ,24,0.354,32,8
8,33 ,20,0.295,33,4
8,11 ,20,0.35,33,5
7,90 ,22,0.32,29,6
7,96 ,25,0.268,23,3
8,80 ,34,0.315,19,3
9,109 ,46,0.353,13,6
13,52 ,49,0.559,10,6
14,14 ,43,0.814,12,5
12,39 ,34,0.634,14,4
10,48 ,28,0.94,16,3
10,49 ,28,0.95,17,3
10,24 ,17,0.806,20,3
8,45 ,24,0.644,16,5
8,15 ,32,0.675,14,7
8,31 ,24,0.794,15,5
7,10 ,21,2.33,16,5
8,26 ,20,0.82,18,5
8,23 ,21,0.88,18,5
8,39 ,21,0.47,19,5
7,24 ,19,0.466,24,5
8,34 ,23,0.48,24,5
9,40 ,33,0.475,21,9
11,76 ,41,1.092,22,9
13,69 ,44,0.468,20,9
12,39 ,27.18181818,0.388,26.72727273,5
11,31 ,24,0.731,36,5
10,33 ,23,0.327,36,2
9,33 ,19,0.327,37,2
9,37 ,25,0.367,29,2
12,46 ,27,0.413,26,2
15,58 ,30,0.476,24,2
12,26 ,33,0.503,24,2
11,43 ,32,0.519,22,2
10,33 ,37,0.577,17,2
10,19 ,32,0.626,18,3
10,11 ,32,0.68,18,3
12,19 ,40,0.668,12,4
11,16 ,35,0.647,16,4
10,41 ,37,0.591,15,4
11,15 ,32,0.606,13,3
11,28 ,35,0.605,15,4
10,37 ,30,0.635,16,3
11,37 ,30,0.69,16,4
9,40 ,16,0.568,23,2
9,35 ,18,0.573,25,2
10,47 ,25,0.541,15,6
10,40 ,17,0.468,21,5
11,74 ,14,0.423,21,4
11,58 ,14,0.366,38,4
12,48 ,19,0.314,45,7
11,64 ,18,0.252,43,4
12,39 ,20,0.233,36,3
12,46 ,17,0.221,29,2
13,34 ,25,0.25,17,2
16,34 ,25,0.311,12,3
15,50 ,30,0.357,10,3
14,46 ,38,0.443,8,5
15,33 ,38,0.5,5,5
14,31 ,48,0.6,5,14
12,51 ,44,0.558,8,15
12,44 ,43,0.586,7,15
11,46 ,34,0.632,9,6
8,44 ,27,0.597,11,6
8,10 ,25,0.582,10,5
8,12 ,21,0.576,14,3
7,16 ,16,0.567,16,3
7,24 ,21,0.59,17,2
8,53 ,24,0.567,16,12
8,45 ,26,0.569,14,19
7,31 ,22,0.531,14,16
7,26 ,25,0.481,13,21
7,14 ,19,0.417,15,15
6,28 ,17,0.363,19,15
6,69 ,20,0.301,30,15
6,60 ,24,0.249,23,18
7,74 ,15,0.197,28,2
7,79 ,20,0.217,26,3
9,101 ,30,0.246,16,4
11,26 ,31,0.295,12,6
10,66 ,28,0.352,12,3
9,45 ,27,0.407,9,2
8,28 ,28,0.445,8,3
8,34 ,26,0.474,9,3
7,20 ,27,0.494,10,4
6,20 ,22,0.524,10,3
6,24 ,18,0.542,15,3
6,16 ,18,0.6,15,3
5,23 ,21,0.554,13,4
4,10 ,19,0.552,13,4
4,37 ,9,0.527,18,3
4,22 ,10,0.548,21,2
5,23 ,9,0.53,25,2
6,17 ,9,0.611,32,2
8,30 ,8,0.607,38,2
8,31 ,7,0.526,48,2
8,39 ,7,0.457,49,2
8,39 ,7,0.402,54,2
9,76 ,8,0.357,61,4
9,69 ,31,0.325,41,11
10,14 ,33,0.35,36,3
11,35 ,20,0.233,28,2
12,24 ,31,0.255,18,3
13,53 ,35,0.296,13,3
11,44 ,38,0.357,8,5
9,46 ,37,0.382,9,3
8,79 ,34,0.415,9,5
8,79 ,28,0.469,10,3
8,23 ,33,0.473,12,3
7,22 ,23,0.496,15,4
6,28 ,24,0.51,14,6
6,33 ,15,0.53,18,4
6,21 ,14,0.548,18,4
6,38 ,16,0.542,17,3
6,44 ,17,0.556,18,4
7,31 ,22,0.592,15,2
7,26 ,26,0.648,19,3
8,36 ,27,0.712,18,4
9,47 ,28,0.796,20,4
10,40 ,24,0.71,26,4
14,47 ,33,0.704,23,13
14,27 ,46,0.655,23,17
11,68 ,38,0.599,24,23
9,30 ,24,0.506,33,3
9,29 ,34,0.506,24,2
8,39 ,39,0.505,31,3
12,78 ,55,0.585,42,1
20,89 ,92,0.784,19,2
24,62 ,94,0.96,14,2
27,86 ,98,1.12,11,2
20,35 ,91,1.002,11,2
23,96 ,84,1.178,11,2
27,69 ,82,1.313,17,2
33,65 ,76,1.199,15,3
44,84 ,81,1.22,16,3
45,89 ,70,1.218,18,3
43,76 ,63,1.138,20,2
29,40 ,48,0.937,13,2
27,62 ,47,1.055,15,2
20,83 ,50,0.97,13,3
10,53 ,30,0.678,12,10
10,25 ,24,0.627,19,11
8,29 ,15,0.61,26,5
8,37 ,20,0.564,20,9
8,80 ,21,0.499,16,14
7,26 ,16,0.425,18,10
6,51 ,18,0.378,27,11
7,53 ,28,0.332,21,18
7,77 ,33,0.3,22,21
7,37 ,37,0.287,14,16
9,125 ,47,0.337,9,7
10,78 ,37,0.354,8,4
10,67 ,34,0.394,12,4
9,14 ,28,0.426,13,3
8,39 ,24,0.456,13,2
9,43 ,30,0.519,12,3
8,11 ,21,0.543,17,2
7,11 ,21,0.583,16,2
9,37 ,31,0.645,13,3
7,15 ,35,0.606,12,7
8,20 ,34,0.647,11,9
8,44 ,31,0.724,14,7
7,31 ,23,0.632,13,5
7,38 ,19,0.612,14,3
8,58 ,27,0.605,15,9
